code,title,credit,description
ACCT 4370,Governmental and Not-For-Profit Accounting,3,"This course is to examine governmental and not-for-profit entities, including how they differ from for-profit organizations. Topics include transactions and financial statement analysis, compliance issues, and budgeting in governmental and not-for-profit entities. May not be taken more than twice at UNT Dallas."
ACCT 4330,Data Analytics for Accounting,3,"This course will develop skills required for an accounting analytics mindset. Students will apply the concepts of data scrubbing, data preparation, data quality, descriptive analysis, data manipulation, data visualization, data reporting and problem-solving using various analytic tools and statistical analysis. May not be taken more than twice at UNT Dallas."
ACCT 4300,Federal Income Taxation,3,"A comprehensive introduction to the U.S. federal income tax system. Emphasizes the taxation of individuals but many topics also apply to business entities. Coverage includes technical tax rules and motivations behind these rules, as well as tax planning opportunities and limitations. May not be taken more than twice at UNT Dallas."
ACCT 4270,Advanced Managerial Accounting,3,"Nature, measurement and analysis of accounting data appropriate to managerial decision making, and comprehensive budgeting; statistical cost estimation; cost-volume-profit analysis; gross profit analysis; application of probability to cost control; capital planning. PERT-cost. May not be taken more than twice at UNT Dallas."
BCIS 3615,Visual Display of Business Information,3,"Explores the use of visual display techniques and tools in the creation of electronic business documents and presentations. Stresses development of good written and oral presentation skills, as well as familiarity with a wide range of multimedia tools."
BCIS 4620,Introduction to Database Applications,3,Analysis of file organization techniques and data structures. Consideration of the management of data as a resource. Design of data models and databases in business organizations. Use of database management systems and user-oriented data languages.
BCIS 3610,Basic Information Systems,3,"Theory, capabilities, applications, benefits, liabilities and economics of business computer information systems. Using the computer to solve business problems. Management information systems and computer-based decision support emphasized. Use of standard support application packages."
BCIS 3305,Spreadsheet Data Analysis,3,"This course will develop skills to describe and analyze data using spreadsheet software. It will introduce basic through advanced spreadsheet techniques for data analysis including various logical, statistical, financial, and lookup functions; conditional formatting; pivot tables/charts; what-if analysis; trend analysis; complex charts; macros."
BCIS 2610,Introduction to Computers in Business,3,"A study of the introductory concepts of computing in business; basic computer components, computer history and programming."
BCIS 1305,Business Computer Applications,3,"Introduction and development of business computing and technology skills utilizing software tools such as web browsers, e-mail clients, operating systems, word processors, presentation software, spreadsheets, and database applications. Current topics of relevance to the IT industry will also be discussed."
BIOL 4930,Special Problems,1-3,Individual study.
BIOL 4350,Ethics of Science,3,An introduction and exploration of scientific ethics. The foundations of classical ethical theory and how these are applied to scientific pursuits.
BIOL 4360,Marine Ecology,3,An introduction to the study of the interactions between aquatic organisms and their environments. Study of ecological processes at different levels of integration in marine ecosystems.
BIOL 4380,Virology,3,"An overview of virology including their unique features, complexity, and interactions with living things. Special emphasis is placed on viruses that infect animal and bacterial hosts and the potential clinical and biotechnological significance of those interactions."
BIOL 4340,Urban Ecology,3,"A comparative study of the patterns and processes of the relationships of living organisms, including human beings, with each other and their surroundings in the context of an urban environment."
BIOL 4311,Herpetology,3,"This is a course designed to introduce the study of herpetology in all aspects. Topics include the anatomy, physiology, taxonomy, systematics, natural history, distribution, ecology, and conservation of amphibians and reptiles; primarily North American species with emphasis on local species. This course is equivalent to AGRI 4311. One of the courses will count towards the degree program and the other will be excluded."
BIOL 4312,Developmental Biology,3,"Examination of how biological form changes over time, including embryological development from fertilization to tissue differentiation, as well as post-embryological development, including growth, aging, regeneration, and metamorphosis. Topics include cell commitment, patterning, organogenesis, limb development, sex determination, stem cells, metamorphosis, aging, environmental factors, disease development, developmental mechanisms of evolutionary change, model organisms, and ethical questions relevant to the field."
BIOL 4302,Conservation of Natural Renewable Resources,3,"This course will explore the basic principles and philosophies associated with the development, management and use of natural and renewable resources; both social and ecological and factors associated in management alternatives involving the natural environment and use of renewable uses. This course is equivalent to AGRI 4302. One of the courses will count towards the degree program and the other will be excluded."
BIOL 4310,Animal Physiology,3,"This course will explore the basic principles of animal physiology, including the associated basic principles of animal anatomy and environmental influences on physiology. We will discuss species variety, classification, and biogeographic relationship with physiology as well as histology and nutrition. This course is equivalent to AGRI 4310. One of the courses will count towards the degree program and the other will be excluded."
BIOL 4301,Capstone in Urban Agriculture,3,This course will solidify the concepts covered throughout the Urban Agriculture concentration and will promote critical thinking and effective writing on these topics. Format includes exchange between student and industry professionals in order to build leadership skills and connections. This course is equivalent to AGRI 4301. One of the courses will count towards the degree program and the other will be excluded.
BIOL 4260,Principles of Evolution,3,"Population genetics; ecological, geographical and historical concepts of evolution."
BIOL 4220,Neuropsychopharmacology,3,"Comprehensive examination of the physiological effects of major psychotropic drug classes that affect the central nervous system, including the interactions between neurotransmitter systems and physiology; neuroanatomical pathways and behavior; synaptic functions and behavioral disorders. Open to all majors."
BIOL 4120,Environmental Chemistry,3,"Presents a scientific overview of environmental contaminants, their occurrence, sources and impact on humans and the environment."
BIOL 3510,Cell Biology,3,"Structure and function of animal and plant cells with emphasis on cell membranes, cytoplasmic organelles and the nucleus."
BIOL 3451,Genetics,3,"Genetic structure and inheritance in viruses, bacteria and higher organisms with emphasis on gene biochemistry, Mendelian genetics and population genetics."
COMM 4350,Gender and Communication,3,"Exploration of the connections between gender, rhetoric, and public culture. Analyzing rhetorical constructions of gender in American discourses including politics, race, and sexuality, in contexts that include public protests, speeches, movies, poetry, television, and music."
COMM 4351,Research Methods,3,"This course is designed to provide an introductory look at academic research in Communication and Media. It will cover a variety of qualitative and quantitative research methodologies, including ethnography, surveys, and experiments. It will also provide an introductory look at data analysis. This class is designed to be a stepping stone into graduate studies and/or for anyone wanting a more in-depth look into research."
COMM 4335,Strategic Communication Campaigns,3,"Studies various elements involved in the production of a campaign from inception to conclusion. Students research, create, produce, execute and evaluate a number of campaigns for real clients for all media. Students must earn a final grade of C or better to receive credit for the course."
COMM 4330,Crisis Communication,3,"Focuses on crisis communication and management, emphasizing practical application of theories, strategies, and tactics from a public relations perspective."
COMM 4323,Advanced Radio Production & Performance,3,"Students will develop mastery of live on-air skills for terrestrial, satellite and online audio broadcasting, as well as refines student skills in the field of audio production for sound-only mediums."
COMM 4322,Advanced Studio Production,3,"Advanced studio production course focusing on multi-camera programs for television and webcast. Emphasis on professional practices for producing and directing programs for live and live-to-tape distribution. Students will become expert in operating cameras, video switcher, and other studio equipment."
COMM 4321,Arts Journal,3,"Students will learn the history of college literary magazines, editorial processes and production. Students will develop their skills in literary production with the goal of employment in publishing. Students will read, edit, and respond professionally to submissions of literary fiction, poetry, non-fiction and photography. Each student will assume a role based on his or her talents and skills to produce an Arts Journal for UNT Dallas. This course is equivalent to TECM 4321. One of the courses will count towards the degree program and the other will be excluded."
COMM 4320,Digital Production II,3,"Advanced techniques for planning, production, and distribution of digital media, including short videos, ads, PSAs, film, and more. Students must earn a final grade of “C” or better to receive credit for the course."
COMM 3350,"Language, Thought, and Behavior",3,"The influence of language on perception, evaluations, creativity, and interpersonal relations. Provides students with a heightened awareness of how language functions and the role of language in our perceptions, thoughts, and actions."
COMM 3352,Intercultural Communication,3,"Explores the ways culture affects and is affected by communication. Topics to be addressed range from globalization and cultural diversity at work, to international peace and conflict resolution, to the role of popular media in representing cultures and shaping identities. Students must earn a final grade of “C” or better to receive credit for the course."
COMM 3332,Communication Law,3,"Study of contemporary communication law, with a focus on strategic communication and new media issues. Topics may include freedom of speech and press, corporate and commercial speech, media rights management, intellectual property, libel, and freedom of information."
COMM 3341,Sports Announcing,3,"Principles of announcing in non-traditional new media formats with a focus on sports. Sportscasts, ad-libbing, interviews, and other performance needs. Practice of strong vocal performance skills, diction, pronunciation, and engaging delivery."
COMM 3330,Creative Concepts,3,"Introduces students to the processes, strategies, and practices of developing creative visual/textual solutions to advertising/PR campaigns across media. Course focuses on need-finding, solution invention by means of critical and creative thinking, and design and production strategies."
COMM 3331,Social Media Campaigns,3,"Development of integrated media campaigns through social media tools, platforms, and channels. Campaign life cycles from invention to implementation, evaluation, and measurement of engagement."
COMM 3325,Video Games & Society,3,"This course is designed to provide a critical and evaluative look at the video game industry and specifically, the place they have in our society. This course will cover numerous topics, including, the history of video games, the cultural impact on society, discuss video game “hot topics” (e.g. violence in video games), and examine video game research."
COMM 3326,Media Announcing,3,"Principles of announcing in non-traditional new media formats with an emphasis on microphone and on-camera performance. Script-reading, ad-libbing, interviews, and other performance needs. Practice of strong vocal performance skills, diction, pronunciation, and engaging delivery."
COMM 3324,Podcasting,3,"Planning and production of audio podcasts, including serial concept creation, storyboarding and planning methods, production techniques, and distribution strategies."
COMM 3323,Foundations of Radio Production: Creating On-Air and Off-Air Audio Elements,3,"Students will conceptualize and create audio elements for on-air shows and off-air planning. Students will also understand the elements of show and clock planning and execution, especially in regard to A.C. Nielsen ratings and demographic measurement."
COMM 3322,Foundations of Studio Production,3,"Applied production course focusing on basic video production skills (composition, scripting, editing) and television studio operations and production. Students will become proficient in operating the cameras, audio board, lighting equipment, video switcher, character generator, and other studio equipment."
COMM 4352,Sports and Entertainment Broadcasting and Production,3,"Emphasizes production of news and feature stories related to feature stories related to sports and entertainment broadcasting. Students examine the history of sports broadcasting, sports media partnerships, industry trends, and work behind and In front of the camera, in production and on-air roles. Students must earn a final grade of C or better to receive credit for the course."
EDUC 4340,Classroom Management and Instructional Assessment,3,This course provides students with an awareness of positive and productive classroom management theories and strategies that allow for critical-decision making practices. Implementation of learning theories with instructional assessment approaches necessary to measure student outcomes appropriate for a multicultural and diverse population.15 hours of clinical field observation required. Required clinical course for ALL certification pathways.
EDUC 4200,Student Teaching,6,"Teaching under supervision in EC-6, Special Education, Bilingual Education, English as Second Language, Grades 4-8, and/or Grades 7-12. Required for those seeking Texas certification for any level & any content area. See Student Teaching Program for details.&nbsp;"
EDUC 2900,Special Problems,1-3,
EDUC 3320,Foundations of Education,3,"Standards and foundations of curriculum for grades EC-8 in public schools. Includes the study of professional ethics/responsibilities, educational philosophies, the history of American education, schools and society, school and community/parent relationships, legal/political control and financial support, school/classroom organizational patterns, and curriculum development/alignment."
EDUC 1301,Introduction to the Teaching Profession,3 hours,"An orientation to the profession of teaching. Students will explore theories of learning, characteristics of effective teachers, and current trends and issues in education. Topics include child development, the learning environment, instructional methods, behavior management, and serving diverse student populations."
EDUC 2301,Introduction to Special Populations,3 hours,"An enriched, integrated pre-service course and content experience that provides an overview of schooling and classrooms from the perspectives of language, gender, socioeconomic status, ethnic and academic diversity, and equity with an emphasis on factors that facilitate learning. Includes 16 contact hours of field experience in P-12 classrooms with special populations."
ECON 4850,International Trade,3,"Examines the nature and theoretical foundations of modern trade between nations. Topics include patterns of international trade and production, welfare implications of trade, impacts of tariffs and quotas, balance of trade and balance of payments issues. Analysis of trade implications of international monetary systems, multinational corporations, exchange rates and economic implications of political action."
ECON 3560,Intermediate Macro-Theory,3,"Factors affecting income level, employment and output; national income concepts and measurements; application of economic policy to current problems."
ECON 4020,Money and Banking,3,Nature and functions of money; modern banking institutions and central banks; credit control and monetary stabilization.
ECON 1110,Principles of Macroeconomics,3,"Principles of economic organization and growth in modern, industrial society; money and banking, monetary and fiscal policy; determinants of national income and business fluctuations."
ECON 1100,Principles of Microeconomics,3,Business organization and market economy; theory of the firm; techniques of economic analysis in current economic problems; comparative economic systems.
EDEC 4633,Nurturing Children’s Social Competence,3,"Facilitating the social and emotional skills of young children. Incorporates an ecological approach to significant influences on self-esteem and self-concept including diversity, family, creativity and individual differences. Includes analysis of play theory and research. Field experience required."
EDEC 3613,Introduction to Early Childhood Education,3,"Historical foundations of early childhood education, current programs, educational/care practices and legal and ethical issues. Attention goes to objectives, activities, materials, and teaching strategies and techniques in an early childhood classroom."
EDEC 4243,Environmental Processes and Assessment,3,"Considers early childhood learning processes as well as implications for individual, group, and program assessment. Focus areas include formal, informal, and holistic assessment instruments as well as learning environment materials and resources. Implications for technology in assessment and management are discussed. This course includes 15 hours of observation in an early childhood classroom."
DFST 1013,Human Development,3,"Introduction to the theories and processes of physical, cognitive and social development of the individual from conception until death. Suitable for non-majors."
DSCI 4510,Data Analytics Programming,3,Explores big data and business analytics programming essentials.
DSCI 4800,Internship,3,Supervised work in a job relative to the student’s career objective.
DSCI 4900,Special Problems,1-3,
DSCI 4380,Case Studies in Business Analytics – Capstone,3,Experience with and knowledge of practical applications of business analytics. Application of Business Analytics concepts to real-world data and problems.
DSCI 4390,Applied Business Analytics,3,"This course will provide an opportunity for students to work on a data science project using real data. Students will work in groups on all stages of a typical data science project including importing data, cleaning, exploring, visualizing, analyzing, creating models, and communicating results of the analysis in written and verbal form."
DSCI 4310,Predictive Modeling,3,"This course will introduce various machine learning algorithms used in predictive data analytics. Topics include: multiple regression, decision trees, random forest, neural networks, and clustering algorithms. Students will create predictive models using a programming language."
DSCI 4320,Big Data Management and Retrieval,3,Concepts of data management and topics relating to data querying and processing. How database principles can be applied to various database products and processing of large data sets.
HIST 4150,Mexican Immigration and the Chicano Community,3,"Introduction to the history of Mexican immigration in the United States, focusing on the dynamic effects immigration has had throughout the 19th and 20th centuries on the formation of the Chicano community. Utilizes lectures, discussion of the readings, films, and speakers to emphasize a variety of themes including labor, politics, nativism, citizenship, demography, gender and culture."
HIST 4030,Diversity and Decision Making in Dallas,3,"This course completes the Dallas Studies program. It focuses on decision making processes in the city as well as the roles of diverse communities including African Americans, Latinos, Asians and women in that process. It will explore local decision making at the public, private, and community levels. Guest speakers and field trips will complement class sessions. The culmination of the course will be a presentation by students about their experiences and research while in the Dallas Studies program."
HIST 3340,"African American History, 1619 to Present",3,"This class will explore the economic, political, and social contributions of African Americans from 1619 to the present day. Major focusses include important events, people, and trends as well as the antebellum slavery experience, the Reconstruction era, and Jim Crow marginalization."
HIST 4020,History of Science and Technology Since Newton,3,"Science and technology from Newton to the present emphasizing the presuppositions of scientific inquiry, the relationship between science and technology, and their impact on society."
HIST 3350,North American Environmental History,3,Examines the history of human interactions with the natural world in North America from pre-Columbian times to the present.
HIST 3330,History of American Indians Pre-Columbian to Present,3,"This course surveys the history of American Indians in North America from pre-Columbian times to the present. Primary goals are to make students aware of the longevity and continuity of human history in North America, to explore how Native peoples have shaped North American history, as well as the Native American perspective. Classes consist of lectures, assigned readings and discussions of primary source documents and readings. Students will examine American Indian culture through photographs, maps, works of art and films."
HIST 3320,Research Methods for Professional and Public Historians,3,"This class is designed to give students and interested individuals valuable research skills in public history. Students will learn to use scholarly electronic search engines, oral histories, archives, and government records."
HIST 3310,The Diverse History of Dallas Leadership,3,"This course covers the history of Dallas by examining the historical, social, cultural, economic, and political institutions and processes in various periods. It is designed to introduce students to the Dallas population diversities, as well as the diversities of intellectual viewpoints about Dallas. A brief historical examination will introduce the main focus of the course, Dallas leadership during the 1970s and will explore how local decision making evolved to include public, private, and community leadership. Guest speakers and field trips will complement class sessions."
HIST 3150,Historical and Cultural Development of the Mexican-American Community,3,"Historical evolution of Mexican-American culture, social structure, family patterns and community organizations, and their effects on education, economic and religious institutions."
HIST 2900,Special Problems,1-3,
HIST 2610,United States History to 1865,3,From colonial origins through the Civil War.
HIST 1060,World Civilization II,3,"Surveys the social, political, economic, cultural, religious, artistic, and intellectual history of the world from 1600 to present. This includes cultural regions in Africa, the Americas, Asia, Europe, and Oceania and their global interactions over time. Themes include maritime exploration and transoceanic empires, nation/state formation and industrialization, imperialism, global conflicts and resolutions, social and political movements, and global economic integration. The course emphasizes the development, interaction and impact of global exchange."
HIST 2301,Texas History Survey-Core,3 hours,"General survey of Texas history from Pre-Columbian times to present. Includes the periods of Spanish and Mexican colonization, Revolution and Republic, Civil War and Reconstruction, and the modem era. (This class may not be substituted for HIST 4700 Texas History.)"
HIST 2620,United States History Since 1865,3,From the Civil War to the present.
GEOL 1445,Introduction to Oceanography,4,"An introduction to chemical oceanography, physical oceanography, geological oceanography and biological oceanography. Students will learn about interrelationships between these aspects of the ocean, and how these interrelationships govern earth processes with an emphasis on critical thinking, scientific processes, environmental issues, and interrelationships among disciplines."
HIST 1050,World Civilization I,3,"Surveys the social, political, economic, cultural, religious, artistic, and intellectual history of the world from the emergence of human cultures to 1600. This includes cultural regions in Africa, the Americas, Asia, Europe, and Oceania and global interactions over time. Themes include the emergence of societies, the rise of civilizations, the development of political and legal systems, religion and philosophy, economic systems and trans-regional networks of exchange. The course emphasizes the development, interaction and impact of global exchange."
GEOG 4580,GIS In Health,3,"Spatial analysis, geographic information system (GIS) and computational methods for public health applications including disease mapping, disease clustering and exposure modeling. Location-allocation methods for measuring access to health care services wil also be discussed."
GEOG 4550,Advanced Geographic Information Systems,3,"Advanced spatial analysis through the use of specialized software and the design and development of spatial databases and applications. The course includes project planning, database development, data manipulation and analysis, model building, internet mapping, and other advanced topics in spatial analysis. Students gain advanced application skills through laboratory exercises and implementation of a GIS project in an area pertinent to the student’s interests."
GEOG 4560,Introduction to GIS Programming,3,"Modern GIS embraces the concept of open systems, which means GIS software can be customized to fit specific requirements of individual implementation environments. To meet the high demand of this kind, this course introduces basic concepts and skills of object-oriented programming and GIS customization. Students gain programming skills in accessing maps, data layers, features, and geometric objects through laboratory exercises."
GEOG 4570,Special Topics in GIS,3,"Current topics and techniques in Geographic Information Systems to complement core coursework. Examples include multiuser geospatial data management, web-based map delivery, GIS programming, spatial statistics, applications for specific careers fields, and other topics. Course content reflects recent trends in GIS research and the job market. Topics vary by semester. May be repeated for credit."
GEOG 4060,Applied GIS: Map Info Professional,3,"An introduction to conceptual and practical aspects of geographic information systems. Emphasis on applications, using soci-demographic and business examples. Topics include: importing and mapping census data, creating and editing map attribute databases, geocoding, buffering, aggregating data, thematic maps and applications."
GEOG 4520,Intermediate Geographic Information Systems,3,"Step-by-step approach to spatial data integration and analysis, and cartographic presentation. Topics include data models and structures, map algebra, surface analysis, three-dimensional rendering, network analysis, sharing and distributing maps, and design and implementation of a GIS project in an area pertinent to the student’s interests."
HIST 4155,Mexican American Autobiography,3,"Surveys Mexican American autobiographies since the 19th century but emphasizes contemporary works. Themes touching on the economic, political, social, cultural, and gender spheres of life will be examined. The literature covered will be considered within the context of the broader history of Mexican Americans in the 20th century and continuing to the present period."
GEOG 4050,Cartography and Graphics,3,Construction and interpretation of topographic maps; thematic mapping of geographically referenced data; field mapping and surveying techniques; introduction to global positioning systems and computer cartography.
MGMT 4335,Technology & Innovation Management,3,
MGMT 4340,Dealership Variable Operations,3,"Connecting with, and selling equipment to savvy consumers. Evaluating advertising channels, managing customer relationships, training and retaining employees, re-marketing, and inventory control."
MGMT 4310,Sustainable Business,3,"The course provides an overview of current issues and trends related to sustainable business and the economic, environmental and social aspects of sustainable management. Organizations’ strategic responses to current and global sustainability challenges are discussed."
MGMT 4235,Social Entrepreneurship,3,The course will introduce entrepreneurial concepts that can be used to stimulate entrepreneurial behavior in individuals for the benefit of communities. Students will study best practices of not-for-profit enterprises and social venturing practices and will learn how these enterprises launch and sustain their ventures. The primary focus is on equipping students with knowledge and skills that are needed to develop viable socially relevant organizations or to grow entrepreneurial initiatives in not-for-profit organizations. Course may include projects.
MGMT 4300,"Recruitment, Selection and Placement",3,
MGMT 4210,E-Management: Managing in a Digital Economy,3,"Deals with the “why” and “how” of the changing face of management. Focuses on what managers do to maintain and enhance their firm’s competitive position in the era of e-commerce. Examines and evaluates some of the more critical issues associated with analyzing the environment, designing organizations and managing people to deal with the challenges that emerge in the new business environment."
MGMT 4220,Advanced Entrepreneurship,3,"A capstone course that provides students with concepts and hands-on opportunities that are related to the development, growh, and management of new ventures. The course focuses on application and integration of entrepreneurship principles to ensure success of entrepreneurial undertaking. Emphasis is placed on contextual influences during various stages of development and their implications, and on comprehensive analysis and evaluation of businesses from an entrepreneurial perspective. Topics may include such areas as technology and new ventures, growth and expansion, family business, or capital funding."
MGMT 4170,Employee and Labor Relations,3,
MGMT 4180,Workplace Health and Safety,3,"Problems of occupational safety and health (OSHA) workers’ compensation, unemployment compensation, industrial security and environmental risk management. Open to non-business majors"
MGMT 3880,Business Ethics and Social Responsibility,3,
MGMT 3870,Management Research Methods,3,"Develops skills in management research methods necessary for problem solving success. Particular emphasis is given to applying theory to management decision making based on objective methods for solving problems in organizational behavior, human resource management, entrepreneurship, and operations."
MGMT 3860,Human Resource Management,3,"An introduction to personnel management. Topics include employment, placement and personnel planning, training and development; compensation and benefits; health, safety and security; and employee and labor relations. Open to non-business majors."
MGMT 3850,Foundations of Entrepreneurship,3,"Initiation of new ventures and approaches to growth of existing firms through opportunity recognition, innovation and change. Emphasizes developing effective entrepreneurial skills and behaviors. Includes preparation of a comprehensive business plan. Open to non-business majors."
MGMT 3830,Operations Management,3,"Management of production emphasizing industrial enterprises; production objectives; design and improvement of processes, work methods, and physical facilities; use of measurements and standards; production planning and control; quality control; budgetary and cost control; materials management."
MGMT 3820,Management Concepts,3,"Management philosophy; planning, organizing and controlling; entrepreneurial processes; organizational performance; structure and design. Includes an overview of organization theory and strategic management."
MGMT 3720,Organizational Behavior,3,"Individual behavior in formal organizations. Cases, lectures and experiential exercises in organizational culture, motivation, leadership, dynamics of power, perception and attribution, communication, decision making and performance, and individual differences."
MGMT 3341,Dealership Fixed Operations,3,"Fixed Operations in the modern dealership. Includes Pmts, Mechanical Services and Collision Repair. Course topics include: customer relationship management, employee selection and retention, and operational management."
MGMT 3330,Communicating in Business,3,"Development of interpersonal business communication skills in the following areas: group communication, written communication (collaborative writing and business letters, memorandums and reports), oral communication (business presentations, meetings and interviews), and listening. The following topics are also addressed: international communication and electronic communication technology."
MGMT 3310,Digital Entrepreneurship,3,"Digital entrepreneurship provides an overall understanding on emerging technologies and their role on the entrepreneurial startups. This class provides an overview of digital tools, that will enhance student skills to adapt to the changing nature of careers due to environment disruption, how to develop new products, and services using internet and digital technologies."
PHYS 2240,Electricity and Magnetism Lab,1,Laboratory to accompany PHYS 2220. Basic laboratory experiments supporting principles presented in PHYS 2220.
PSCI 3340,"Rights, Opportunities and Social Justice",3,An examination of movement and protest politics through the African American civil rights movements and the emergence of modern social justice movements in Dallas and national political settings.
PSCI 3350,Minority Politics and Political Behavior,3,"An examination of how political behavior in the United States is changing as the transformation to a majority-minority polity creates debates about citizenship, political participation and representation."
PSCI 3330,Introduction to Public Administration,3,"Examines the theory and practice of the administration and management of governmental operations and bureaucracy, politics, and policy. Legal and historical dynamics of public administration will also be explored."
PSCI 3320,Democratic Theory,3,"The evolution of theories of democracy, republicanism, equality and their alternatives and the application of these concepts to governance and problem-solving in modern democracies."
PSCI 3301,Introduction to Public Policy,3,"This course introduces the concepts and processes of public policy formulation, implementation and reform. Institutions, actors, theories, and evaluation methods in the policy making process are explored in their application to different policy areas."
PSCI 3210,The U.S. Supreme Court,3,
PSCI 3300,International Relations,3,"Alternative theories of the observed behavior of nation states, international and transnational organizations and multinational actors, with explorations of the use of cooperation and coercion to resolve conflicts."
PSCI 3200,The American Legal System,3,Institutions and processes; courts and judicial behavior.
PSCI 3160,Mass Media in American Politics,3,"Mass media’s impact upon the political process, institutions and the individual."
PSCI 3130,Interest Groups,3,"The theory, development, types, operations and effectiveness of interest groups in American politics."
PSCI 3120,Women and Politics,3,"Explores aspects of women’s political, legal and economic lives in which gender intersects with government; provides overview of issues and important concepts, events and movements concerning them."
PSCI 3110,The Legislative Process,3,"Legislative behavior, representation, selection of legislators, organization and procedures; relationships to other branches of government."
PSCI 3100,Topics in American Government,3,"Major areas of research and controversy in American politics. Representative topics include political campaigning, minority group politics, and science fiction and politics. May be repeated for credit as topics vary."
PSCI 2307,Introduction to Political Science Research Methods,3,"An introduction for political science majors to the scope, logic and methods of political science research. The course familiarizes students with the appropriate uses of qualitative and quantitative methods."
PSCI 2304,Introduction to Political Science,3,"An introduction to the theoretical and behavioral aspects of political science, including public opinion and preferences, electoral systems and behavior, policy inputs and outputs, governance and institutional design."
PSCI 1040,American Government: Laws and Institutions,3,"U.S. and Texas constitutions, federalism, local government, institutions, civil rights and civil liberties. Satisfies legislative requirement of a course emphasizing U.S. and Texas constitutions. PSCI 1040 must be taken to satisfy the requirement of a course emphasizing U.S. and Texas constitutions."
PSCI 1050,American Government: Process and Policies,3,"Political parties, elections, interest groups, mass media, public opinion and public policy."
PHYS 2220,Electricity and Magnetism,3,"Electric and magnetic fields, circuits, wave optics and elementary quantum physics."
PHYS 1730,Mechanics Lab,1,Laboratory to accompany PHYS 1710. Basic laboratory experiments supporting principles presented in PHYS 1710.
PSCI 3360,Comparative Courts,3,"An introduction to the various democratic, democratizing, authoritarian and religious judicial systems used by nations around the world. The course examines the impact of judicial systems on human and constitutional rights."
PSYC 3490,Psychology of Women,3,
EDRE 4450,"Reading and Writing, Birth through Grade 6",3,"Examines theoretical and practical aspects of emergent literacy. The course focuses on practices that foster motivated, strategic readers and writers. Emphasizes development of early language and pre-literacy skills, common school literacy practices, parental/social influences and affective elements related to early reading. Includes required field experience to be completed independently with an elementary student."
PBHL 4900,Special Problems,1-3,Individual and group research projects on a wide range of public health-related topics. The research projects that satisfy the course are based on a common interest in a topic between the student and the faculty sponsor. Students must contact the faculty sponsors to identify a research topic and project scope to ensure that the goals are reasonable and attainable.
EDRE 4360,Content Area Reading in Secondary Schools,3,
