code,title,credit,description
ARTP 296,Foundation Portfolio Review,0,"The course will require students to document and submit a portfolio of work completed in the core studio courses (ARTS 101, 102, and 104). A reflective statement in which the student objectively evaluates his or her visual work will accompany the portfolio and will also be evaluated. While all students will receive qualitative feedback, students wishing to enroll as BFA degree candidates must receive an overall score of 12 or better on an overall scale of 16 possible points. Students will be evaluated as “satisfactory” if they submit a portfolio, and will be evaluated as “unsatisfactory” if they fail to do so."
ACCT 450,Occupational Fraud,3,"This course increases the student’s ability to better understand what occupational fraud is and how it is committed, prevented, and resolved. This course is concerned with examining the three main categories of occupational fraud: asset misappropriation, corruption, and the issuance of misleading financial statements. During the semester, the student will learn various prevention, detection, and investigation strategies used in fighting fraud."
ACCT 415,Auditing Theory and Practice,3,"Auditing with emphasis on standards, scope of audits, workpapers, audit reports, ethics, and an emphasis on concepts which enable the student to understand the philosophy and environment of auditing."
ACCT 439,Accounting Internship,3-6,A written report and a weekly journal are required of the student and a written evaluation by the employer must be made to the supervising University professor.
ARTP 170,Introduction to the Visual Arts,2,"An introductory examination of issues, ideas, and contemporary practices in the visual arts."
ARTH 486,Curatorial Practices II,3,"Students in this course will plan, develop, and execute art exhibitions. This course utilizes experiential and hands on techniques to give students an opportunity to curate, install, and market a public art exhibition."
ARTH 489,Topics in African Art,3,Open to graduate students. Graduate students are required to do additional work of a research nature.
ARTH 485,Individual Study in Art History and Art Criticism,1-6,Consent of instructor. Completion of ARTH 271 and 272 or completion of ARTH 273
ARTH 479 - Modern Art: 1900,1970,3,Open to graduate students. Graduate students are required to do additional work of a research nature.
ARTH 483,Graphic Design History,3,Open to graduate students. Graduate students are required to do additional work of a research nature.
ARTH 481,Curatorial Practices,3,"Curatorial Practices will introduce students to the basics of curating, planning, and installing art exhibitions, and managing an art collection."
ARTH 478,Art of the Nineteenth Century,3,"Western art from the French Revolution to the Post-Impressionists. Classicism, Romanticism, revival styles, Realism, and Impressionist art are included."
ARTH 475,Baroque and Rococo Art,3,"Baroque style in Italy, Holland, Flanders, Germany, France, England, and Spain. Concentration will be on a particular area or movement and will vary from year to year."
ARTH 472,Early Medieval Art,3,"European architecture, sculpture, and painting (especially manuscript illumination) of the early Christian, Carolingian, and pre-Romanesque eras."
ARTH 474A,Italian Renaissance Art,3,"Painting, sculpture, and architecture in Italy from the fourteenth to the late fifteenth century. Historical, political, and humanistic influences are covered."
ARTH 388,Introduction to African Art,3,"This course will introduce students to the multi-faceted arts of Africa, from traditional forms to contemporary artistic manifestations. Students will be introduced to the broad spectrum of works, issues, practices, and belief systems which are often radically different from those with which they are familiar but which challenge their perception of the visual arts and their definition of aesthetics."
AVT 323,Air Traffic Control Systems,3,"This course includes basic traffic control procedures and phraseology. Areas covered include a description of the National Airway System including centers, approach control, towers, and flight service stations. Also included are controller responsibilities and techniques, current equipment familiarization, and aircraft control adjustments."
AVT 325,Crew Resource Management,3,"A study of crew resource management techniques designed for pilots and cabin crew of multi-crew operations as well as dispatchers, mechanics, and air traffic control personnel. The course covers the theoretical aspects of modern crew resource management training with relevant references to, and examination of, human factor related aviation incidents and accidents."
AVT 317,Technically Advanced Aircraft,3,"Students will learn the principles of operation of a technically advanced aircraft. Topics discussed include area system operation and architecture, Area Navigation (RNAV), navigational performance, and the derivation of navigation and performance data."
AVT 314,Aircraft Maintenance for Pilots,3,"An introduction to the pilot’s responsibilities regarding aircraft maintenance and inspections in addition to training on pilot-performed maintenance procedures allowed by federal regulations. Class involves significant experiential learning in areas such as safety wire techniques, nonstructural sheet metal repair, composite repair, hydraulic servicing, painting, battery servicing, etc."
AVT 309,Aviation Security and Emergency Planning,3,"This course provides the student with an in-depth understanding of the technology, regulations, and multi-layered security systems that fall under the broad heading of aviation security. Also included is the development of an airport emergency response plan."
AVT 311,Aircraft Systems II,3,"Continuation of the systems found on reciprocating and turbine powered aircraft. Topics will include hydraulic and pneumatic systems, Auxiliary Power Units (APU) and Ground Power Units (GPU), landing gear, brakes, environmental control, ice and rain protection, fire protection, aircraft turbine engines, advanced flight controls, and high-speed aerodynamics."
AVT 307,Airport Operations,3,"The planning, development, and operation of a modern airport including airport systems, federal and state regulations, environmental policy, operational safety, maintenance, and public relations."
AVT 305,Air Transportation,3,"Development of air transportation facilities; state and federal regulations; DOT, FAA, and NTSB organizations; organization of commercial air transportation to include air carrier management, marketing, and pricing procedures."
AVT 301,Aviation History,3,"The highlights, key events, and technological advancements of the aviation industry. The historic coverage concentrates on the human effort to fly within the earth’s atmosphere and beyond."
AVT 244,Instrument Flight II,1,Students must enroll in this course while pursuing the instrument rating.
AVT 243L,Instrument Ground Training Lab,1,Students learn how to operate and interface with aircraft advanced navigational equipment.
AVT 223,Aviation Weather Services,3,"An introduction to aviation meteorology and the aviation weather service program. Course includes: basic meteorology, atmospheric circulations, weather systems and hazards, the National Weather Service, Flight Service Station, and the analyzing and interpreting of teletype reports and charts."
AVT 243,Instrument Pilot Ground Training,3,"An introduction to flight under IFR conditions. Course includes basic instrument flying, flight instruments, IFR charts and approach plates, IFR regulations and procedures, ATC clearances, and IFR flight planning."
AVT 242,Instrument Flight I,1,Students must enroll in this course while pursuing the instrument rating.
AVT 211,Aircraft Systems I,3,"An introduction to the systems commonly found on reciprocating engine aircraft. Topics discussed include powerplants (including turbochargers and superchargers), fuel systems, electrical systems, propellers, mechanical flight controls, low speed aerodynamics, and maintenance procedures (including airworthiness directives, airframe and powerplant maintenance logbooks, and required maintenance inspections)."
AVT 205,General Aviation Operations,3,"The organization and operation of small airport aviation facilities are discussed. Included are flight line operations, aircraft maintenance, sales, administration, state and federal regulations, and community relations."
AVT 144,Private Pilot Flight II,1,Students must enroll in this course while pursuing the private pilot certificate.
AVT 143,Introduction to the Flight Environment,1,An introduction to the Indiana State University flight training program for non-Professional Aviation Flight Technology majors. This course will include elements of driving and aircraft simulation.
AVT 142,Private Pilot Flight I,1,"Students must enroll in this course while pursuing the Private Pilot Certificate. Flight Instruction Fees: Ground Instruction and Flight Fees $9,103.00 Course Completion: Successful completion of Stage I of the Private Pilot Syllabus."
AVT 140,Private Pilot Ground Training,5,"The ground school knowledge required for certification as a private pilot with an airplane single engine land rating. Topics include aerodynamics, aircraft systems, performance, weight and balance, physiology, regulations, cross country planning, weather, and decision making skills."
BIO 455,Humans and the World Environment,3,"Lectures and discussions on the history, principles, practice, and philosophy of the human relationship with the environment."
BIO 454,Animal Behavior,3,"Introduction to the comparative study of animal behavior from psychological, ecological, and evolutionary perspectives. Prior study in experimental approaches to behavior and/or zoology is recommended."
BIO 450,Advanced Ecology,3,"An examination of advanced topics and issues in ecology, including levels of selection, models of population growth and regulation, multi-species interaction, niche theory, and community ecology."
BIO 458,Wildlife Management,2,"The ecological relationship of the biological characteristics, population, dynamics, habitat requirement, and management of important wildlife species."
BIO 447,Comparative Morphology of Vascular Plants,3,"Relationships of morphology, taxonomy, and experimental morphogenesis of vascular plants."
BIO 445,Plant Anatomy,3,An introductory observation-discussion course concerning the anatomical similarities and differences to be found in plants.
BIO 437,Plant Physiology,3,"Unique aspects of plant metabolism, such as water relations, mineral nutrition, photosynthesis, nitrogen metabolism, growth, and morphogenesis."
BIO 437L,Plant Physiology Laboratory,1,BIO 102; Successful completion of or concurrent enrollment in BIO 437.
BIO 434,Introduction to Neurobiology,3,"An introduction to basic principles and concepts in the biology of the nervous system, in particular the structures and functions of the brain and its relationship with drugs."
BIO 433,Reproductive Physiology,3,"An introduction to the anatomical, physiological, endocrinological, and clinical aspects of human reproduction."
BIO 431,General Endocrinology,3,"An introduction to the glands of internal secretion, including their structure, biochemistry, and physiology."
BIO 428L,Mammalogy Laboratory,1,Open to graduate students. Graduate students are required to do additional work of a research nature.
BIO 432,Vertebrate Physiology,3,The function of the various vertebrate organ systems with emphasis on functions as related to the adaptation and survival of organisms in their natural environments.
BIO 428,Mammalogy,2,Open to graduate students. Graduate students are required to do additional work of a research nature.
BIO 427L,Plant Taxonomy Laboratory,1,Open to graduate students. Graduate students are required to do additional work of a research nature.
BIO 427,Plant Taxonomy,2,"Principles of taxonomy, evolution, and phylogeny. Emphasis on the variation within the relationships among selected orders and families of vascular plants represented in the Indiana flora."
BIO 426L,Ornithology Laboratory,1,Open to graduate students. Graduate students are required to do additional work of a research nature.
BIO 425L,Herpetology Laboratory,1,Open to graduate students. Graduate students are required to do additional work of a research nature.
BIO 425,Herpetology,2,"Lectures, laboratory, and field studies on reptiles and amphibians, including their classification, evolution, ecology, and methods of study."
BIO 426,Ornithology,3,Open to graduate students. Graduate students are required to do additional work of a research nature.
BIO 424L,Vertebrate Zoology Laboratory,2,Open to graduate students. Graduate students are required to do additional work of a research nature.
BIO 424,Vertebrate Zoology,2,"Principles of taxonomy and evolution as applied to vertebrates. Includes lectures, laboratories, and fieldwork on classification, identification, and behavior."
BIO 458L,Wildlife Management Laboratory,1,Open to graduate students. Graduate students are required to do additional work of a research nature.
CHEM 459 (B,G) - Topics in Organic Chemistry,1-3,"The study of a selected topic in organic chemistry. Examples include: synthesis, structure determination, heterocycles, polymers, and organometallics."
CHEM 452,Medicinal Chemistry,3,"A survey of topics at the interface of chemistry and medicine, including drug discovery and lead optimization, basic pharmacodynamics, enzymes/receptors, bioassays, quantitative structure-activity relationships (QSAR), and drug absorption, metabolism, distribution, and excretion (ADME.)"
CHEM 449,Topics in Inorganic Chemistry,1-3,"The study of a selected topic in inorganic chemistry. Examples include: organometallics, bioinorganic chemistry and main group element chemistry."
CHEM 450,Advanced Organic Chemistry,3,"The three fundamental aspects of organic chemistry structure, reactions, and mechanisms are discussed."
CHEM 439,Topics in Biochemistry,1-3,"The study of a selected topic in biochemistry. Examples include: enzyme kinetics, proteins, metabolism/biosynthetic routes, and techniques in biochemistry."
CHEM 432,Biochemistry II,3,"Open to graduate students. Graduate students are required to do additional work of a research nature. Unless otherwise stated, all chemistry courses require laboratory work."
CHEM 431L,Biochemistry Laboratory,1,Open to graduate students. Graduate students are required to do additional work of a research nature.
CHEM 421L,Analytical Chemistry II Laboratory,1,"CHEM 421L is the laboratory counterpart to CHEM 421. This course provides students practical hands-on experience with modern analytical instruments, their components, and applications."
CHEM 431,Biochemistry I,3,"Biochemistry of lipids, carbohydrates, proteins, nucleic acids, and enzymes, with emphasis on structure, function, and analysis."
CHEM 421,Analytical Chemistry II,3,A continuation of CHEM 321. This course is a comprehensive study of the fundamental principles and applications of modern instrument-based analytical chemistry.
CHEM 405,Senior Capstone Seminar in Chemistry,1,"A culminating experience in chemistry. The course includes a significant independent literature research project on a specific and focused sub-discipline within the chemical sciences. The course requires the student to give multiple presentations on this topic progressing in focus and scientific depth, culminating with a formal presentation on the current state-of-the-art of the sub-discipline. Leading scientific journals and faculty at Indiana State University will be used as resources. Attendance at departmental seminars is required. Additional career-preparation and readiness assignments will also be undertaken."
CHEM 399,Introduction to Research Techniques in Chemistry,1-3,
CHEM 371,Environmental Chemistry,3,
CHEM 381,Computational Chemistry,3,"Practical applications of computational chemistry methods for calculating molecular structure, properties, and reaction pathways that complement experimental investigations. Training includes Unix- and web-based experience with advanced electronic structure programs on high-performance computing resources."
CHEM 355,Organic Chemistry Laboratory Techniques,2,"A series of laboratory experiments illustrating advanced techniques and concepts in organic synthesis. Topics include air-moisture sensitive reactions, analytical and preparative chromatography, advanced characterization methods, stereoselective synthesis, structure elucidation using spectroscopy, and searching the organic chemical literature."
CHEM 352,Organic Chemistry II,3,"Unless otherwise stated, all chemistry courses require laboratory work."
CHEM 352L,Organic Chemistry Laboratory II,1,"Unless otherwise stated, all chemistry courses require laboratory work."
CHEM 351L,Organic Chemistry Laboratory I,1,"A three-hour laboratory in which basic organic chemistry laboratory procedures and techniques, including some instrumentation, are used."
CHEM 351,Organic Chemistry I,3,"Unless otherwise stated, all chemistry courses require laboratory work."
CHEM 341,Inorganic Chemistry,3,"An introduction to theoretical principles and descriptive chemistry of the elements and inorganic compounds. Course includes electronic structure of elements, bonding theories, acids and bases, redox chemistry, solids, and chemical reactions with an emphasis on transition metals."
CHEM 461,Physical Chemistry I,4,"Topics include chemical thermodynamics (laws of thermoynamics, criteria for spontaneous change, phase equilibrium, chemical equilibrium, and behavior of ideal and non-ideal pure substances and mixtures) and chemical kinetics."
COMM 270,Photojournalism,3,This course analyses the role of photojournalism and the photoessay as part of a mediated society. Students explore the practice and theory by composing newsworthy images for print and digital media.
COMM 472,Social Media Management,3,"This course is dedicated to exploring the new emerging technologies and mediums influencing business, marketing, public relations, and advertising practices and research. This course provides practical knowledge and analytical skills necessary to create, evaluate, and execute social media and mobile campaigns."
COMM 470,Public Campaigns,3,"Principles of campaign development including theory that explores behaviors, attitudes, values, and the role of communication campaigns in motivating cognitive processing and determining change. Study and evaluation of past and present communication campaigns and diverse campaign tactics as they occur in diverse media. Completion of a theory-driven communication campaign is required."
COMM 468,Media Theory,3,
COMM 466,Contemporary Issues in Public Relations,3,"Course focuses on current issues in corporate, government, and nonprofit public relations from theoretical, practical, and ethical perspectives. Keeping abreast of current issues in public relations including crisis communication, the course will focus on daily news sources, such as newspapers, television news shows, radio, magazines, and the Internet."
COMM 464,Individual Project in Communication,3,"Students design and complete a project under the guidance of a department faculty member. Students may pursue a traditional research-production/publication project or work as a Media Assistant, Research Assistant, or Teaching Assistant. Students will submit a contract approved by the supervising faculty member specifying the work to be completed."
COMM 457,Multimedia Production IV,3,"Students will engage in hands-on multimedia and/or media management experiences. Students may work together and independently on sophisticated production projects, serve as peer leaders in lower-level multimedia production courses, work closely with professional, campus, community media production projects or agencies. Open only to students with demonstrated advanced competency."
COMM 458,Global Media,3,"Course examines the globalization of media ownership and its impact on content, culture, politics, and its implications for local economies and audiences."
COMM 459,Communication Law,3,
COMM 455,Organizational Communication,3,
COMM 428,Media and Identity,3,"A study of the constitutive and representative relationships between media and identity. The course provides an overview of the media’s role in identity group formation, the representation of identity politics, and the role of stereotypes in American media."
COMM 423,Video Editing,3,This course involves students in the theoretical and practical work of digital editing in a multimedia environment.
COMM 433,Media Criticism,3,This course provides students with multiple methods of media criticism. Students are expected to engage in media criticism over media content.
COMM 422,Community Journalism,3,This course examines how various communities use media technology as a democratizing and storytelling tool. The course requires a final project that involves students as journalists working with stories in local underrepresented and special needs communities.
COMM 409,Reporting II,3,Course focuses on advanced journalistic reporting with an emphasis on longform feature writing. Students will report and produce an in-depth multimedia package using longform journalism.
COMM 421,Investigative Journalism,3,"This course uses computer-assisted reporting techniques, databases, and statistical concepts to construct in-depth public interest stories. The course will culminate in an investigative reporting piece that each student will pursue using the techniques learned in class."
COMM 414,Special Topics,3,Course engages students in an advanced exploration of a specialized topic or project based on current and emergent communication trends or events. Specific course topic will be listed when course is scheduled.
COMM 420,Multimedia Production III,3,
COMM 390,PR Writing,3,"This course emphasizes the strategies and techniques of public relations writing, with a focus on preparation and dissemination of a variety of formats and media (traditional, digital, and social media). Students will practice effective PR Writing and develop a portfolio that includes press releases, media advisories, public service announcements, broadcast news releases, story pitches, speechwriting, brochures and newsletters, and other public writing."
COMM 388,Sport Communication,3,"An introduction to communication in sport contexts, including the basics of communicating across various media platforms, communicating sports information in public relations, as well as ethical considerations for the role of sport communication specialist. This course explores communication in sport contexts, including: sports media, sports fans, sports gaming, and many others."
CSS 323,Transportation Systems Security,3,"Focus on organizational risks through an examination of air, sea and land transportation systems. Acquisition and analysis of information necessary to support decision-makers in the protection of assets and allocation of security resources is reviewed. Risk management process, asset identification, threat and vulnerability identification and assessment, and cost-benefit analysis are examined."
CSS 331,Files and Database Systems,3,"This course introduces the concepts and tools surrounding persistent data storage. It covers the physical construction of storage devices, the implementation of file-systems and files, and database design and terminology with an emphasis on implementation in the real world"
CSS 332,Information Systems Security,3,"This course focuses on the foundation for the study of cybersecurity and information systems security. The course centers around the domains comprising the Information Security (InfoSec)Common Body of Knowledge (CBK) from the International Information Systems Security Certification Consortium (ISC2). Students will learn the security and risk management, asset security, security architecture and engineering, communications and network security, identity and access management, security assessment and testing, security operations, and software development security. This course is designed to prepare students for ISC2 Systems Security Certified Practitioner(SSCP)/Certified Information Systems Security Professional (CISSP)certification exams."
CSS 322,Border and Coastal Security,3,"Focus on organizational risks through an examination of air, sea and land transportation systems. Acquisition and analysis of information necessary to support decision-makers in the protection of assets and allocation of security resources is reviewed. Risk management process, asset identification, threat and vulnerability identification and assessment, and cost-benefit analysis are examined."
CSS 330,Introduction to Security and Risk Analysis,3,"This course is intended validate knowledge and understanding of security and risk through a hands on approach. The course will provide students with the knowledge and skills required to identify risk, to participate in risk mitigation activities, and to provide infrastructure, application, information, and operational security. In addition, students will be able to apply security controls to maintain confidentiality, integrity, and availability, identify appropriate technologies and products, troubleshoot security events and incidents, and operate with an awareness of applicable policies, laws, and regulations reviews all areas of information security including systems security, network infrastructure, access control, assessments and audits, cryptography and organizational security. In addition, the course provides you with in-depth coverage of risk identification, IT risk assessment, risk response mitigation, and risk and control monitoring and reporting. IT and enterprise risk management is key to an organization’s operations and strategy. This course is designed to prepare students for CompTIA Security + and ISACA Certified in Risk and Information Systems Control (CRISC) certification exams."
CSS 312,Advanced Digital Forensics,3,"This class is designed to provide the necessary skills to perform an effective digital forensics investigation. The course presents a methodological approach to computer forensics including searching and seizing, chain-of-custody, acquisition, preservation, analysis and reporting of digital evidence. It is a comprehensive course covering major forensic investigation scenarios that enables students to acquire necessary hands-on experience on various forensic investigation techniques and standard forensic tools necessary to successfully carryout a computer forensic investigation leading to prosecution of perpetrators. This course is designed to prepare students for the EC-Council Certified Hacking Forensic Investigator (CHFI)."
CSS 321,School and Campus Security,3,"This course explores risk management and emergency management protocols, the threat assessment process, crisis and recovery measures in school settings. It explores preparedness for managing every day security issues in schools while planning for high impact scenarios such as terrorism and active shooter/ mass casualty incidents."
CSS 310,Cyber Crime Investigation,3,"An in-depth study of the theory and practice of digital forensics. This course focuses on advanced concepts and techniques in cybercrime environment of digital forensics analysis including . It introduces students to more applied concentrations of discovering, recovering, preserving, and analyzing volatile and nonvolatile information from digital devices. Topics include computer forensics (Mac OS, Windows, and Linux), network forensics, host forensics, mobile forensics, and other types of digital forensics. This hands-on course introduces you to setting up a virtual machine with VirtualBox and installing an operating system with Windows and Ubuntu to perform labs in a secure environment. Students will also learn a variety of digital forensic tools such at AccessData Forensic Toolkit Imager (FTK), Passmark OSForensics, Sleuthkit Autopsy, X-Ways WinHex, and many more."
CSS 236,Mobile Forensics,3,"This course is a continuation of Computer Forensics and introduces mobile device forensics and other Internet of Things forensics because computer forensics investigators no longer simply rely on traditional computers as sources of evidence. Incriminating evidence can be found on cell phones, smartphones, PDAs, cameras and even game systems. Students will learn methods of evidence extraction from the mobile devices and how these devices should be handled and analyzed. Students will get familiarized with mobile devices such Apple and Android and technology used by carriers. Students will identify data that can be retrieved from mobile devices. Hands-on Lab sessions with actual iPhone, iPad, android phones and tablets will allow students to analyze phones, flash memory and SIM cards. Students will also learn about recovering deleted SMS text messages and call logs. The course teaches students how to use Paraben E:3 Universal and prepares students to become a Paraben Certified Computer Operator (P2CO) and Mobile Operator (DSMO)."
CSS 235,Computer Forensics,3,"This hands-on introductory course in computer and digital forensics introduces students to a computer-based investigation and the detection and prevention of cybercrime involving digital devices. This course introduces students to the collection, preservation, presentation and preparation of computer based evidence for the purposes of criminal law enforcement or civil litigation. These activities define the central roles of computer forensic practitioners involved in investigating computer crime scenes and torts involving computers. The course will provide an overview of digital forensics to aid the student in understanding the process of data creation, recovery, and analysis and the benefits of that knowledge during a digital forensic engagement. The course will allow students to gain an understanding of working with investigations related to data forensics, emails, internet/web forensics, mobile devices, networks, etc. Also covered will be the topics of the litigation process including pre-trial, the day in court, and aspects of testifying as a computer forensics expert. The course teaches students how to use Magnet Axiom Cyber and prepares students for Magnet Certified Forensics Examiner (MCFE)."
CSS 223,Introduction to Loss Prevention,3,"This course covers issues related to internal and external theft that affect all private and public operations, with focus on retail businesses. Examines and evaluates major loss prevention programs used by security operations, with primary focus on retail security."
CSS 221,Introduction to Security Management,3,"An introductory course designed to familiarize students with the security profession and measures. Emphasis is placed on security industry terminology. Topics include privatization of public safety, use of technology and physical security, contract and proprietary security, executive protection, special event security, access control, integrated security systems, and assessing organizational vulnerabilities."
CSS 222,Introduction to Private Security,3,"This course will cover the development, role, responsibility, limitations and liabilities of the private security industry in the contemporary society. It covers describing the relationship between private security professionals, law enforcement and representatives of the legal system."
CSS 211,Introduction to Computer Security,3,"This course focuses on the foundation for the study of computer system security. The course centers around the domains comprising the information security common body of knowledge. Students will learn the security management practices as well as security architecture and models, security laws, and investigations. Specific topics may include authentication, access control, cryptography, programs and programming, the web, operating systems, networks, databases, cloud computing, privacy, management and incidents, legal issues and ethics, emerging topics."
CSS 210,Introduction to Networking,3,"Topics include network types and communication models, hardware components, applications, protocols, standards, internetworking and routing concepts, OSI Model, TCP/IP, LAN, WAN networking technologies, computer networks and the internet, application layer, transport layer, network layer, link layer, wireless and mobile networks, security in computer networks."
CSS 131,Cyber Fundamentals II,3,"In this course, you will learn cybersecurity fundamentals such as cybersecurity concepts, security architecture principles, security of networks, systems, applications, and data, incident response and security implications and adoption of evolving technology. Furthermore, you will also learn to troubleshoot, configure, and manage common network wireless and wired devices, establish basic network design and connectivity, understand and maintain network documentation, identify network limitations and weaknesses, and implement network security, standards, and protocols. You will have a basic understanding of emerging technologies including unified communications, mobile, cloud, and virtualization technologies. Upon course completion, students should be able to troubleshoot, configure, and manage networks. This course is designed to prepare students for ISACA Cybersecurity Fundamentals Certificate and CompTIA Net+ certification."
CSS 333,Multimedia Forensics,3,"This course prepares students to conduct digital forensic examinations on multimedia evidence, specifically images, videos and audio files. The course builds student knowledge from the basics of multimedia types to being able to recognize anomalies in the files and identify file creation attributes. Students will learn how to examine multimedia files manually and through automated processes utilized by digital forensic tools. Students will prepare written reports outlining their findings of analysis, in a professionally acceptable manner, pursuant to administrative, civil and criminal legal proceedings"
CSS 130,Cyber Fundamentals I,3,"In this introductory course, you will learn information technology concepts and terminology, infrastructure, applications and software, software development, database fundamentals, and security. In addition, you will also learn the fundamental concepts of computer systems architecture including the CPU, memory, computer Input and Output, operating systems and file management. Furthermore, you will gain an understanding of how computer systems architecture can be implemented and properly maintained to support the needs of an organization. Topics covered include mobile devices, networking technology, hardware, virtualization, cloud computing, network troubleshooting, IT security fundamentals, software troubleshooting, and operational procedures. Upon completion, students should be able to provide customer support to properly diagnose, troubleshoot, install, configure, and maintain PCs, mobile devices, and software as well as properly diagnose, troubleshoot, install, configure, and maintain PC operating systems and software. This course is designed to prepare students for CompTIA ITF and A+ certification."
ECT 403,Practical Digital Logic Design,3,"Introduces the Hardware Description Language (HDL) for developing, verifying, and synthesizing designs of digital circuits. CAE tools are used to design circuits for Application Specific Integrated Circuits (ASICs) and/or Field Programmable Gate Array (FPGA) implementation."
ECT 401,Data Communications and Internet Technology,3,"Introduces fundamentals for delivering information from a source through a medium to a destination. Students study data communications hardware, software components, and methodologies in networking and the Internet."
