code,title,credit,description
CUL 170,Culinary Nutrition,2,"This course focuses on the nutritional principles used by food service professionals to evaluate and modify menus and recipes, and to respond to critical questions and the dietary needs of customers. Topics include essential and non-essential nutrients, the study of balanced cooking and menus, and handling special nutrition requests of restaurant and hotel guests. This course is valuable for students in culinary arts and hospitality management, as well as practicing culinary arts and hospitality management professionals. The content can benefit every employee and offers a training platform for future managers."
CUL 140,Introduction to Baking,3,"Students are introduced to the basic techniques of baking. Students learn each step in the process of bread making, including the science of bread production, the measuring of ingredients and the proper evaluation of recipes. Techniques on the preparation of quick breads and pastries commonly produced in small bakeries and restaurants are introduced. Proper chef attire is required to be admitted into the laboratory."
CUL 101,,,"This course introduces public health problems that relate to the hospitality industry. Topics include disease transmission through improper food handling, and cooking and safety regulations. The final exam for this course includes the National ServSafe test."
CUL 124,Continental Cuisine,3,"Students are exposed to various cuisines from around the world. They explore cuisine from cultural, geographical, religious and historical perspectives. Regions explored include Spain, Turkey, Greece, Crete, Scandinavia, Russia, Italy, France, Germany, Austria, Switzerland and the British Isles. Proper chef attire is required to be admitted into the laboratory."
CMJ 265,Critical Issues in Corrections,3,"This course focuses on current issues facing corrections in contemporary American society, such as mental illness, individuals with developmental disabilities, substance abuse and the impact of female offenders in prison. The purpose of this course is to provide the correctional officer with the knowledge and skills necessary to interact with inmates who have special needs. This course provides a practical and theoretical basis for the correctional officer to interact with these inmates with understanding, compassion and safety for the officer as well as the inmate."
CUL 122,American Regional Cuisine,3,Students are introduced to American regional cuisine. The emphasis is on dishes that are prepared in area restaurants. Cuisines covered in this course reflect foods commonly identified with culinary regions throughout the U.S. Proper chef attire is required to be admitted into the laboratory.
CMJ 260,Criminal Justice Field Experience,2,"In order to obtain an actual training experience, the student secures or is placed in an approved position relevant to his or her area of emphasis. The student is required to develop, in cooperation with the instructor and field supervisor, a learning contract for the field experience. Supervision and grading of the training experience are provided by both the instructor and the field supervisor."
CUL 102,Principles of Food Preparation,3,"This course is designed to introduce the student to the basic principles of food preparation in commercial operations. Topics include kitchen safety, the care and use of equipment, the use of standard recipes, food service and the preparation of foods used in commercial food operations. Emphasis is placed on the basic food preparation of entrees, starches, vegetables, salads, soups, desserts and appetizers. Proper chef attire is required to be admitted into the laboratory."
CMJ 256,Crime Scene Investigation,3,"This course provides a practical hands-on approach to evidence identification, documentation, collection and handling, from the crime scene to the crime laboratory to presentation in court. This course includes laboratory study designed to reinforce important forensic and investigative skills."
CMJ 252,Traffic and Public Safety,3,This course is designed to explore the limitations and problems that confront police officers in the performance of their duties as part of the total highway safety effort. Students are introduced to the responsibilities of the police in traffic service. Alcohol enforcement and officer survival are emphasized.
CMJ 251,Criminal Investigation,3,"This course covers the fundamental principles and procedures employed in the investigation of a crime. Emphasis is placed on the investigation of specific crimes, the identification of sources of information and the procedures necessary for the proper handling of evidence. This course is designed to develop a working knowledge of the steps of investigation beginning with the initial security of the crime scene and concluding with the presentation of evidence and proper testimony in court. Laboratory experiences are designed to reinforce the material covered in class lectures."
CMJ 225,Juvenile Delinquency,3,"This course covers youthful crime; its volume, causes and trends. The prediction, prevention, treatment and control of juvenile delinquency by social control agencies is examined relative to social policies needed to reduce its incidence. The organization and procedures of the juvenile justice system are also explored."
CMJ 202,Preliminary Investigation and Reports,3,"This course acquaints students with the basic principles of preliminary investigation and the psychology of victims, complainants, witnesses and suspects. The basic purposes and principles of police reports, search and seizure warrants and various types of record systems are discussed. Practical exercises are required."
CMJ 250,Introduction to Criminology,3,"This course introduces the basic theories, fundamental facts and problems associated with the science of criminology, while providing a systematic basis for the study of criminals, and criminal behavior as it relates to the criminal justice system in America."
CMJ 161,Correctional Operations,3,"This course provides students with an understanding of the duties, authority, responsibilities and rights of the correctional officer. The history and philosophy of correctional practices and their effect on the contemporary officer are examined. Also covered are the basic organization and objectives of a correctional department."
CMJ 201,Evidence and Procedure,3,This course examines the principles and techniques of criminal procedure employed during trials to determine the admissibility of physical and testimonial evidence. An analysis of laws and court decisions related to admissibility is emphasized.
CMJ 155,Ethics in Criminal Justice,3,"This course examines the difficult decisions that criminal justice professionals make in an environment of competing interests. The decision making of criminal justice professionals can be impacted by ethical dilemmas. Emphasis is placed on addressing moral issues and concerns of our justice process in personal, social and criminal justice contexts."
HVA 110,Introduction to Heating Systems,3,"This course covers the basic concepts, major components and the operation of oil, natural gas and electric heating systems. Students explore servicing, testing and controls for forced air and radiant heating systems."
HVA 120,Air Conditioning Fundamentals,4,"This course is an introduction to the principles of air conditioning. Students explore basic heat transfer concepts and fundamentals, cooling fundamentals and human comfort conditions."
HUM 101,Introduction to the Arts,3,"This course provides an introduction to the basic elements, principles, processes, materials and inherent qualities of dance, music, theater and the visual arts, with a focus on experiential learning and creativity. Students are required, as a class, to create an integrative arts performance project. This course satisfies the general education arts and humanities requirement only for students enrolled in associate of arts in teaching programs."
HVA 101,Fundamentals of Refrigeration,3,"This course covers the refrigeration cycle, refrigerants, pressure temperature relationship and system components. Students are introduced to refrigeration theory, refrigeration cycles, metering devices, refrigeration components, and service tools and equipment."
HMR 265,HMR Capstone,3,"This course allows students to apply all of the knowledge they acquired in previous courses by performing practical scenarios. Areas of instruction include team building, effective communication, decision making, problem solving, financial analysis, customer service and menu design."
HMR 260,Hotel-Motel-Restaurant Field Experience,2,"In order to obtain an actual training experience, the student secures or is placed in an approved position relevant to his or her area of emphasis. The student is required to develop, in cooperation with the instructor and field supervisor, a learning contract for the field experience. Supervision and grading of the training experience are provided by both the instructor and the field supervisor."
HMR 258,Food Service Trends,2,"This course focuses on contemporary issues and trends in the food service indus­try. Topics include current trends such as demographic changes, online orders and food delivery, food waste, food labeling, genetically modified organisms (GMOs), frozen and canned foods, and technology."
HMR 256,Food and Beverage Management,3,"Students receive an overview of food and beverage operations and management. Topics include careers, equipment layout and decor, menu planning, management development, customer service, purchasing, receiving and storage."
HMR 235,Travel and Tourism,3,"This course introduces students to the travel and tourism industry. The focus is on destination travel, such as historic sites and sporting events, tourism management from the local to the international level and both private and public organizations that promote, manage and organize travel and tourism. This course also emphasizes the importance of cultural diversity, social and ecotourism, legal and ethical issues, and the political and economic components of tourism."
HMR 205,Purchasing and Cost Control,3,"This course includes the presentation of materials and managerial information needed for the operation of a hotel, motel or food establishment. It includes the study of purchasing functions, organization, policies and sources of supply, quality concepts, pricing, storekeeping and the forecasting of food, beverages and other supplies. Also offered are in-depth studies of various established cost control systems, focusing on the food and labor cost controls necessary for a profitable and economical operation."
HMR 250,Events and Meeting Management,3,"This course covers convention sales and management, facilitating customer success and relationships with other suppliers in the hospitality industry. Also covered are small group meetings, large convention exhibits and other special events."
HMR 154,Food Service Management,3,"This course is designed to familiarize the student with commercial restaurant operations. Topics include dining room service, buffet displays, planning banquets, modern management techniques and design considerations for restaurants."
HMR 101,Introduction to the Hospitality Industry,3,"This course offers an introduction to the hotel, motel and restaurant fields, as well as the basic principles and fundamental processes of management. The focus is on problems typically experienced at the supervisory level. Major areas of concentration include delegation, communication, motivating employees and leadership skills."
HMR 135,Introduction to Lodging Operations,3,"This course provides students with an in-depth analysis of the management of lodging properties, including an extensive examination of each department such as front desk, housekeeping, reservations, banquets, sales and marketing, engineering, food and beverage, and other interdependent departments within the lodging operation."
HIS 201,American History I,3,"This course covers the major economic, political, cultural and social factors that shaped the pattern of life in the U.S. from the 15th century through the Civil War and Reconstruction."
HIS 151HR,,,"This honors recitation builds on topics covered in HIS 151. Students use evidence to construct and evaluate plausible arguments, analyze points of view, context and bias, interpret primary source documents and assess issues of change and continuity over time. There is an additional interdisciplinary reading selection to this component of the course which includes works of both fiction and non-fiction. In order to receive honors credit, both the honors designated course and the honors recitation course must be successfully completed."
HIS 151,World Civilizations II,3,"This course covers major world civilizations from the Renaissance to the present, focusing on the political, social, economic and intellectual issues."
HIS 151H,"World Civilizations II, Honors",3,"This course covers major world civilizations from the Renaissance to the present, focusing on the political, social, economic and intellectual issues. In order to receive honors credit, both the honors designated course and the honors recitation course must be successfully completed. This course meets the requirements of HIS 151."
HIS 101,World Civilizations I,3,"This course covers major world civilizations from prehistoric times to the Renaissance, focusing on the political, social, economic and intellectual issues."
GEO 102,Human Geography,3,"This course offers an introduction to the basic concepts of human geography. The focus is on population distribution, economic development, urbanization, resource utilization and the human alteration of the natural environment."
GEO 101HR,,,"This honors recitation course builds on concepts covered in GEO 101 to explore, analyze and evaluate various contemporary topics. It prepares students to develop research skills, critical and creative thinking, data analysis, writing and oral communication and presentation of scientific information. In order to receive honors credit, both the honors designated course and the honors recitation course must be successfully completed."
GEO 101H,"Earth and Space Science, Honors",4,"This course offers an introduction to earth and space science. The focus is on the physical characteristics of the earth and its place in the solar system. The laboratory component is intended to develop skills of data acquisition, observation, interpretation and an understanding of earth system processes and features. In order to receive honors credit, both the honors designated course and the honors recitation course must be successfully completed. This course meets the requirements of GEO 101."
RDT 201,Radiation Protection and Radiobiology,2,"This course provides students with knowledge of the biologic processes that occur as a result of interaction with ionizing radiation. The fundamentals of radiation protection for personnel, patients and the public are discussed, including structural requirements, personnel monitoring, gonadal shielding and other factors that affect the amount of radiation exposure during diagnostic procedures."
RDT 154,Principles of Exposure II,3,". Image acquisition and processing techniques for digital radiography methods are discussed. Equipment characteristics and exposure technique selection affecting image receptor exposure, contrast and spatial resolution, and distortion, are reviewed. Parameters for selecting Automatic Exposure Control (AEC) techniques are explained."
RDT 155,Positioning and Clinical I,4,". It focuses on the proximal upper extremity, lower extremity and pelvic girdle radiographic exams. The clinical practicum component of the course provides students with practical experience in the functioning of the radiology department. Included are equipment manipulation, basic exposure technique selection, imaging acquisition factors and the development of fundamental patient care skills in diagnostic radiography. This course represents the beginning of the clinical competency program."
RDT 105,Introduction to Positioning,3,"This course provides students with the theoretical foundations and laboratory demonstrations necessary to develop the psychomotor skills that are essential for the achievement of routine diagnostic radiographs and those requiring supplementary views for patients at any stage of the life span. This course covers the essential anatomy and positioning used for radiography of the chest, abdomen and distal upper extremity. Concepts of mobile radiography are also introduced."
RDT 109,Radiologic Nursing Procedures,3,"In this course, students practice the basic nursing skills necessary in the field of radiologic technology. Aseptic techniques, infection control, emergency measures and vital signs are topics of instruction. In addition, ethics and law as they apply to the radiologic sciences are explained."
RDT 104,Principles of Exposure I,3,"This course includes the basic methods of X-ray production, image acquisition and various parameters affecting image quality. Beam attenuation characteristics and the interactions of ionizing radiation within the human body are explained. Fundamental components of digital imaging are reviewed."
RDT 101,Introduction to Radiologic Technology,2,"This course provides an introduction to the radiologic technology profession, reviews the imaging modalities and explains the ethical responsibilities of the radiologic technologist. This course also provides basic principles of radiation protection, radiographic exposure and image production. Medical terminology, abbreviations and symbols associated with human structure and function, and radiology, are studied."
PSY 253,Family Counseling: Theory and Techniques,3,"This course provides students with a fundamental introduction to intervention with families. Students are exposed to the counseling techniques, strategies and approaches aimed at working with families affected by chemical dependency. Topics include the assessment of families and relationships, the effects of substance abuse on the family and critical clinical issues commonly faced by these families. After completing this course, students should have proficient skills to employ in working with couples and families affected by addiction."
PSY 252,Abnormal Psychology,3,"This course provides an overview of the traditional and current views regarding the assessment and treatment of abnormal behavior. Topics include the classification, assessment, diagnosis and treatment of major psychological disorders."
PSY 251,Human Growth and Development,3,"This course focuses on human development as a multi-directional process that occurs through the life span. Students study the social, cognitive and personal influences that interact with the physical growth of human beings and result in the unique, though occasionally predictable, development of individuals."
PSY 201,Human Relations,3,"This course focuses on the study of human behavior. It is designed to help students grow personally and improve their interpersonal skills. Topics include human nature, personality types, stress and stress management, interpersonal communication, marriage, divorce, parenting, maladjustment and death."
PSY 202,Interviewing and Counseling Techniques,3,"The principles, techniques and problems of the major psychological theories of counseling are studied in this course. Applied practical experience is provided in both interviewing and counseling techniques."
PSY 152,Case Management,3,"This course focuses on the psychology of behavior management and on case management skills. Topics covered include screening, intake, orientation, assessment, treatment planning, counseling, case management, crisis intervention, client education, referral, record keeping and consultation, as well as ethics and confidentiality."
PSY 101,Introduction to Psychology,3,"The aim of this course is to provide students with a basic overview of psychology as a behavioral science and to help students develop a more comprehensive and accurate understanding of human behavior. Topics include psychology and development, cognitive processes, learning, intelligence, motivation and emotion, perception, personality, behavior and psychotherapy."
POL 101,American Government,3,"This course provides a comprehensive examination of the American political system focusing on the Constitution, presidency, Congress, Supreme Court, political parties, political behavior and the distribution of power within American society."
PTA 260,Clinical Practice II,4,"This is the first of two terminal clinical experience courses. It is a six-week supervised clinical assignment in a hospital, extended care facility, rehabilitation facility, specialty facility or outpatient facility. Students are expected to apply previously- learned didactic and clinical material to patient care and to demonstrate consistent weekly progress toward goals established for chart review, documentation, patient treatment, time management and staff interaction. Students are expected to make a verbal presentation to the staff at the host facility on a topic determined in conjunction with the clinical instructor."
PTA 270,Clinical Practice III,4,"This final clinical experience course is an eight-week assignment in a hospital, extended care facility, rehabilitation facility, specialty facility or outpatient facility. Students are expected to build on their prior knowledge and clinical experiences to progress to entry-level competence as physical therapist assistants. Students are expected to complete a service project for the host facility as agreed upon with the clinical instructor."
PTA 250,Advanced Issues,2,"This course is designed to integrate student didactic and clinical experiences with more advanced health care, patient care, and ethical and professional situations. Topics include licensing examination content, licensure requirements, professional development, job search skills and the foundations of community service."
PTA 240,Orthopedics for the PTA,4,"This course focuses on the study of musculoskeletal system physiology, anatomy, development and pathology across the lifespan. Students apply this knowledge to a variety of orthopedic diseases and conditions commonly encountered in physical therapy practice. Students are expected to apply appropriate data collection, treatment techniques and documentation skills to case studies involving patients with orthopedic pathologies. Students demonstrate the use of clinical reasoning skills in the safe application of treatment interventions."
SOC 101H,"Introduction to Sociology, Honors",3,"This course stresses the study of man in his social relationships. Topics include the patterns of culture, population, social institutions (familial, educational, religious, economic and political) and social change. In order to receive honors credit, both the honors designated course and the honors recitation course must be successfully completed. This course meets the requirements of SOC 101."
PTA 230,Special Populations,3,"This course focuses on physical therapy care for unique patient populations. Topics include special considerations, equipment and treatment techniques to meet the needs of these patients. Students demonstrate competency by applying learned information and techniques to various case studies involving special patient populations."
WLD 180,Welding Inspection and Testing,2,
WLD 154,Pipefitting and Welding,3,"This course continues with the development of welding skills for fitting and welding pipe joints, either ferrous or non-ferrous, using standard welding processes."
WLD 132,Inert Gas Welding,4,"This course covers preparing and adjusting equipment and fundamental techniques for welding ferrous metals using gas tungsten arc welding, also known as tungsten inert gas (TIG) welding."
WLD 117,Industrial Arc Welding,4,"This course covers arc welding processes for industrial purposes. Emphasis is on pipe beveling, carbon steel pipe and welding in 2G, 5G and 6G positions."
WLD 115,,,"This course covers reading, reviewing and interpreting technical drawing skills for welding applications. Topics include welding symbols and the applications of welding symbols for pipe fabrication. Students are introduced to basic sketching skills of piping symbols, single line and double line pipe drawings, material estimating, template layout and how templates are used with pipe layouts."
WLD 110,Arc Welding I,4,This course is a study of arc welding of ferrous and/or non-ferrous metals. Emphasis is on shielded metal arc welding and American Welding Society standards.
SDV 102,,,"This course exposes students to local cultural events, such as music performances, visual arts, creative verbal performances, scholarly verbal performances and theater performances. Students explore local cultural events by attending, writing about, reading about and discussing such events."
SDV 101,,,"This course is designed primarily for related field experience students, but the skills taught are necessary for all students who are preparing to enter the work force. Through various exercises and the use of electronic and traditional media, students are taught how to develop career goals. They are also challenged to realize their potential in their chosen fields and how to use this knowledge in the job-hunting process. Students are required to write a resume, cover letter, a field experience learning contract and other related assignments."
WLD 105,Gas and Arc Welding,3,"This course covers the basic principles and practices of oxyacetylene welding, cutting and electric arc welding. Emphasis is placed on utilizing fundamental position welding and safety procedures."
SDV 100,,,"This course is designed to introduce students to the information and habits that facilitate academic success at the college level. The course presents modules focusing on the expectations and realities of college responsibility; active learning and critical thinking skills; increasing motivation and decreasing stress; analyzing the syllabus, instructor and course; establishing a learning style; organizing and balancing family, work and school; improving study and note-taking skills, and test-taking strategies; advisement, registration and the college catalog; safety, student services and other administrative resources; rules, regulations and civility; and lifelong learning. Students who do not pass this course must take it again the following fall or spring term."
SPN 202,Intermediate Spanish II,3,", with an emphasis on the acquisition of advanced oral and written language skills through continued practice in reading, writing, listening and speaking."
SPN 201,Intermediate Spanish I,3,", this course completes a foundational series of coursework in the Spanish language. Covered are the final major grammatical structures of Spanish as well as increasingly abstract vocabulary themes, with continued practice in listening, speaking, reading and writing."
SOC 101HR,,,"This honors recitation builds on sociological topics addressed in SOC 101. Incorporating original research, students will explore social relationships among individuals, groups and the institutions they create. In order to receive honors credit, both the honors designated course and the honors recitation course must be successfully completed."
SPN 101,Fundamentals of Spanish I,3,"This course is an introduction to the Spanish language and Hispanic culture, with an emphasis on the acquisition of basic oral and written language skills through drills in grammar, vocabulary and communication. Designed for novice learners, this course is not for students who have completed two or more years of high school Spanish or for students who speak Spanish at home."
SOC 202,Prevention,3,"This course addresses the multidimensional aspects of drug abuse predisposition in an effort to delineate the factors related to prevention. It acknowledges that drug abuse is intertwined with problems such as violent crime, poor education, unemployment, inadequate housing and family dysfunction. This course investigates some prevention programs that consider various social, psychological, environmental and physical risk factors in their effort to combat the drug abuse problem."
SPN 102,Fundamentals of Spanish II,3,", with an emphasis on the acquisition of intermediate oral and written language skills through continued practice in reading, writing, listening and speaking."
SOC 101,Introduction to Sociology,3,"This course stresses the study of man in his social relationships. Topics include the patterns of culture, population, social institutions (familial, educational, religious, economic and political) and social change."
RDT 275,,,"This course provides a review of the concepts covered during the two-year program to help students prepare for the American Registry of Radiologic Technologists (ARRT) examination. The clinical practicum component of this course is the fifth in a series of five structured, sequential and competency-based assignments in a clinical setting. This course provides students with an opportunity to interact with patients and health care team members in a radiology department. Students continue to develop their radiographic positioning and equipment manipulation skills to master the knowledge and skills necessary to produce a diagnostic radiograph and practice radiation protection."
RDT 257,Introduction to Sectional Anatomy,2,"This course provides an introduction to the imaging of the head, neck, chest, abdomen and pelvic anatomical structures in the sagittal, transverse and coronal planes. This course uses images from computed tomography (CT) and magnetic resonance imaging (MRI) to develop cognitive ability in order for students to recognize anatomical structures in multiple dimensions. Course content is designed to provide entry-level radiography students with principles related to CT imaging."
RDT 255,,,". It focuses on radiographic positioning of the skull, facial bones, mandible and sinuses. In addition, this course includes the study of special imaging procedures, including angiography, arthrography, myelography, cholangiography and hysterosalpingography. Modified imaging procedures for trauma and mobile radiography are examined. The analysis of diagnostic radiography images is also covered. The clinical practicum component of this course provides students with supervised experience in performing routine radiographic examinations. This course includes a critical analysis of the radiograph from technical, anatomical and pathological standards. The clinical competency program is continued in this course."
RDT 258,Imaging Modalities,2,"This course includes the study of medical imaging modalities including radiation therapy, medical dosimetry, ultrasound, bone density, nuclear medicine, magnetic resonance, computed tomography and mammography."
RDT 210,Radiographic Pathology,2,This course is designed to introduce concepts related to disease and etiologic considerations with an emphasis on the radiographic appearance of disease and the impact on exposure factor selection.
RDT 215,Clinical Practicum III,2,"This course is the third in a series of five, providing structured, sequential and competency-based assignments in a clinical setting. In this clinical practicum, students continue the competency process, completing imaging exams on patients while supervised by licensed radiologic technologists. Students apply an understanding of radiographic positioning, equipment operation and radiation protection skills in clinical practice. Drug preparation, administration and identification of adverse drug-induced reactions are taught in this course."
RDT 211,Image Analysis,2,"This course introduces students to image analysis concepts. Students evaluate images according to positioning criteria, exposure technique selection and anatomical structures demonstrated for radiographic projections. Images are reviewed for equipment operation errors and presented artifacts obscuring pertinent anatomy. Students identify images requiring repeat exposures and explain corrective action necessary to produce diagnostic radiographs. Students self-evaluate images performed in the clinical practicum applying image analysis techniques."
RDT 205,Positioning and Clinical II,4,". It focuses on contrast studies of the abdomen. Radiography of the bony thorax and the vertebral column are reviewed. Students are provided with practical experience in the operations of a radiology department. The clinical practicum component of this course provides students with the opportunity to continue to develop radiographic positioning skills, equipment manipulation skills and the skills necessary to deal with radiology patients. The clinical competency program is continued in this course."
PTA 220,Clinical Practice I,2,"This course provides students with an opportunity to observe and participate in patient care, as directed by a clinical instructor. Students are placed in a clinical setting to begin to apply the knowledge, principles and techniques learned in the didactic portion of the curriculum while under the direct supervision of a licensed PT or PTA."
RDT 204,Principles of Exposure III,2,". Digital image acquisition, display and modification are covered. Specialized imaging techniques and equipment are reviewed. Analysis of the digital image is emphasized."
PTA 200,,,"This course covers a variety of issues related to professional behaviors, core values and the development of an entry-level professional PTA. Topics include the principles of teaching and learning for patient care, clinical problem solving, evidence- based practice, treatment plan interpretation and plan of care progression, American Physical Therapy Association (APTA) standards for practice, patient rights, federal and state regulations regarding PTAs, health care administration and professional development."
PTA 210,Neurology for the PTA,4,"This course focuses on the study of nervous system physiology, anatomy, development and pathology, as well as motor control and motor learning across the lifespan. These principles are applied to a variety of neurological diseases and conditions commonly encountered in physical therapy practice. Students are expected to apply appropriate data collection, treatment techniques and documentation skills to case studies involving patients with neurological pathologies. Students who complete this course can demonstrate the use of clinical reasoning skills in the safe application of treatment interventions."
PTA 160,Foundations of Therapeutic Exercise,2,"The purpose of this course is to provide the scientific basis and practical application of the therapeutic exercises used in physical therapy. Topics covered include physiology, biomechanics and expected outcomes from the use of therapeutic exercise. Application includes a demonstration of therapeutic exercises for various regions of the body."
PTA 180,Pathology for the PTA,2,"This course provides a basic overview of the etiology, diagnosis, treatment, prognosis and prevention of pathological diseases and conditions for different body systems. The focus is on the aspects of diseases and conditions that affect patient management and treatment in physical therapy. This course also includes a basic overview of the pharmacological interventions in health care that could be encountered by the PTA."
PTA 150,Therapeutic Procedures II,4,". It covers manual treatment techniques, gait training with and without assistive devices, adaptive and assistive equipment, transfers, bed mobility, balance, wheelchair mobility and the use of standard measurement tools for balance, mobility and gait. Topics also include activities of daily living (ADLs), instrumental activities of daily living (IADLs) and the impact of treatment techniques on the improvement of daily function."
PTA 140,Physical Agents,4,"This course is designed to provide the basic science, clinical reasoning and effective use of physical agents by the PTA under the direction and supervision of the physical therapist. Topics include scientific principles, precautions, indications and contraindications for use, and the assessment of patient response to applied agents. Students who complete this course can demonstrate the application of compression therapies, cryotherapy, superficial and deep thermal agents, electrotherapeutic agents, athermal agents, hydrotherapy, light agents, mechanical motion devices and traction. Competency will include the incorporation of prior learned principles of proper patient positioning and draping, and the proper documentation of delivery of applied agents."
PTA 110,Therapeutic Procedures I,5,"The purpose of this course is to provide students with the fundamental data collection skills necessary for the PTA. Topics include basic patient interaction skills, communication and data collection. Students who complete this course can demonstrate safety and competence in body mechanics, goniometry, manual muscle testing, anthropometric measurements, vital signs, patient positioning and draping, posture, pain scales, sensation testing and documentation."
PTA 120,Functional Anatomy and Biomechanics,3,". Topics include the biomechanical principles of human movement, tissue injury and repair, and how the neuromuscular and musculoskeletal systems relate to normal and abnormal function and disability. Students participate in both classroom and laboratory activities to promote competency in palpation, knowledge of the stages of tissue healing, joint structure and function, body mechanics, gait and locomotion, and posture."
PTA 130,Cardiopulmonary and Integumentary Issues,3,"The purpose of this course is to review the anatomy and function of the cardiopulmonary and integumentary systems and to apply that information to clinical care in physical therapy. Students examine pathologies commonly encountered as PTAs, their impact on function, and identify and incorporate treatment techniques that assist with the healing and/or function of the cardiopulmonary and integumentary systems. Topics include the impact of cardiovascular and pulmonary disease in society and the role of the PTA in education and intervention strategies in the community. In addition, students are educated on equipment and important factors when working with patients in a hospital setting. Students who complete this course can demonstrate safety and competency in wound care, sterile and isolation techniques, standard precautions, the use of topical agents for skin protection and repair, patient positioning, techniques to improve ventilation and drainage, and exercise and relaxation principles to improve cardiopulmonary function."
PTA 101,Physical Therapist Assisting,2,"This course introduces students to the profession of physical therapy and the role of the physical therapist assistant (PTA). Topics include the history of physical therapy, the evolution of the physical therapist assistant, the physical therapist/PTA relationship, the health care team, the current state of health care in America, and the ethical and professional characteristics of the PTA. In addition, students are introduced to reading and understanding physical therapy literature, the fundamentals of medical terminology, medical documentation and billing, and documentation standards in physical therapy."
PHY 243,Principles of Physics III,4,"This course is a continuation of PHY 142, a calculus-based physics course designed to give students a general knowledge of optics, relativity and modern physics."
PHY 122,General Physics II,4,"This is the second part of a two-semester algebra-based course designed to introduce students to electricity and magnetism, wave motion, optics and selected topics in modern physics."
PHY 142,Principles of Physics II,4,", a calculus-based course designed to give students a general knowledge of thermodynamics, electricity, magnetism and electromagnetic waves."
PHY 141,Principles of Physics I,4,"This is a calculus-based general physics course designed to give students a general knowledge of the principles of mechanics, conservation laws, gravitation, oscillations, waves and fluids."
