code,title,credits,description
4313,ADVANCED COST ACCOUNTING,3,"Prerequisite: ACCT-3313. Additional study in the development of cost and managerial 
accounting data for use in planning, control, and decision making by managers. The course 
includes the use of such tools as linear regression, simulation, and linear programming. It 
also covers capital budgeting, segment performance, and decision-making behavior under 
uncertainty. This course is normally offered in the summer semester."
4413,AUDITING,3,"Prerequisite: ACCT-3113. Preparation toward a professional accounting career as a 
Certified Public Accountant in examining and rendering professional opinions on the 
fairness of organizations’ financial statements. The course emphasizes the nature of 
auditing, internal control systems, auditing techniques and evidence, audit working papers 
and reports, and professional ethics and independence. This course is normally offered in 
the fall semester."
4423,ETHICS AND AUDITING CONCEPTS,3,"Prerequisite: ACCT-3113. The course is designed to help students cultivate the ethical 
commitment needed to ensure that their work meets the highest standard of integrity, 
independence, and objectivity. Detailed analysis of the need for integrity as the basis for 
ethics will be covered, as will the various concepts of ethical reasoning. Ethical decision 
making in business and accounting will be explored, with emphasis given to the areas of 
independence and objectivity. This course is normally offered in the summer semester."
4513,FINANCIAL ACCOUNTING STATEMENT ANALYSIS,3,"Prerequisite: ACCT-3113. An in-depth study of contemporary accounting theory with 
primary emphasis on the pronouncements of the Financial Accounting Standards Board. 
The main objective is to gain deeper insights into the theory and critical analysis underlying 
Generally Accepted Accounting Principles and to apply them to financial statement 
preparation. Study centers on selected parts of the following FASB pronouncements: 1. 
statements of Financial Accounting Standards, 2. interpretations of ARBs, APB Opinions 
and FASB Statements of Standards, 3. technical bulletins, and 4. statements of Financial 
Accounting Concepts. This course is normally offered in the spring semester."
4990,INTERNSHIP IN ACCOUNTING,0,"Prerequisites: Admission to Division and School of Business Upper Division, completion of 
ACCT-3113 and approval of the advisor and dean. Supervised and approved accounting 
internship with firm or organization; written and oral reports are required along with 
employer evaluation. 30 hours of work required for each hour of credit with a maximum of 3 
credit hours. This course is offered as needed. 
 
ARTS corses"
1103,Digital Imaging I,3,"An introduction to the use of computer hardware, software, and peripherals for the 
production of visual images. Students research and practice computer operations and 
produce digital visuals using both painting and drawing software applications. This course is 
normally offered every semester."
1113,FUNDAMENTALS OF DRAWING,3,"An introduction to the fundamental approaches to drawing with attention given to the 
concepts and processes that constitute the language of visual expression. This course is 
normally offered in the fall semester."
1213,FIGURE DRAWING,3,"A study of the human form with attention given to the concepts and processes that 
constitute the language of visual expression. This course is normally offered in the spring 
semester."
1413,ELEMENTS OF VISUAL THINKING,3,"A study of the elements of art. Studio work includes two-dimensional experimentation and 
exercises that nurture creative visual expression, which integrate critical discourse through 
the development of the language of art and design. This course is normally offered in the 
spring semester."
1623,INTRODUCTION TO INTERIOR DESIGN,3,"An overview of the interior design profession and an introduction to basic graphic 
communication skills, including hand drafting, with experiences in observing professional 
designers, producing scaled drawings of floor plans, and application of the elements and 
principles of design. This course is normally offered in the fall semester."
1643,"INTERIOR TEXTILES, MATERIALS, AND FINISHES",3,"A study of interior textiles (fabrics and upholstery). Fabric content, properties, construction 
process, dyeing, and printing are examined. Basic building materials (wood, glass, metal, 
masonry, etc.) as well as wall coverings and hard floor treatments and their properties and 
uses will be addressed. Students will learn through case studies and examples to measure 
and figure correct amounts of materials to order. This course is normally offered in the 
spring semester."
1653,COMPUTER AIDED DESIGN,3,"Prerequisites: ARTS-1623, permission of instructor. Use of industry software in the creation 
of two-dimensional representation of built forms and spaces for interiors. This course is 
normally offered in the spring semester."
2013,SURVEY OF VISUAL CULTURE,3,"Survey of Visual Arts is an introductory art appreciation course that will overview the major 
works of art and cultural ideas from a global perspective. Lectures and presentations will 
cover a broad range of disciplines including painting, architecture, film, photography, 
product design, graphic communication, and digital design. This course is normally offered 
in the spring semester."
2123,RENDERING IN PERSPECTIVE,3,"Prerequisites: ARTS-1623 and ARTS-1643 or permission of instructor. A study of rendering 
materials, methods, and techniques and how they relate to a 1-, 2-, 3-point perspective. 
The course will explore color theory as well as shade and shadow elements as they are 
used with various mediums such as marker, colored pencil, ink, and mixed mediums. 
Advanced problems in rendering and visual presentation are explored throughout the 
course. This course is normally offered in the spring semester."
2133,INTRODUCTION TO GAME TECHNOLOGY,3,"Prerequisites: ARTS-2743. Introduction to the tools and technology for developing 3D 
digital models, characters, animations, and environments to be used in real time interactive 
media such as games and simulations. Basic drawing skills and knowledge of 3d modeling 
or similar 2D graphics software are required. This course is normally offered in the spring 
semester."
2143,DIGITAL PAINTING,3,"Prerequisite: ARTS-2743. This course introduces digital painting and the use of popular 
computer painting software, covering both basics of the program and onscreen painting. 
The class focuses on image manipulation and painting tools and translates traditional 
painting techniques to the computer. Exercises emphasize techniques that enhance 
students’ understanding of the software interface, ability to visualize and sketch out 
compositions, control light and value, and create a representational image. The process 
taught has direct application to illustration, feature films, video games, graphic novels, etc. 
Additionally, students learn about visual communication and how to expand their ability to 
communicate their visual ideas to collaborators. This course is normally offered in the fall 
semester."
2223,INTRODUCTION TO COMMUNICATION DESIGN,3,"Prerequisites: ARTS-1103 and ARTS-1413. An introduction to the advertising, graphic 
design, and new media industry. Studio work includes print media design and graphic 
design with directed outcomes based upon research, strategy-based conceptualization, and 
execution. This course is normally offered in the fall semester."
2233,TYPE AS VISUAL LANGUAGE,3,"Prerequisites: ARTS-2223 and ARTS-2323. A study of letterforms and fundamental 
typographic principles. Studio work includes typographic expression and communication 
with and without image and its relationship to message and purpose. This course is 
normally offered in the spring semester."
2243,INTERACTIVE MEDIA DESIGN I,3,"Prerequisite: ARTS-1103 and ARTS-1413. Introduction to the aesthetic and technical  
concerns of interactive media production: human-computer interactivity, website design and 
development, usability issues, and dynamic narrative. Students design, produce, and 
deploy interactive projects. This course is normally offered in the fall semester."
2323,DIGITAL DESIGN FOR PRINT,3,"Prerequisites: ARTS-1103 and ARTS-1413. Use of digital design tools for the production of 
single-page and multi-page printed documents: print advertising, marketing, and stylized 
content delivery. This course is normally offered in the fall semester."
2423,HISTORY OF PHOTOGRAPHY AND MOTION PICTURES,3,"This class entails a chronological study of the photographic arts and motion pictures. The 
course content examines the technological innovations and famous innovators from 
photography’s introduction. Lectures analyze photos and motion pictures from various 
critical/historical perspectives to offer a comprehensive overview of important 
photographers, fine artists, photojournalists, and filmmakers of the modern age. This course 
is offered in the fall semester."
2443,CONSTRUCTION MATERIALS AND DETAILS,3,"Prerequisites: ARTS 1623 and 1643 preferred but not required. This course is a study of 
materials used in the design of interior spaces. It includes fire resistant qualities, acoustical 
properties and the construction of materials used in finishes and furnishings, as well as 
qualities important to sustainable design issues. Emphasis on writing specifications for 
FF&E for non-load bearing construction. Emphasis is also placed on technical, construction 
drawings to include elevations, section drawings, etc. The course is normally offered in the 
fall semester of odd numbered years."
2513,PAINTING I,3,"Prerequisites: ARTS-1113, ARTS-1213, and ARTS-1413 or permission of instructor. A 
study of materials, techniques, and concepts fundamental to painting. The course 
encourages students to originate and produce a portfolio of paintings experimenting with 
various processes and historical ideas. This course is normally offered in the spring 
semester."
2523,DIGITAL SCULPTING,3,"Prerequisites: ARTS-2743. A study of the elements of art and their supportive elements. 
Studio work includes three-dimensional experimentation and exercises that relate ideas, 
objects, material, and space with form studies that examine organic and constructed 
elements. This course is normally offered in the fall semester."
2623,RESIDENTIAL INTERIOR DESIGN I,3,"Prerequisites: ARTS-1113, ARTS-1413, ARTS-1623, ARTS-1653 or concurrent enrollment. 
A study of residential design with emphasis on kitchen and bath planning. This course is 
normally offered in the fall semester."
2653,SPACE PLANNING AND CODES,3,"Prerequisites: ARTS-1623, ARTS-1653. A study of the application of human factors, space 
standards, and space planning principles to residential and commercial environments. This 
course is normally offered in the spring semester."
2673,RESIDENTIAL INTERIOR DESIGN II,3,"Prerequisites: ARTS-1623, ARTS-1653, and ARTS-2623.  A reinforcement of objectives 
applied in Residential Design I, this course will further the development of building 
structures as they pertain multi-use dwellers (apartments, senior living, etc.) and larger 
scale homes up to 5,000 square feet.  Attention to estimating, budgets, and understanding 
business transactions with trades people will be integrated into working projects.  More in-
depth detail of larger scale projects provides students with working knowledge of 
information necessary to design and construct working drawings in residential construction 
 
with emphasis on a holistic approach to the built environment.  Various dwelling unit styles 
will be addressed as well as energy efficiency, etc."
2663,ARCHITECTURAL GRAPHICS,3,"Prerequisites: ARTS-1643. Further development of drafting skills with emphasis on hand 
lettering, dimensioning, materials delineation of floor plans, drawing elevations, sections, 
and perspectives. This course is normally offered in the spring semester."
2743,3D MODELING I,3,"Prerequisites: ARTS-1103 or CMSC-1113. Creation of virtual objects and environments. 
Students use the computer to model, texture, light, render, and animate dynamic objects 
and scenes in digital three-dimensional space. For gaming and animation majors, this 
course is normally offered in the spring semester. For interior architecture majors, this 
course is normally offered in the fall semester."
2753,"TEXTURING, RENDERING, AND LIGHTING",3,"Prerequisite: ARTS-2743. A studio course focused on 3D lighting and surfacing 
techniques using industry standard software. Topics covered include the relationship 
between surface and light, the effects of lighting and surfacing on a 3D scene, types of 
lights and shadows, surface qualities, textures, and mapping, and industry lighting  
techniques, including recreating real-world lighting. Students will also learn lighting and 
surface design and workflow management. This course is normally offered in the spring 
semester."
3033,CHRISTIAN AESTHETICS IN THE VISUAL ARTS,3,"Prerequisite: Junior or Senior Standing. A seminar course addressing a Christian response 
to contemporary cultural issues in the visual arts. This course is normally offered as 
needed."
3043,ARTS AND POLITICS I,3,"An overview of artists, philosophers, and political/cultural movements from the French 
Revolution to the close of World War I. This class will examine specific artists and aesthetic 
tendencies that span the 18th, 19th, and early 20th centuries. Lectures and other course 
content will analyze the variance of approaches and sensibilities that emerged in relation to 
the changing impact of modernization. This course is offered as needed."
3053,ARTS AND POLITICS II,3,"An overview of artists, philosophers, and political/cultural movements from World War I 
through the 20ths and 21st centuries. This course will examine specific artists and aesthetic 
tendencies of modernism. Lectures and other course content will analyze the changing 
global sensibilities and artistic responses that emerged from contemporary technological 
culture. This course is offered as needed."
3113,PRINTMAKING: INTAGLIO AND RELIEF,3,"Prerequisites: ARTS-1213 and ARTS-1413. Designed to introduce you to the tools, history, 
and basic techniques of printmaking through the use of the etching press. Etching, dry 
point, collagraph, relief, and monotype techniques will be discussed. Students are 
encouraged to explore the problems and concerns of their own images technically through 
multiples and one-of-a-kind prints. A series of critiques, group discussions, research and 
information gathering assignments, lectures and demonstrations complement studio work. 
This course is normally offered in the fall semester."
3123,PRINTMAKING: SERIGRAPHY,3,"Prerequisite: ARTS-1213, ARTS-1413. Designed to introduce you to a survey of screen-
printing techniques including hand-cut, painted and photographic stencils and multi-color 
printing. This course is an introduction examination of water-based serigraphic techniques, 
concentrating in process and aesthetic development. Monotype and monoprint techniques 
will also be discussed. A series of critiques, group discussions, research and information 
gathering assignments, lectures and demonstrations complement studio work. This course 
is normally offered in the spring semester."
3163,ANIMATION PRINCIPLES,3,"Prerequisite: ARTS-1103 and ARTS-2743. History, theory, and technique of traditional and 
contemporary approaches to animation. Includes studies in fundamentals of digital 
storytelling, physics, animation aesthetics, expression, kinetics, and motion. Projects 
include work in digital 2D and 3D, stop-motion, rotoscoping, and other animation 
environments. This course is normally offered in the fall semester."
3173,3D MODELING AND ANIMATION II,3,"Prerequisite: ARTS-2743 and ARTS-3163. In this course students will study and practice 
techniques used in character design, modeling, and rigging using 3D computer software. 
Advanced 3D modeling, shading, rendering, and character-design skills are developed in 
conjunction with traditional story, animation, lighting, and cinematography methods. 
Designs for game animation will be compared with designs for film and video. Action and 
motion sequences will be created and studied. This course is normally offered in the spring 
semester."
3213,PAINTING II,3,"Prerequisite: ARTS-2513. A further study of the techniques and processes of painting with 
special attention to the development of the student’s direction and portfolio development. 
This course is normally offered in the spring semester."
3243,GRAPHIC DESIGN,3,"Prerequisite: ARTS-2233. A study of integrating message, typography, and image through 
conceptual innovation. Studio work includes necessary vehicles for information, narrative, 
promotion, and marketing. This course is normally offered in the fall semester."
3253,PRINT AND DIGITAL DELIVERY DESIGN,3,"Prerequisite: ARTS-3243. A study of merging written messages with design. Studio work 
includes media bought print applications with ancillary forms of design communication. This 
course is normally offered in the fall semester."
3263,ADVANCED GRAPHIC DESIGN,3,"Prerequisite: ARTS-3243. A further study of blending messages and content with design 
and application. Studio work is a continuation of necessary vehicles for information, 
narrative, promotion, and marketing, sometimes in relation to integrated design through 
several platforms of communication. This course is normally offered in the spring semester."
3333,HISTORY OF DESIGN,3,"A comprehensive chronological survey of the impact and transformation of design upon 
Western civilization. Ideas and changes are explored through disciplines such as graphic 
design, industrial design, product design, photography, architecture, furniture, and fashion. 
This course is normally offered in the spring semester."
3343,ANCIENT TO MODERN ART HISTORY,3,"A focus on the pivotal artists, movements, and concepts from each era. Art, as it has been 
shaped by cultural, social, political, and economic factors will be examined in a 
chronological study from pre–history to mid-twentieth century. This course is normally 
offered in the fall semester of even-numbered years."
3353,CONTEMPORARY ART,3,"A chronological study of modern art from 1945 to the present. In-depth study will be on the 
many artists, movements, critical theories, cultural conditions, and global issues that have 
shaped art of the modern and postmodern age. This course is normally offered in the fall 
semester of odd-numbered years."
3363,PHOTOGRAPHY I,3,"Course will focus on production of portfolio/exhibition quality photographic images.  
Students will work in a digital format with an emphasis on developing/exploring personal 
direction in fine art photography. This course is normally offered in the fall semester."
3383,MOTION IMAGERY,3,"Prerequisite: ARTS-2743 and ARTS-3173. Introduces students to the principles and 
elements of motion design through studio practices at beginning and advanced levels. The 
first phase, “type in motion,” emphasizes the relationship between typography principles 
and animation fundamentals. The second phase is an advanced applied approach to the 
language and principles of motion building upon existing knowledge in the first phase: 
synthesizing the language of motion simultaneously with an emphasis on narrative and 
narrative structure. In addition to stressing systems, structure, and synthesis of text and 
image for time-based media, the course also provides knowledge and skills in digital 
creativity. This course is offered in the spring semester."
3393,GAMING HISTORY AND DEVELOPMENT,3,"This course provides a historical and critical approach to the evolution of video game 
design and animation from its beginnings to the present. It brings together cultural, 
 
business, and technical perspectives. Students should come away from the course with an 
understanding of the history of this medium, as well as insights into design, production, 
marketing, and sociocultural impacts of interactive entertainment and communication. The 
course will offer reading, discussion, guest presentations and projects on the developing 
culture and technology of animation and video game design. Historical contexts include 
entertainment media, computing technology, applications of gaming technology, and 
business history. This class will be offered in the fall semester."
3423,HISTORY OF ANIMATION,3,"This course provides a historical and critical approach to the evolution of animation from its 
beginnings to the present. It brings together cultural, business, and technical perspectives. 
Students should come away from the course with an understanding of the history of this 
medium, as well as insights into design, production, marketing, and socio-cultural impacts 
of sequential based storytelling and communication. The course will offer reading, 
discussion, guest presentations and projects on the developing culture and technology of 
animation. This course is normally offered in the summer semester."
3443,INTERACTIVE MEDIA DESIGN II,3,"Prerequisite: ARTS-2243. Study of interactive design and further exploration into production 
capabilities of industry standard web authoring software. Topics include: dynamic content, 
file management, internet typography, development of user interfaces, site maps, external 
web functionality and trouble-shooting. This course is intended for designers who wish to 
consolidate and apply their prior knowledge and skills of interactive design. This is a 
culminating experience and designers are expected to demonstrate sophisticated 
interactive design decisions and produce final works that demonstrate a high level of 
expertise and achievement. This course is normally offered in the spring semester."
3453,TEAM GAME PRODUCTION I,3,"Prerequisite: ARTS-2743 or instructor permission. This course provides a foundation in the 
game development process, including planning, pipelines, and documentation for game 
projects, game technology, artificial intelligence, and user interface design, game testing, 
project and asset management, team dynamics, and usability analysis. Students apply 
game design and development skills to create a 2D and 3D game demo as part of small 
project teams. This course is offered in the fall semester."
3513,GRAPHIC ARTS PRODUCTION,3,"Prerequisite: ARTS-3263. An introduction to a basic understanding of preparing art for 
reproduction through textbook material, lectures, and an internship. This course is normally 
offered in the summer semester."
3523,CONCEPTUAL ILLUSTRATION,3,"Prerequisite: ARTS-1213. A study of materials, techniques, processes, and ideas 
fundamental to the discipline of illustration, with special attention to creating selected works 
for editorials, posters, covers, and collateral materials. This course is normally 
offered in the fall semester."
3533,HISTORICAL INTERIOR DESIGN I,3,"A study of decorative arts, furniture, and interiors as they have evolved from ancient Egypt 
up to the Italian Renaissance. Emphasis is given to the ways ancient motifs and decorative 
designs have been continually repeated and used from the original historic periods to the 
present. This course is normally offered in the fall semester of even numbered years."
3543,HISTORICAL INTERIOR DESIGN II,3,"A study of historical periods, surveying the Italian Renaissance through the 18th Century; 
acquainting students with terminology, motifs, furniture, architecture, and stylistic 
differences as they relate to time periods. This course is normally offered in the spring 
semester of odd numbered years."
3613,INTERIOR SYSTEMS,3,"Prerequisites: ARTS-1623 and ARTS-1653. A study of interior lighting design, acoustics, 
fire suppression, plumbing, electric, and HVAC (heating, ventilation and air conditioning) 
systems. Projects are assigned to help students learn how to use these systems and 
develop coordinating contract documents. The course also covers natural energy sources 
with attention to insulation techniques and the structural types of passive-solar and earth-
sheltered. This course is normally offered in the spring semester."
3623,COMMERCIAL DESIGN I,3,"Prerequisites: ARTS-1643. ARTS-1653, and ARTS-2653. A study of contract/commercial 
design and space planning principles. Projects involve public or business spaces, with 
barrier-free design principles included. Drafting and presentation skills are further 
reinforced. This course is normally offered in the fall semester."
3633,CONTEMPORARY INTERIOR DESIGN,3,"A study of design movements affecting furniture and interiors from 1900 to present, 
emphasizing the evolution in design concepts and philosophies of eminent architects and 
designers. This course is normally offered in the fall semester of odd-numbered years."
3643,COMMERCIAL DESIGN II,3,"Prerequisite: ARTS-3623. A study of non-residential interiors with an emphasis on 
programming, light safety and building codes, barrier-free design and space and activity 
planning of the interior environment. This course is normally offered in the spring semester."
3773,THE BUSINESS OF BRANDING YOURSELF,3,"Prerequisite: Junior standing. A study directed to the challenges of seeking employment in 
creative industries after graduation, establishing a business, and developing healthy 
professional and personal finance practices. This course is normally offered in the spring 
semester."
4023,DIGITAL DESIGN CAPSTONE,3,"This studio course will guide the student in the production of a senior-level portfolio of works 
from the various design disciplines that the degree integrates. The course portfolio should 
exemplify a thorough understanding of each of the areas of design, and the execution of 
those concepts/ tools into finished work. This course will also help the student on the 
professionalism of their oral presentation, and deployment of their undergraduate portfolio."
4213,OPEN STUDIO,3,"Prerequisite: ARTS-3213. Advanced painting course emphasizing the production of a 
finished portfolio with preparation of a student's senior exhibition. This course is normally 
offered in the fall semester."
4223,GAMING AND ANIMATION STUDIO,3,"Prerequisites: ARTS-3173, ARTS-3453, Senior standing and permission of instructor. 
Students participate in the new media production process for design and development of 
client driven projects in a team environment. This course is offered in the fall semester."
4253,INTEGRATED MARKETING DESIGN,3,"Prerequisite: ARTS-3253. A study of integrating various vehicles of communication into a 
single message. Studio work includes advertising, graphic design and new media design to 
market a product, service or idea based upon research and strategy-based concepts. This 
course is normally offered in the spring semester."
4333,PHOTOGRAPHY II,3,"Prerequisite: ARTS-3363. Students will work in a digital format with an emphasis on 
producing a professional portfolio of photographic images encompassing fine art and 
commercial applications. As a final studio course, students will be required to submit work 
to national photographic competitions and public exhibitions. This course is offered as 
needed."
4453,VISUAL STORYTELLING,3,"Prerequisite: ARTS-3523. An advanced illustration studio class that concentrates on 
producing and refining a body of work to augment the student’s portfolio. Continued focus 
on traditional vehicles of illustration such as editorials, posters, and collateral materials and 
exploration of nontraditional approaches to the illustration medium. This course is normally 
offered in the spring semester."
4613,INTERIOR DESIGN PROFESSIONAL PRACTICES AND PORTFOLIO,3,"Prerequisite: ARTS-3643. A history and introduction of interior design career management 
focusing on professional responsibilities, professional organizations, management of office 
processes, client relationships, and overview of establishing and organizing a business. 
This course will culminate with a portfolio presentation to a panel of professionals. This 
course is normally offered in the spring semester."
4633,SENIOR INTERIOR DESIGN STUDIO,3,"Prerequisite: ARTS-3643, Senior standing. Designing interior solutions related to non-
residential interiors. This senior-level course will also survey business procedures, contract 
services, and administration and preparation for job market entry as applied to the practice 
of Interior Design. This course is normally offered in the fall semester."
4643,SENIOR EXHIBIT,3,"Prerequisite: Senior standing and instructor’s permission. A showing of visual works 
developed over the course of the student’s college years. This exhibit and reception are the 
culmination of the student’s collegiate experience. This course is offered as needed."
4663,GAMING AND ANIMATION CAPSTONE,3,"Prerequisite: ARTS-3173 and ARTS-4223. Examination of gaming and animation topics 
related to ethical concerns includes: portfolio and resume development, preparations for the 
workforce and/or graduate studies, and conducting results with the class. This course is 
offered in the spring semester."
4810,GRAPHIC DESIGN INTERNSHIP,0,"Prerequisite: ARTS-3243. An internship with an advertising agency or graphic design 
studio. 1 credit hour for every 50 hours the student works, not to exceed 3 credit hours per 
semester. This course is offered as needed."
4820,INTERIOR DESIGN INTERNSHIP,0,"Prerequisite: Junior or Senior standing. An internship with a residential or commercial 
design firm. 1 credit hour for every 50 hours of student work, not to exceed 3 credit hours 
per semester. This course is offered as needed."
4830,ART INTERNSHIP,0,"Prerequisite: Junior or Senior standing. An internship with a gallery, museum, theme park, 
theater production company, frame shop or art supply company. 1 credit hour for every 50 
hours the student works, not to exceed 3 credit hours per semester. This course is offered 
as needed."
4840,GAMING AND ANIMATION INTERNSHIP,0,"Prerequisite: Permission of instructor. An internship with a new media department. 1 credit 
hour for every 50 hours the student works, not to exceed 3 credit hours per semester. This 
course is offered as needed.  
 
BIBL corses"
1023,FOUNDATIONS: INTRODUCTION TO THE GOOD LIFE,3,"This course introduces students to perennial questions about human nature, truth, morality, 
justice, and God in order to develop a vision for human flourishing or “the good life.” 
Students will also explore how different disciplines within the university contribute to this 
project."
1103,STORY: INTRODUCTION TO CHRISTIAN WORLDVIEW,3,"This course will introduce students to the Christian worldview. The basic life questions 
introduced in Foundations will be examined in light of Biblical revelation and the life of 
Jesus. Students will learn the content of the Bible and methods for responsibly interpreting 
Old and New Testaments within a Christ-centered framework. The course will explore basic 
Christian beliefs - the Triune God, creation, sin, redemption through Jesus, and the beloved 
community - and ethical practices through the Biblical narrative. Students will consider how 
their personal calling and mission, defined in Foundations, can fit within God’s mission of 
redemption.  This course is offered in the spring semester."
2323,INTRODUCTION TO THE OLD TESTAMENT,3,"This course aims to prepare students with a general understanding of the Ancient Near 
East (ANE) historical and cultural backdrop to the Hebrew Bible/Old Testament. Key 
themes include centers of civilization, covenants, ancient cosmogonies, empires, 
neighboring religions, and wisdom traditions. The student will gain an appreciation for the 
overall story of Israel’s relationship with God, a foundation through which to approach the 
interpretation of Israel’s scriptures, and an understanding of the connection between these 
texts and the New Testament."
2323,INTRODUCTION TO THE OLD TESTAMENT,3,"This course aims to prepare students with a general understanding of the Ancient Near 
East (ANE) historical and cultural backdrop to the Hebrew Bible/Old Testament. Key 
themes include centers of civilization, covenants, ancient cosmogonies, empires, 
neighboring religions, and wisdom traditions. The student will gain an appreciation for the 
overall story of Israel’s relationship with God, a foundation through which to approach the 
interpretation of Israel’s scriptures, and an understanding of the connection between these 
texts and the New Testament."
3013,PRINCIPLES OF BIBLICAL INTERPRETATION,3,"Prerequisite: BIBL-3203. A study of the valid rules and principles governing correct biblical 
exegesis and application. The course is designed to lead the student into a better 
understanding of how to make applications of biblical teachings and principles. This course 
is normally offered in the spring semester."
3033,MISSION PREPARATION,3,"This course prepares students for short- and long-term cross-cultural missions. Topics 
include Biblical theology of missions, cultural intelligence, missional theory, the daily work of 
a missionary, emotional and spiritual preparation, self-care, and collaboration with 
supporting churches. Same as MISS-3013."
3043,SCRIPTURE AND MISSION OF GOD,3,"This course examines the Biblical story using a missional hermeneutic. Special attention is 
given to the Biblical texts which bear witness to God’s mission in the world and which equip 
Christians and Christian communities to participate in that mission cross-culturally."
3053,CHRISTIANITY AND CULTURE,3,"This course helps students to see that it was God’s plan to bless the nations of the world 
through the culture of the church that is universally adaptable, but that universal culture 
needs to be distinguished from particular expressions of what it means to be God’s church 
within any specific global context, including the student’s own. This course is normally 
offered on a study abroad trip."
3213,THE PENTATEUCH,3,"An intensive study of the first five books of the Old Testament, with emphasis on key 
theological themes: creation, sin, God’s promises to Abraham, liberation, and the purpose 
of the Law. This course is normally offered in the fall semester."
3353,HISTORICAL BOOKS OF THE OLD TESTAMENT,3,"This course examines the historical books of the Old Testament, Joshua through 
Nehemiah. Attention will be given to the historical development of Israelite society, Biblical 
historiographies, and to close readings of the texts themselves."
3363,JESUS AND THE GOSPELS,3,"This course introduces students to the issues of historical Jesus research and the 
Christology of the four Gospels. Students will engage with several approaches that attempt 
to reconstruct the life of Jesus and the scholarship that describes how the Gospels came to 
portray Jesus for the distinctive audiences. Special attention will be given to memory 
studies and the traditions about Jesus that were used in the construction of the Gospels, 
Colossians, and Philemon. Emphasis is given to each epistle’s outstanding teachings and 
practical value. This course is normally offered in the fall semester of odd numbered years."
3503,"JESUS, POLITICS, AND THE LIFE OF FAITH",3,"This course examines the political environment of Jesus and the readers of the Gospel of 
Mark in the Roman Empire, with special attention to how Jesus’ announcement of the in-
breaking of God’s rule subverts Roman claims of divine power and authority. In Mark’s 
gospel Jesus calls his followers to faith that is courageous, even in the face of imperial 
threats of death. Students in this course will learn how to articulate a Christian model of a 
life of faith that courageously negotiates in and with contemporary political environs. This 
course is offered as needed."
3613,OLD TESTAMENT WISDOM BOOKS,3,"This course examines the wisdom and poetic literature of ancient Israel. Books include Job, 
Psalms, Proverbs, Ecclesiastes, and the Song of Solomon."
