code,title,credit,description
ACE 204W,Career Work Experience - Technical & Industrial, 2,"Continues from Career Professional Development II with additional responsibilities at the worksite. Provides further opportunity to produce and exchange professional communications and demonstrate continuous improvement in professional skill sets. Integrates, reinforces, and documents the student's academic studies with related career experience of at least 180 hours at an approved worksite. Evaluations are made by the employer/site supervisor and the college coordinator. Credit can be earned in"
AGM 228W,Electronic Engine Performance & Emission Control, 7,"Studies units of instruction necessary for a thorough understanding of ignition systems, emission control systems, and driveability diagnosis. Develops skills through controlled learning experiences with ignition systems, emission control systems, and driveability diagnosis."
AGM 234,Dealership Work Experience III, 2,"Provides work experience in the operation, maintenance, and service of GM manual and automatic heating, ventilation and air conditioning systems, automatic transmissions, and drivelines. Stresses proper handling of refrigerant and safety."
AGM 226,Advance Engine Electronics & Fuel System Service (GM), 7,"Studies electronic inputs to the computerized engine controls; units of instruction necessary to develop a thorough understanding of induction systems and injection systems. Develops skills through controlled learning experiences with sensors, fuel delivery, and fuel injection systems."
AGM 214,Heating/Air Conditioning, 5,"Introduces the operation, maintenance, and service of GM Heating, Ventilation, and Air Conditioning systems and their controls. Credit may be earned in AGM 214 or SKGM 214 or ACD 214 or AGM 233, but not in more than one."
AGM 212W,Suspension System Service, 7,"Introduces the operation, maintenance, and service of GM steering and suspension systems. Credit may be earned in AGM 212 or SKGM 212 or ACD 212 or AGM 133 but not in more than one."
AGM 218W,Automatic Electronic Transmission Service, 8,"Introduces the operation, maintenance, and service of GM electronically controlled transmissions. Credit may be earned in AGM 218W or SKGM 218W or ACD 218W or AGM 232, but not in more than one."
AGM 210,Body Electronics Service, 3,"Stresses the operation, diagnosis, and service of GM body electrical and electronics systems. Credit may be earned in AGM 210 or SKGM 210 or ACD 210 or AGM 241, but not in more than one."
AGM 143,Dealership Work Experience II, 2,"Provides work experience in the operation, maintenance, and service of GM steering/suspension and drivability performance. Stresses basic spark, fuel, and emission control systems."
AGM 142,Electronic Engine and Emission Controls Service, 9,"Introduces the operation, maintenance, and service of GM engines for drivability performance. Stresses proper repair techniques and diagnosis of engine drivability problems. Credit may be earned in AGM 142 or SKGM 142 or ACD 142 but not in more than one."
AST 290-299,Special Projects in Astronomy,,
AGM 114,"Brakes, ABS, TCS Service", 5,"Introduces the operation, maintenance, and service of GM base brakes, anti-lock and traction control. Presents general auto lab equipment operation and stresses safety. Credit may be earned in AGM 114 or ACD 114 or SKGM 114 or AGM 132 but not in more than one."
AGM 112W,Engine Service, 6,"Introduces the operation, maintenance, and service of GM engines for mechanical performance. Stresses proper repair techniques and diagnosis of engine noises. Credit may be earned in AGM 112 or ACD 112 or SKGM 112 or AGM 141 but not in more than one."
AST 111L,Astronomical Investigation, 1,"Provides a variety of introductory investigations through laboratory experiments to enhance knowledge of introductory astronomy including celestial coordinates, planetary motion, astronomical laws, telescopes, scale of the solar system, stellar distances, evolution and other astronomical concepts. Identifies many constellations and stars in the current night sky."
AGM 110,Automotive Electronics Service, 4,"Introduces the operation, maintenance, and service of battery, charging, starting systems and GM electrical and electronic systems. Credit may be earned in AGM 110 or ACD 110 or SKGM 110 or AGM 131 but not in more than one."
AGM 134,Dealership Work Experience I, 2,"Provides work experience in the operation, maintenance, and service of GM base brakes, engine mechanical and electrical systems particularly battery, charging and starting systems. Stresses general auto lab equipment operation and safety. Credit may be earned in AGM 134 or ACD 134 but not in both."
AST 111,Introduction to Astronomy, 3,"Observes celestial objects in the night sky and studies their motions. Discusses the origin, characteristics, and evolution of the solar system, stars, and galaxies. Emphasizes the way in which our understanding of the universe has changed over human history through the study of astronomy and uses astronomical instruments."
ART 290-299,Special Projects in Art,,
CPI 245,"Environmental Health, & Safety in Chemical Process Industry", 3,"Requires that the student has already earned a technical associate, bachelor or greater degree; military experience; over 8000 hours industrial experience; or a journeyman's card. Reviews the environmental health and safety procedures and standards in the chemical process industry."
ART 289,Art and Design Portfolio, 3,"Completes an art portfolio package for both school applications and job applications. Credit may be earned in only one of ART 288, ART 289 or IHU 289."
CPI 260W,Process Operations Management, 4,"Provides capstone experience for chemical process operation students/technicians. Focuses on demonstrated student skills in the use of control charts; P&ID's; verification of systems, units, and equipment; and development of critical values for SPC. Provides opportunity for students to present plans (including PSM and environmental management systems) and procedures for start-up and run, shut down operations, and present results of pilot project run. Emphasizes the value and function of the team in process operations as well as quality control, and environmental health and safety issues"
CPI 240W,Process Troubleshooting, 3,"Provides problem solving skills used to maintain and monitor process equipment employing cause and effect analyses, case studies, analytical techniques, and laboratory simulations. Involves troubleshooting unit problems, maintaining, monitoring, and inspecting equipment, placing and/or removing equipment in service, and working with others who operate and maintain processes (maintenance technicians; laboratory technicians; and engineering, administrative and construction personnel)."
CPI 220,Process Measurement, 3,"Provides an understanding of process measurement methods and the application of process instrumentation. Includes discussion of pressure measurements, temperature measurement, flow measurement, product level measurement, and analytical measurement."
CPI 250W,Advanced Chemical Operations, 4,"Provides hands-on simulations that demonstrate mechanical and measurement principles involved in the operation and control of chemical processes. Includes student/team operation of a process simulator under normal operating conditions as well as the operations of tanks, pumps, valves, heat transfer equipment, steam traps, filters, and process instrumentation."
CPI 230,Process Control, 3,"Provides an introduction to basic process control concepts. Discusses controllers/control valves, instrument and process control, statistical process control (SPC), run and flow charts, quality systems, team concepts, and environmental health and safety issues."
CPI 125,Hand Tools Applications for Chemical Processing, 1,"Identifies and explains safety rules in the use of hand tools and provides opportunities for practicing correct hand tool techniques in the assembly and disassembly of common chemical process equipment and utility piping units, including flanges and gaskets."
CPI 120,Introduction To Process Operations, 2,"Provides an overview of process operations including analysis of process flow sheets. Details description and analysis of operations as they involve reactors, distillation columns, heat exchangers, and other types of operations in the typical chemical plant."
CPI 115,Chemical Plant Science Fundamentals, 2,"Requires that the student has already earned a technical associate, bachelor or greater degree; military experience; over 8000 hours industrial experience; or a journeyman's card. Reviews the fundamental scientific principles of physics and chemistry."
CPI 210,Basic Chemical and Unit Operations, 4,"Provides understanding of basic principles of process technology along with an introduction to the use and operations of standard process equipment used worldwide by process technicians. Includes principles of energy and heat, pressure, fluid flow, heat transfer as well as topics concerning quality control and unit operations. Provides operational experiences with valves, pumps, compressors, distillation towers, and other process equipment and instrumentation."
CNA 290-299,Special Projects in Certified Nursing Assistant, N/A,
CNA 100LW,Certified Nursing Assistant Lab, 1.3,"A Criminal Background Check must be completed and approved before entering the clinical agency. Introduces clinical skills and experiences related to basic patient care and activities of daily living. Utilizes these skills in a variety of health care settings, such as long-term, home health, and acute care facilities. Successful completion of the course with a grade of ""C"" or better entitles the student for eligibility to take a competency evaluation exam to attain state certification as a Certified Nursing Assistant. A final grade of ""F"" will be assigned in both theory and lab if either course is not successfully completed. Students are not eligible for a course refund, beyond the college defined refund period, if a determination has been made by the clinical agency that prevents the student from entering the facility for any reason."
CNA 100W,Certified Nursing Assistant Training, 3.7,"A Criminal Background Check must be completed and approved before entering the clinical agency. Introduces theory related to basic patient care and activities of daily living. Successful completion of the course with a grade of ""C"" or better entitles the student for eligibility to take a competency evaluation exam to attain state certification as a Certified Nursing Assistant. A final grade of ""F"" will be assigned in both theory and lab if either course is not successfully completed. Students are not eligible for a course refund, beyond the college defined refund period, if a determination has been made by the clinical agency that prevents the student from entering the facility for any reason."
BIO 290-299,Special Projects in Biology,,
CPI 110,Introduction To Chemical Process Industries, 2,"Provides overview of Chemical Process Industries and Chemical Technology with focus on the role of the process operator and the chemical technician. Introduces concepts of safety, regulation, laws affecting the job and the industry, and quality control. Includes study skills and attitudes necessary for study of science/technology as well as means of continuing professional and personal growth. Credit may be earned in CPI 110 or CT 100 but not both."
BIO 280,Pathophysiology, 4,"Provides an overview of abnormal physiological processes leading to human disease. Emphasizes the etiology, pathogenesis, diagnostic findings and clinical manifestations of specified illnesses. Includes general overviews of risk factors, disease incidences and therapeutic managements as they apply to each pathophysiological condition discussed. Covers in this course include alterations in the nervous, endocrine, immune, cardiovascular, respiratory, digestive, urinary systems."
BIO 271,Genetics, 3,"Provides a survey of the field of genetics with an emphasis on health applications where appropriate. Applies principles of molecular genetics, karyotypes, Mendelian genetics, linkage genetics and biotechnology to understand genetic diversity in humans and other organisms."
BIO 268,International Studies in Biology, 1-4,"Provides a biologic interpretation of selected world regions with emphasis on natural history, flora and fauna, and ecological relationships. Includes class lectures, individual consultation, and international field study. Expenses for the field study are the responsibility of the student."
BIO 274,Introduction to Biotechnology, 2,"Gives a detailed look at cell and molecular biology with a focus on biotechnology. Explores the following topics: regulation of gene expression and development, recombinant DNA, gene cloning, PCR, DNA sequencing and profiling, gene therapy, protein purification, cell culture, cancer and the use of model organisms. Designed for students interested in careers in biotechnology, biochemistry, medicine or pharmacy. Meets requirements of Ferris State University's Bachelor of Science program in biotechnology."
CHM 101W,General Chemistry I, 5,"Provides fundamental principles, including atomic theory, periodic properties, states of matter, laws of chemistry combination, nomenclature, and chemical phenomena of interest to daily living. Designed as a preparation to"
CST 210,Website Development, 3,"Focuses on building websites in compliance with current standards and best practices. Develops skills in formatting and page layout using HTML and CSS. Emphasizes development for target audiences, extending web presence, and managing differences in web browsers and devices. Introduces incorporation of interactive elements using scripts, embedded media, and mash-ups. Examines Internet issues including ethics, accessibility, copyright, and security."
CHM 100W,World of Chemistry, 4,"Develops student understanding of fundamental concepts and methods used in chemistry. Includes topics of the composition, reactivity, arrangement and classification of matter, bonding, nomenclature, rates of reaction, and intermolecular forces. Investigates the context of food, environment, materials, energy, sustainability, and social implications of chemistry. This course is applicable as a lecture and laboratory credit for non-majors to satisfy a science requirement in certain curricula. Not appropriate for chemistry majors."
CST 204,Microsoft Word: Intermediate, 2,Develops further the practical working knowledge of Microsoft Word software. Refines formatting and focuses on page layout and design.
CST 186,Introduction to Game Programming, 2,"Introduces principles of game and simulation programming through hands-on creation of simple games. Explores text-based and graphics-based game development through algorithm design, development, implementation, testing, and documentation. Incorporates text, graphics, sound, and animations in game design. Includes Top-Down Design, Object Oriented Programming, simple physics, basic Artificial Intelligence, and game engines."
CST 184,Mobile Apps Programming - iOS, 3,"Introduces iOS programming for mobile iPhone and iPad applications. Utilizes the Apple development tools and environment. Includes basic app interface design, view/navigation controllers, actions/outlets, and storyboards. Integrates data sources with apps and applies object oriented programming techniques for app development."
CST 183,Principles of Computer Programming I, 4,"Introduces programming abilities necessary for computer science. Includes control structures, subprograms, string handling, arrays, files, and use of graphical user interface components. Emphasizes object-oriented programming concepts. And use of classes. Introduces exception handling, drawing, and multithreading."
CST 173,Introduction to Programming, 2,"Introduces fundamental concepts and techniques used to design computer programs. Explores problem definition, algorithm development, and program documentation. Examines best practices, structured code, and object-oriented design. Implements design concepts in a programming language. Develops skills in basic operations on data, control structures, modules, arrays, classes, inheritance, polymorphism and error handling."
CST 180,C++ Programming, 3,"Uses the C++ language to solve software problems. Develops solutions to computing problems through algorithm design, development, implementation, and testing. Includes control structures, arrays, files, strings, pointers, and fundamental object-oriented programming. Credit may be earned in CST 180 or CST 181 but not both."
CST 185,Android Application Development, 3,"Designs, develops, and maintains simple mobile applications geared toward Android devices. Focuses primarily on programming, graphic design, and application development for various mobile devices."
CST 171,Visual BASIC Programming I, 2,"Introduces Visual Basic as a first class for Micro Computer programmers. Uses BASIC commands in a Windows environment. Emphasizes implementation of objects and event driven code. Presents screen design and Microsoft Visual Basic controls. Includes structured programming principles including internal and external program documentation; sequence, selection, and iteration constructs; and modular programming."
CST 165,Linux Networking I, 3,"Introduces Linux as a network operating system. Covers installing Linux, configuring a simple file server, and administering basic network administration tasks with command-line and graphical user interface tools."
CST 164,CISCO - Routing and Switching Essentials, 3,"Configures a router and a switch for basic functionality. Configures and troubleshoots routers and switches and resolves common issues with RIPv1, RIPv2, single-area and multi-area OSPF, virtual LANs, and inter-VLAN routing in both IPv4 and IPv6 networks."
CST 163,Introduction to Windows Network Administration, 3,"Introduces Microsoft Windows Networking. Covers installing and configuring Microsoft Windows Server, printing, managing Active Directory, managing storage and files, configuring DHCP and DNS, and implementing security."
CST 162,Introduction to Novell Network Administration, 2,"Introduces Novell NetWare. Covers installing NetWare. Covers installing NetWare, adding and deleting users, working with Novell Directory Services, setting up network printers, and maintaining security."
CST 161,CISCO - Introduction to Networking, 3,"Introduces the architecture, structure, functions, components, and models of the Internet and computer networks. Introduces the principles of IP addressing and fundamentals of Ethernet concepts, media, and operations to provide a foundation for the curriculum. Builds simple LANs, performs basic configurations for routers and switches, and implements IP addressing schemes."
CST 160,Networking Essentials, 3,"Explores all aspects of networking technologies, media, topologies, devices, management, tools and security."
CST 153,Implementing Firewalls, 3,"Includes planning, designing, installing, configuring, and managing Firewalls and Virtual Private Networks (VPNs) that will allow key services while maintaining security. Includes protecting the internal IP services, configuring a firewall for remote access."
CST 159,Database Operations, 2,"Covers the concepts of relational databases and the powerful SQL programming language. Provides the essential SQL skills that allow database operators to write queries against single and multiple tables, manipulate data in tables, and create database objects. Explains how to use single row functions to customize output, use conversion functions and conditional expressions and use group functions to report aggregated data."
CST 155,Microsoft EXCEL, 3,"Presents EXCEL features using personal and business applications. Emphasizes features and techniques to develop solutions to spreadsheet problems. Includes evaluation of spreadsheets, data base, report formatting, and macros. Compares EXCEL with other electronic spreadsheets. Credit may be earned in"
CST 152,Implementing Network Security, 3,"Provides knowledge and the practical experience necessary to evaluate, implement, and manage secure information transferred over computer networks. Includes network security, intrusion detection, types of attacks, methods of attacks, security devices, basics of cryptography, and organizational security elements."
DH 219W,Case Study Documentation I, 0.5,Provides an opportunity to identify the steps and begin using the process of case documentation for dental patients' conditions and treatment.
DH 222W,Case Study Documentation II, 1.5,Provides further opportunity to present specific case documentation on dental patients' conditions/treatments.
DH 216W,Community Dentistry I, 2,"Provides theoretical base for assessing, designing, implementing, and evaluating dental health improvement programs."
DH 215,Clinical Dental Hygiene III, 6,Provides the opportunity to practice and increase the students' proficiency skill levels of advanced instruments from previous Dental Hygiene courses.
DH 210W,Periodontics II, 2,"Provides the opportunity for assessment, documentation, and treatment with pain management of the periodontal patient and to demonstrate ultrasonic scaling, root debridement, planning, and irrigation."
DH 213,Oral Pathology, 3,"Introduces the process, identification, and classification of oral diseases. Emphasizes the prevention of the diseases with the scope of responsibility and practice of the dental hygienist."
DH 214W,Dental Materials, 4,Presents theory and clinical application related to properties and manipulation of dental materials and devices used in dental procedures.
DH 135,Clinical Dental Hygiene II, 3,Provides the opportunity to practice and increase the students' proficiency skill levels from previous Dental Hygiene courses.
DH 131,Dental Hygiene Seminar II, 1,
DH 130,Management of Dental Pain and Anxiety in the Dental Office, 3,Provides the knowledge and practice to administer local anesthesia and nitrous oxide/oxygen sedation in a safe and effective manner. Provides the opportunity to perform various local anesthetic injection techniques and administer nitrous oxide and oxygen to achieve conscious sedation at a clinical level of competency.
DH 124B,Pharmacology for Dental Hygiene II, 1,"Provides information regarding drugs including origin, physical and chemical properties, methods of administration, and biological effects on the various body systems."
DH 125,Clinical Dental Hygiene I, 4,
DH 124A,Pharmacology for Dental Hygiene I, 1,
DH 123L,Dental Radiography Lab, 1,"Introduces the techniques of exposing, processing, and mounting dental radiographs, as well as radiographic interpretation."
DH 123,Dental Radiography, 2,"Presents theory of characteristics of radiation, components and functions of x-ray equipment, x-ray production, radiation biology and safety as well as processing and technical errors."
EMB 141W,Fundamentals of Audio Production, 2,"Introduces basic audio production methods and equipment, including non-linear editors, microphones, recorders and supporting hardware. Emphasizes developing comprehension of communication using aural mediums, and the variety of media types and formats available. Introduces the basic production skills necessary for developing audio projects. Uses radio labs and equipment to instruct students in basic elements of audio acquisitions, editing, and production."
EMB 140,Electronic Media History, 3,"Concentrates primarily on Broadcasting History, its roots and parentage. Compares relationships between past issues and personalities with those of today. Answers the question: Where do we come from and where are we going as a profession?"
EMB 131,Visual Graphic Presentation Applications, 2,"Introduces and explains a variety of traditional and online visual graphic presentation applications for effective visual communication tools. Concentrates primarily on graphic design basics, organizational techniques, digital media preparation, and presentation software that supports and enhances visual communication."
EM 290-299,Special Projects in Electronic Media,,
EM 280,Digital Film Capstone, 3,"Provides experience in designing and producing digital short and/or partial feature films as part of production teams. Identifies, through teamwork, the specific production and postproduction needs for the projects and evaluates the clarity and quality of the writing, production design, and overall digital film product generated. (15-45)"
EM 180,Digital Cinematography for Film, 3,"Provides basic knowledge of the visual aesthetics of long and short narrative film through film study and hands-on operation of camera and lighting equipment . Introduces concepts such as storyboarding, shot lists, filming and post-production processes using basic editing and color grading techniques. Provides hands-on experience with video equipment and associated accessories to tell a story visually."
EET 290-299,Special Projects in Electronic Engineering Technology,,
EET 235,Electrical Circuits, 3,Studies DC and AC circuit fundamentals including a general introduction to industrial control concepts.
EET 230,Soldering Techniques, 1,"Develops skill in soldering and printed circuit board fabrication and repair, using commonly accepted industrial practices. Covers safety, chemical handling, contamination of work area, grounding, materials, and waste handling. Producing a functioning printed circuit assembly is required."
EET 226,Computer Electronics, 6,Introduces computer electronics with an emphasis on programming microcontroller computers using the C programming language. Teaches students to design projects that combine hardware and software to create applications that interface microcontrollers to other computers and to analog and digital circuits.
DH 122,Oral Histology and Embryology, 3,Provides theory of the embryological development of the oral cavity and identification and classifications of normal and abnormal conditions of the oral cavity and supporting structures. Includes microscopic study of the histology of the human dentition and the surrounding supporting structures.
EET 215,Electrical Controls and Automation, 5,"Studies industrial control logic design and application with emphasis on ladder logic, relay and T-switch logic formats. Uses Modicon micro 84 to study programmable controller logic. Covers 4-layer semiconductors (SCRS-TRIACS-UJTS-PUTS-DIACS), their characteristics and applications. Studies application of electronic control systems to machine processes with emphasis on transducers, I/O interfaces, control processors and output drivers."
EET 120,Digital Circuits, 3,"Studies fundamental concepts of digital electronics, including the +5 volt TTL family of integrated circuits, digital number systems, Boolean algebra, Karnaugh maps, combinational logic circuits, counters, latches, flip-flops and shift registers. Introduces basic memory concepts and circuits."
ET 280,Industrial Computer Networks, 3,"Builds on the skills developed in an introduction to PLC's and applies the concepts learned to the integration of various devices to form an industrial computer network system. Emphasis is placed on the Ethernet communication protocol. Construct a computer network, establish communications between all connected devices, and evaluate the proper operation of a control system. Develops skills of selecting, connecting, and operating sensors and transducers in an industrial environment in order to perform maintenance actions. Credit may be earned in"
ET 252,Programmable Logic Controllers II - AB ControlLogix, 4,"Builds on the skills developed in an introduction to PLCs and applies the concepts learned to an AB ControlLogix Programmable Logic Controller (PLC) system. Explains the hardware platform for the AB ControlLogix PLC along with the logic elements that comprise the instruction set used for programming the logic. Applies lecture subject material in the laboratory through the use of PLC training systems. Constructs control circuits from drawings, analyzes the process, makes revisions as necessary, and evaluates the proper operation of the PLC circuit. Credit may be earned in ET 252 or"
ET 262,Industrial Robotics II, 3,". Emphasizes programming, advanced manipulation, grip load instructions, velocity and acceleration instruction, offline editing, handling errors, and robot configuration. Discusses programming concepts and structures in the C+ programming language, industry-like applications and system integration projects. Emphasizes a hands-on approach to system analysis, critical thinking, solutions to open-ended problems, computer usage, and teamwork. Credit may be earned in ET 262 or"
ET 250,Programmable Logic Controllers II - Siemens, 4,"Builds on the skills developed in an introduction to PLCs and applies the concepts learned to a Siemens Programmable Logic Controller (PLC) system. Explains the hardware platform for the Siemens PLC along with the logic elements that comprise the instruction set used for programming the logic. Applies material taught in lecture in the laboratory through the use of PLC training systems. Constructs control circuits from drawings, analyzes the process, makes revisions as necessary, and evaluates the proper operation of the PLC circuit. Credit may be earned in ET 250 or"
ET 210,Introduction to Electronics, 4,"Identifies basic electronic devices commonly used throughout industry and relates each device to the proper symbol that is used in the electrical drawings. Describes the proper operation of an electronic circuit that is comprised of various components that are integrated together. Applies lecture material in the laboratory through the use of electronic circuit training boards. Constructs electronic circuits from drawings, analyzes the process, makes revisions to wiring as necessary, and evaluates the proper operation of the circuit. Discusses and uses troubleshooting techniques and basic test instruments. Credit may be earned in"
ENG 272W,American Literature Since 1865, 3,"Studies major movements and themes in American Literature after the age of Romanticism through the Age of Realism and New Directions. Credit may be earned in only one of: ENG 272W, LIT 272W or LIT 272AW."
ENG 271W,American Literature to 1865, 3,Studies major movements and themes in American literature as they appear in the works of important authors from the Puritan period to and including the Age of Romanticism. Credit may be earned in one of the following:
ENG 271HW - American Literature to 1865,Honors, 3,"Studies major movements and themes in American literature as they appear in the works of important authors from the Puritan period to and including the Age of Romanticism. Provides opportunities to engage in independent intellectual inquiry to foster deeper learning. Credit may be earned in one of the following: ENG 271HW,"
ENG 269W,Native North American Literature, 3,"Surveys the literature of Native North Americans: poetry, short stories, novels, and non-fiction, including biographies of important Indian leaders. Develops an understanding of the cultures which produced the literature. Credit may be earned in ENG 269W or LIT 269W but not both."
ENG 268W,International Studies in Literature, 1-4,The student will do an in-depth study in one or more aspects of the literature or film of a country other than the United States. Includes class lectures and individual consultation. Overseas study is an integral part of the course. Expenses for travel and overseas study must be borne by the student. Credit may be earned in ENG 268W or LIT 268 but not both.
ENG 262W,Holocaust History and Literature, 3,"Introduces Holocaust studies. Covers the years 1933 to 1945, focusing on the role of perpetrators, victims, bystanders, and those involved in resistance and rescue. Uses a variety of literature that assesses how did the Holocaust happen? Who is responsible? What can we learn from this catastrophe? Credit may be earned in ENG 262W or LIT 260W but not both."
ENG 258W,Introduction to Screenwriting, 3,"Begins the exploration of screenwriting. Focuses on understanding the basics of the genre, especially formatting and movie planning. Includes peer critique, instructor comments, and extensive revision."
ENG 260W,Writing Center Practicum, 1,Presents the theory and principles behind being a peer writing tutor. Requires application of knowledge through tutoring actual students in the Writing Center.
ENG 257,Advanced Creative Writing, 3,"Uses previous background in creative non-fiction, fiction, poetry or screenwriting. Includes work on style, voice, tone, vision, and other nuances in chosen genre. Includes peer critique, instructor comments, and extensive revision."
ENG 256,Creative Non-Fiction, 3,"Requires students to draw on personal experiences and viewpoints to produce a range of writing, and read and respond to published works of creative nonfiction. Includes reading memoirs, autobiographies, journals, essays, and other subjective literary forms. Emphasizes both generating and revising writing."
ENG 259W,Advanced Screenwriting, 3,". Explores character, plot, and dialogue development as they relate to screenwriting. Focuses on the completion of a short film screenplay or first thirty pages of a longer work. Includes peer critique, instructor comments, and extensive revision."
ENG 254,Creative Writing: Fiction, 3,"Focuses on the writing of fiction--chiefly short stories. Develops understanding of fiction and personal fiction writing abilities. Completes other classroom activities, discussions and writing assignments, requiring analysis and criticisms of other students' work."
ENG 253,Creative Writing: Poetry, 3,"A course in the writing of poetry. Students are encouraged to develop their own poetry writing skills and understanding. In addition to other classroom activities, there are discussions and writing assignments. The instructor may also choose to require analysis of published poetry and criticism."
ENG 251W,Children’s Literature, 4,"Surveys literature for children in the elementary grades. Explores quality trade books for children; presents respected writers and illustrators in various genres. Dispels commonly misconceived and generic thinking about children’s literature, replacing with more perceptive criteria and reflective judgment of book selection. Results in greater knowledge, understanding, and appreciation of children’s literature. Credit may be earned in ENG 251W or LIT 251W but not both."
ENG 252W,Young Adult Literature, 3,"Explores literature written for and about young adults, defined as those students in middle or junior high and high school. Surveys quality trade books, with emphasis on top writers of the best, most engaging literature. Increases awareness of how literature speaks to young adults and engages them in language and learning experiences. Appropriate for general students of literature and those planning to enter careers in secondary education, sociology, psychology, and juvenile justice. Credit may be earned in ENG 252W or LIT 252W but not both."
ENG 250W,Literature for Preschool Children, 3,"Surveys quality fiction and nonfiction trade books for preschool chilldren, with emphasis on top writers and illustrators of the best, most engaging literature. Increases awareness of how literature speaks to young children and engages them in language and learning experiences. Credit may be earned in ENG 250W or LIT 253W but not both."
ENG 247,Creative Writing: Young Adult Fiction, 3,"Builds on previous writing experience to write original works of fiction aimed at the Children's and Young Adult reading market. Reads and analyzes works in the YA genre. Uses peer workshop, peer comments, instructor critiques, and written feedback for revision of student writing."
ENG 246W,Biblical Literature: New Testament, 3,"A critical study of the literature of the New Testament with some attention given to the Inter-Testamental literature. The literature will be studied in terms of its historical development. Some attention will be given to the canonization of the New Testament, to the different literary styles and to the theological and ethical ideas."
ENG 242W,Introduction to British Literature, 3,"Provides a sampling of the work of some of the major authors in British Literature. Requires works to be read and examined for an understanding of the material, an appreciation of the literary forms and for the awareness of understanding of the material, and appreciation of the literary forms and for the awareness of unifying themes that hold together a culture's conceptual framework. Enhances reading skills and aesthetic appreciation through exposure, discussion, writing and critical thinking. Credit may be earned in ENG 242W or LIT 242W but not both."
ENG 245W,Biblical Literature: Old Testament, 3,"Studies critically the literature of the Old Testament. Examines the Old Testament canon in its historical development. Also examines both the literary styles and changing theological and ethical ideas. Credit may be earned in one of the following: ENG 245W, LIT 245W or"
