code,title,credit,description
ACC 498,Financial Statement Analysis,3,"A capstone course designed to integrate all previous courses in accounting by focusing on cash analysis, return on invested capital, asset utilization, operating performance, profitability, forecasting, liquidity, capital structure, and solvency."
CHE 329,Directed Study: Readings or Research,3,Designed for small groups of students to pursue in-depth a particular aspect of chemistry that is not covered or is treated lightly in regular course offerings. The course is taught in seminar fashion and meets for 36 contact hours. Offered as needed. A course fee may apply.
CHE 330,Environmental Chemistry,3,"It is a one-semester course that explores the fundamentals of environmental chemistry. Topics covered include: the ozone layer, photochemical smog, acid rain, radon, the greenhouse effect, climate change, energy sources, pesticides, the chemistry of natural water systems, types of water contamination and remediation, bioaccumulation, heavy metals, and waste disposal. Three hours of lecture are scheduled each week."
CHE 321L,Quantitative Chemical Analysis Laboratory,2,"Laboratory course investigates application of quantitative analytical techniques. Experiments incorporate methods commonly used in industrial chemical, biological, or environmental laboratory settings. Students are expected to be able to determine the quality of their own work as well as the work of their peers. Techniques emphasized include chemical, separation, and spectroscopic methods. Two three-hour laboratory periods are scheduled each week. This course is offered every other year as needed. A course fee may apply."
CHE 321,Quantitative Chemical Analysis,2,"This course is the lecture portion of a laboratory-based course that is required of medical technology majors. A survey of the field of analytical chemistry and a detailed investigation of the standard methods of quantitative determinations are presented in this course. Coverage areas include statistical treatment of data, titrimetry, gravimetric, electrochemical, spectrochemical, and chromatographic methods. Two lectures are scheduled each week. This course is offered every other year as needed."
CHE 312L,Organic Chemistry II Laboratory,1,Laboratory course further investigates the properties and reactions discussed in lecture. Spectroscopic methods commonly used in organic chemistry are used for characterizing and identifying reaction products. Students are also introduced to an overview of functional group identification using organic qualitative analysis. One three-hour laboratory is scheduled each week. This course is offered in spring semesters. A course fee may apply.
CHE 312,Organic Chemistry II,3,"A continuation of CHE 311, the course is required for students majoring in the sciences. Coverage includes investigating the structure, properties, reactions, synthesis, and spectroscopy of aromatic hydrocarbons, and the functional groups found in organic chemistry. There are three lectures scheduled each week. This course is offered in spring semesters."
CHE 311L,Organic Chemistry I Laboratory,1,Students are introduced to fundamental techniques used in the synthesis and characterization of organic compounds. Students gain hands-on experience in the application of processes/reactions discussed in lecture. One three-hour laboratory period is scheduled each week. This course is offered in fall semesters. A course fee may apply.
CHE 311,Organic Chemistry I,3,"This course is required for students majoring in the sciences. It is the first part of a two-semester sequence that explores the fundamentals of organic chemistry. Coverage topics include evaluation of structure, properties, reactions, and synthesis of saturated and unsaturated hydrocarbons, an introduction to stereochemistry and spectroscopy. Three lectures are scheduled each week. This course is offered in fall semesters."
CHE 124L,General Chemistry II Laboratory,1,"This laboratory course introduces students to fundamental chemical, separation, and spectroscopic techniques. An introduction to qualitative analysis provides students with additional opportunities to work with unknown substances and determine their composition. There is one three-hour laboratory scheduled each week. This course is offered in spring semesters. A course fee may apply."
CHE 123L,General Chemistry I Laboratory,1,This is a laboratory course designed to provide students with hands-on experience in the application of the fundamentals covered in lecture. There is one three-hour laboratory scheduled each week. This course is offered in fall semesters. A course fee may apply.
BIO 498,Senior Seminar in Biology: Conducting Research,3,"This course is designed for senior biology majors to conduct research. Students will carry out a research project of their own design. Specifically, students will conduct experiments, write up the results of those experiments, write up the conclusions based on those results, and present the results and conclusions of the project in both written and oral formats. Students will work under the supervision of a department scientist who will act as a mentor and a guide. This is the capstone course in biology. This course is offered in fall and spring semesters. A course fee may apply."
CHE 124,General Chemistry II,3,"The second part of a two-semester fundamentals sequence, CHE 124 is required for students majoring in the sciences. Coverage includes phases of matter, properties of solutions, reaction kinetics, chemical equilibrium, acids and bases, reaction thermodynamics, electrochemistry, and nuclear chemistry. Three hours of lecture are scheduled each week. This course is offered in spring semesters."
CHE 123,General Chemistry I,3,"This course is required for students majoring in the sciences. It is the first half of a two-part fundamentals course that emphasizes atomic and molecular structure, the periodic law, gas laws, mass and energy relationships, and chemical bonding. Three hours of lecture are scheduled each week. This course is offered in fall semesters."
CHE 100-400,Special Topics,1-3,A variable-content course in chemistry that is designed for a specific class level: freshman (100) through senior (400). Topic is announced in advance of registration. Offered as needed.
BIO 445,Evolution,3,"This course will explore the origins of biological diversity. Major topics covered will include the molecular mechanisms of evolutionary change, developmental biology, natural selection, the consequences of sexual reproduction, evidence for evolution, and phylogenetics. Particular emphasis will be placed on discussion of current research in evolutionary biology. This course is offered every other year in spring semesters."
BIO 440,Cancer Biology,3,"This course is an in-depth study of the biology of cancer with particular emphasis on the signaling pathways involved in driving tumorigenesis, angiogenesis and invasion/metastasis. Discussions on novel treatments and therapies will also be included."
BIO 435,Community Ecology,3,"In this course, students will study ecology from the perspective of interacting populations. Topics will include competition, predation, succession, island biogeography, niches, food web theory, and diversity."
CHE 330L,Environmental Chemistry Lab,1,"Students are introduced to fundamental techniques used in sample collection, storage, and analysis. Students gain hands-on experience in how the analyses discussed in lecture can be conducted. One three hour laboratory period is scheduled each week. This course is offered once yearly. A course fee may apply."
COM 209,Programming in Java,3,"Java is a modern object-oriented programming language widely used to develop Web-based applications. This course will introduce the student to object-oriented programming using Java, and the development of interactive applications and applets. Course fee may apply."
CRM 123,Introduction to Law and the Legal System,3,"This course is an introductory survey of the history, structures, and processes of the U.S. legal system. It is designed to be taken as a first University-level course in law and should precede more specialized courses such as criminal, business, or constitutional law. Covered are basic legal concepts such as due process, the structure of the U.S. court system, and the major subdivisions of law such as civil procedure, criminal procedure, and the law of torts. The role of law in society, the analysis of judicial reasoning, and the application of legal concepts to factual situations are stressed. Offered annually."
CRM 367,International Sex Trafficking of Women and Children,3,"This course will examine the existing scholarly research available on the international sex trafficking of women and children. It will also review what is presently being done by law enforcement agencies around the world to cope with the problem. It will consider the psychological and physical impact these crimes have upon the victims, as well as the efforts by mental health workers to assist them. Finally, it will examine the efforts of both governmental and non-governmental agencies throughout the world to address the problem of sex trafficking of women and children."
CRM 365,Local Response to Terrorism,3,This course provides a comprehensive overview of the need to plan for the possibility of a terrorist event on the local level. A terrorist event could take place that restricts or retards the state and federal government's response to a local community. The course will give the student the tools needed to prepare a local agency for immediate response to an event in his or her community. The course will give an introduction to the National Incident Management System and will provide the student with the information necessary to ensure local government compliance with federal law.
CRM 363,Exploitable Weaknesses in Terrorist Organizations,3,"This course provides a comprehensive overview of international and domestic terrorism, arising from either religious or secular roots. It will examine the historical and philosophical underpinnings of terrorism in general and identified terrorist organizations in particular. The course will examine exploitable weaknesses of terrorists; terrorist typology; human factors as applied to terrorists; modus vivendi of terrorists; conspiratorial association theorems; weaknesses of terrorist groups; and proactive measures in support of terrorist investigations. The course will address current efforts in counter-terrorism, with special emphasis on the federal and state responses. As a criminal justice course, this study will consist of a hybrid of historical and political information and current, relevant information on counter-terrorism objectives and methods."
CRM 361,Legal Issues in Counter-Terrorism,3,"This course provides a comprehensive overview of legal issues attendant to international terrorism. In particular, students will examine the ""War on Terror"" and the tension between approaches based on criminal law enforcement versus a military or warrior basis. A special emphasis will be placed on the interrelationship between United States law and international law and agreements. The course will address current efforts in counter-terrorism, with special emphasis on recent federal prosecutions for terrorist acts or aiding terrorist organizations. As a criminal justice course, this study will include historical and political information and current, relevant information on counter-terrorism objectives and methods."
CRM 350,Criminal Justice Ethics,3,"This course is designed to be a comprehensive overview of ethics in the field of criminal justice. This course will address ethical issues that may arise in the criminal justice profession. Through lecture, class discussion, and exercises, the student will develop a better understanding of the moral and ethical dilemmas confronting criminal justice practitioners and how these dilemmas may be successfully resolved."
CRM 355,Stress Management in Law Enforcement,3,"This course will examine all aspects of police stress and be of considerable value to three different groups; first, police administrators who must deal with the negative effects of stress on their officers; second, police officers who work on the streets and are regularly exposed to violence, cruelty and aggression; third students who are considering careers in law enforcement. The specific recommendations will be set forth on how to identify the early signs of stress and what police departments can do to effectively intervene and treat officers who experience high levels of stress, especially post-traumatic stress disorder."
CRM 351,Forensic Photography,3,"This course is a comprehensive overview of crime scene photography principles and applications. The course will cover camera operation utilizing digital format, light exposure and the use of flash to capture images that will meet legal challenges in court. The student will use a 35 mm digital single lens reflex camera (DSLR) with manual exposure control capability that is used in forensic photography. The student will be exposed to on demand on camera functions, basic photograph principles and specialized techniques. The student who successfully completes this course will obtain a working knowledge of forensics photography and an introduction to basic crime scene photography skills."
CRM 343,Bodily Fluids as Evidence,3,"This course covers the value of body fluids found at the crime scene, the interpretation of their patterns, and methods used to locate them. The successful student will understand the science of blood stain interpretation; presumptive testing of seminal fluid and blood; the various flight characteristics of blood and the use of trigonometry to determine angles of impact and the origin of stain patterns; the chemicals associated with the location of visible and invisible stain patterns produced from body fluids; the chemical reactions associated with these and other chemicals used in connection with body fluid processing; the scientific limitations relevant to courtroom testimony on such topics as blood stain interpretation, antigen-antibody reactions, and presumptive blood and presumptive seminal fluid testing; and the history of DNA analysis and its modern-day evidentiary value."
CRM 344,Scientific Writing and Courtroom Testimony,3,"This course is designed to teach the effective writing and courtroom presentation of scientific reports related to the investigation of crime scenes. Successful completion of this course will result in competently writing crime scene investigation reports and the ability to effectively present and defend investigative findings in the course setting. Further, the student will be aware of and understand the fundamental court opinions that influence the presentation of crime scene investigation findings. Part of the course experience will involve practicing professional and effective court presentations."
CRM 342,Evidence Collection and Preservation,3,"This course covers the methods associated with evidence collection and preservation of evidence. Upon successful completion, the student will be competent in the recording of the crime scene through photography and videotaping as one of the many methods of preserving evidence; the use of the many evidence development and recovery kits; the use of light energy to locate invisible trace materials; crime scene safety; the presentation of scientifically sound information in the courtroom; and the correct methods to collect questioned, known, and control samples related to hair standards, DNA, soil, fire debris, accelerants, and biological fluids."
CRM 341,History and Science of Criminal Identification,3,"The focus of this course is the science and history of fingerprint analysis to aid in the detection and prosecution of criminal offenders. Upon successful completion of this course, the student will understand the biology of human epidermal and dermal skin layers to include the formation of pores and the organic and inorganic materials that are commonly found in fingerprint residues; the proper recording and comparison of prints; the many basic and advanced scientific methods currently being employed to develop fingerprints; the development of the print through chemical reaction, chemical absorption, luminescence, or physical attraction; the physics of light energy and its use as a print development method; and the many chemical reactions that produce the developed print."
CRM 335,Serial Killer and Mass Murders Myth or Reality,3,"This course will highlight the differences between three (3) categories of killers, Serial killers, Spree Killers and Mass Murderers. Throughout this course we will discuss the identification, investigation and apprehension of these killers. We will discuss the techniques that should be used and incorporated when involved in these types of cases."
CRM 332,Terrorism,3,"This course provides a comprehensive overview of international and domestic terrorism, arising from either religious or secular roots. It will examine the historical and philosophical underpinnings of terrorism in general and identified terrorist organizations in particular. A special emphasis will be on the impact of weapons of mass destruction—e.g., nuclear/radiological, biological, and chemical means—on the changing face of terrorism throughout the world."
CRM 331,White-Collar Crime,3,"This course is designed to be a comprehensive overview of the white-collar crime phenomenon, including its history, components, causes, and domestic and international reach. The course also addresses white-collar law enforcement systems and white-collar high-tech crimes, and contrasts and compares white-collar crime with organized crime."
CRM 333,Violent Crime,3,"This course is a comprehensive overview of the problems and types of violent crime occurring in the United States. Course analysis includes youth gang violence, serial homicide, mass murder, domestic violence, and sexual battery in contemporary society. The nature and extent of these deviant acts along with official reports and surveys that provide measurement techniques of violent crime will be detailed. Included will be coverage of law enforcement, prosecution, and correctional efforts aimed at curtailing violent crime."
CRM 330,Organized Crime,3,"This course presents a comprehensive overview of the history and current activities of organized crime groups in the United States. An international perspective is taken, and there is strong emphasis on law enforcement, prosecution, and public policy considerations."
CRM 328,"Drugs, Society, and Human Behavior",3,"An interdisciplinary examination of the nature of commonly used psychoactive substances with the human nervous system. Included are the history and patterns of their use, as well as the medical, legal, psychological, and sociological consequences of their abuse. Current practices and strategies for drug education and treatment are covered. Offered spring semester."
EDU 304,Human Exceptionalities in the Classroom,3,"This course offers secondary education students a multidisciplinary view of student exceptionalities and the benefits of inclusion for ALL students. This course provides a basic understanding of the foundations of special education, including the historical education and legal reforms that have impacted the field of special education. The learning/social characteristics and strategies for accommodations/modifications for students with exceptionalities are highlighted using recently professionally published articles and case studies. Secondary education students are exposed to the three tiers of RtI used for learning acquisition and behavior management. Topics elaborately discussed in this course include Response to Intervention, IEP, student accommodations and modification, learning and social characteristics of students with exceptionalities and diversity."
EME 330,Terrorism and Emergency Management,3,"This course provides an overview of domestic and international terrorism, and how associated threats and risks impact both homeland security and emergency management. The course will examine topics such as terrorist groups and their methods, counter-terrorism measures, critical infrastructure protection, border security issues, as well as legal and political responses to the terrorist threat. Case studies will be used to illustrate the challenges facing all levels of government and the private sector in responding to various terrorist threats, and to identify best practices in the field. The course will emphasize the importance of applying a comprehensive emergency management framework to terrorism."
EME 325,Social Impact of Disasters,3,"This course explores the social impact that disasters have on individuals, families, organizations, and communities. Disaster case studies will be used to identify various aspects of social vulnerability, to include the social, political, and economic impact that this has had on communities over the years. Students will examine various topics such as socially vulnerable groups, how these groups have been impacted by disaster, community responses to disaster, the role of NGOs in times of crisis, as well as societal expectations of government. The course will help students to understand the importance of building capacity and community resilience."
EME 320,Fire Prevention Organization and Management,3,"This course will introduce students to various concepts, principles, and methods for the effective leadership of comprehensive fire-prevention and risk-reduction programs. Students will examine policies, procedures, and outcomes of successful fire-prevention efforts, and explore historical events and their influence on fire prevention. The course will also provide an overview of applicable local, State, and federal resources."
EME 310,Disaster Response and Recovery,3,"This course will explore various principles and practices related to disaster response and recovery operations. Students will examine the nature, prevalence, and consequences of disasters, as well as hazard types and their interaction with each other. The course will also explore the role and responsibilities of local, State, and federal government agencies, NGOs, and citizen volunteers, and why coordination and collaboration is essential for achieving success. Various approaches to response and recovery operations will be examined, to include strategies and programs for facilitating mitigation."
EME 315,Interagency Disaster Management,3,"This course will examine various disaster events to illustrate the high levels of communication, coordination, and collaboration that are necessary among responding agencies when disaster strikes. The course will explore the guiding principles, strategies, operating structures, and technologies in place for effective disaster management, as well as the roles and responsibilities of disaster participants. Through the use of case studies and in-class exercises, students will examine the National Incident Management System, the National Response Framework, the Incident Command System, and other guidance and policy documents. Students will also assess potential issues with interagency disaster response, and identify applicable leadership and management interventions to solve problems."
EME 225,Principles of Fire and Emergency Services,3,"This course provides an overview of fire protection and emergency services. Students will examine career opportunities in fire protection and related fields; fire loss analysis, the culture and history of emergency services; the organization and function of public and private fire protection services; fire departments as part of local government; laws and regulations affecting the fire service; fire service nomenclature; specific fire protection functions; basic fire chemistry and physics; introduction to fire protection systems; introduction to fire strategy and tactics, and; life safety initiatives."
EME 220,Community Risk Reduction for Fire and Emergency Services,3,"This course provides a theoretical framework for the understanding of the ethical, sociological, organizational, political, and legal components of community risk reduction. Students will identify and develop community risk reduction intervention strategies and examine various methods for the development of a comprehensive community risk reduction plan."
EME 215,"Hazard Identification, Vulnerability Analysis and Mitigation",3,"This course explores various natural and human-made hazards, how hazards differ from disasters, and the types of costs associated with disasters. Students will identify the role of federal, State, and local government in mitigating hazards, and how the private sector can contribute to building community resilience. Students will examine the process of identifying hazards and assessing vulnerability, explain various mitigation tools and techniques, and assess strategies for reducing vulnerability. Students will also understand the importance of building a ""Whole Community"" coalition for building a culture of disaster resilience."
EME 210,Emergency Management Planning,3,
EDU 498,Final Internship & Seminar: Service,3,"This is the culminating, full-time, classroom teaching experience, under the supervision of a qualified mentor teacher and a university supervisor. Final interns will apply the knowledge and skills acquired in their course work and previous practicum experiences in preparation for a career as a professional educator. The final internship requires a time block coinciding with the daily schedule of the mentor teacher, approximately 20 hours for the duration of the university semester. The internship is open only to seniors who have applied and been approved for student teaching through the Education Department. This is a pass/fail course."
EME 201,Principles and Practices of Emergency Management,3,"An examination of the principles and practices of emergency management, to include the history and evolution of the profession. Students will explore the nature and organization of emergency management systems in the public and private sectors and understand the various phases of emergency management. The course will also examine the political issues and legal framework impacting the field, as well as existing relationships between local, State, and federal governments and agencies."
EDU 480,Internship,9,"This is the culminating, full-time, classroom teaching experience, under the supervision of a qualified mentor teacher and a university supervisor. Final interns will apply the knowledge and skills acquired in their course work and previous practicum experiences in preparation for a career as a professional educator. The final internship requires a time block coinciding with the daily schedule of the mentor teacher, approximately 7.5 hours each weekday, for the duration of the university semester. The internship is open only to seniors who have applied and been approved for student teaching through the Education Department. This is a pass/fail course."
EDU 481,Seminar: Final Internship--Synthesis,3,
EDU 462,Seminar 3: Integration,3,"This course integrates best practices related to creating welcoming classroom environments to optimize learning. Students will explore aspects of culturally responsive teaching as it relates to pedagogy, technology, resources and classroom management. Students will deepen their knowledge of the various diversities within classroom settings (ethnic, socioeconomic, linguistic, religious, gender, physical and academic) while developing dispositions that embrace diversity and model openness to all students and their unique experiences. Emphasis will be on cooperative learning and inclusive thematic planning. Extensive professor feedback characterizes this course."
EDU 465,Instructional Strategies for Teaching Diverse and Exceptional Learners,3,"This course presents the practical application of K-12 instructional strategies for working with students identified as exceptional learners. Students will learn to apply accommodations as identified in K-12 student IEPs, differentiate instruction for K-12 students with specific learning disabilities / disorder and monitor student progress during interventions. Furthermore, students will retrieve RtI data and use it to develop interventions for student success."
EDU 470/471,Practicum III Middle/Secondary Schools Practicum and Seminar,3,"This two-credit seminar and one-credit practicum provide students with opportunities to further explore teaching strategies and methods as well as to gain more experience in real-world classrooms. Students engage in seminar discussions based on their observations and experiences in their practicum placement. Students engage in the reflective-action process as a basis for professional growth and development. Emphasis will be placed on planning effective lessons and meeting the needs of diverse learners. English specialization middle and secondary grades majors will be assigned to a field placement where they work with ESOL students and are under the supervision of an ESOL-endorsed teacher. In this culminating practicum, students will fulfill the requirements of Competency 5 of the Florida Department of Education's Reading Endorsement and demonstrate knowledge of the components of reading, as well as assessments and data analysis, to implement a comprehensive research-based reading plan of instruction. The practicum, EDU 470, is a pass/fail course."
EDU 458,Assessing and Differentiating Reading Instruction,,"This course provides the Middle Grades major the opportunity to administer and interpret data to differentiate instruction based on assessments of student learning needs. The pre-service teacher will use a variety of assessment tools to monitor student progress and use data-informed analysis to design lessons to enhance 5-9 students' reading ability. They will identify characteristics of struggling and successful readers, as well as students who are English Language Learners. Pre-service teachers will incorporate the use of various strategies in the design of lessons. Special strategies and use of resources for English language learners are infused throughout. Field experiences required."
EDU 454,Social Studies Methods in the Middle and Secondary School,3,"This course focuses on the knowledge, skills, and instructional methods needed to teach Social Studies in the secondary schools. Students will review the Florida State Standards in history, geography, civics, and economics as well as pro-social and multicultural education for grades 5-12. Students will also apply knowledge of ESOL Standards and the Accomplished Practices as they plan and teach lessons and design a multicultural/social studies thematic unit. Students will implement the lessons created while in the practicum ("
EDU 453,Science Methods in the Middle and Secondary School,3,This course explores the methods and problems in the Florida State Standards for Florida grades 5-12 students. Students will learn how to plan and implement lessons for a diverse classroom with a focus on using inquiry-based learning. Students will implement the lessons created in class while in the practicum (
EDU 428,21st Century Implications for Education,3,"This course for the teacher education programs provides the student with the knowledge of the organization of the education system and its impact on curriculum, its historical antecedents and influence on democratic values, and the major philosophies and their impact on educational decisions. Finance issues, current issues/trends in structures and policies, and legal rights and responsibilities of students and teachers, including ethical responsibilities, are also included."
EDU 436,Teaching Writing Across the Curriculum,3,"This course explores writing across the curriculum as a tool for learning for students in grades 5-12. Topics include writing as a process; writing in content areas; types of writing; writing workshops; assessing student writing; rubrics; and using peer feedback. It is a required course for all Middle Grades and Secondary Education majors, all content specializations."
EDU 450/455,Practicum II Middle/Secondary School Practicum and Seminar,2,. Students are required to spend one full day or two half days per week in a middle or secondary school classroom of their discipline under the guidance of a clinically trained mentor-teacher and supervised by a University supervisor. They are expected to help with all aspects of a typical classroom and teach lessons as appropriate to their readiness and course requirements. Placement and supervision will be arranged through the field placement officer at University Campus or the Center. EDU 450 is a pass/fail course.
EDU 452,Mathematics Methods in the Middle and Secondary School,3,This course explores the methods and problems in the teaching of mathematics in grades 5-12. Students will learn innovative ways of instruction for teaching middle/secondary school students. They will learn the standards of curriculum as listed in the Principals and Standards for School Mathematics as well as the requirements listed in the Florida State Standards for Florida. Students will learn how to plan and implement lessons for a diverse classroom with a focus on using manipulatives. Accommodations and applications for teaching math content to English language learners are also included. The student will implement the lessons created in class while in the practicum (
EDU 427,Educational Assessment,3,"This course builds on assessment introduced in earlier methods courses and practica. Topics include basic concepts in data analysis for teachers, standardized measures and instructional/assessment design, performance assessment tasks and rubrics, reliability, validity, bias, and statistical measures in testing. Reflective assessment, data evaluation and decision making, and strategies for English language learners are infused in course topics and assignments."
EDU 451,English/Language Arts Methods in the Middle and Secondary School,3,"This course explores the methods and challenges of teaching the English language arts in grades 5-12. Topics include lesson planning, the Florida Curriculum Framework, Next Generation Sunshine State Standards, student-centered classrooms, fostering positive classroom communities, strategies for developing lifelong readers, facilitating class discussions, questioning strategies, authentic assessment, technological resources for middle school/secondary teachers, and reflective practice. Students will implement the lessons created in class while in the practicum ("
FAS 302,Practical Skills in Theatre,1,Course designed to provide the student with a transferable skill valuable in a variety of careers.
FAS 247,Theatre History I,3,
FAS 301,Practical Skills in Theatre,1,Course designed to provide the student with a transferable skill valuable in a variety of careers.
FAS 238,Directing,3,"Basic principles of directing open to all majors. Emphasizes the director's artistic and collaborative responsibility for script analysis, blocking, intuitive movement, set design, and lighting design."
FAS 237,Introduction to Scenography,3,"Introduction to the art, theory, and practice of scenic design. Topics include color theory, visual imagery, scenographic imagination, and the practical communication of ideas through renderings, drawings, and models."
FAS 230,Theatre Practicum I,1,Provides students an opportunity to contribute to the technical aspects of a mainstage production of a full-length play. May be repeated for credit.
FAS 227,Acting II Scene Study,3,"This course utilizes objective-driven acting technique to scene work to improve each actor's ability to work with scene partners to bring about realistic, emotional scenes. This course proposes practical solutions to balancing preproduction script analysis and spontaneous, moment-to-moment discoveries in performance using the actor's mind, intuition, and physicality. Course concepts are applied to an intensive scene study, primarily in contemporary theatrical literature"
FAS 228,Movement I,3,Theory and practice in movement for the actor to facilitate efficiency of movement patterns and development of characterization skills. Focus is on Laban and Viewpoints training.
FAS 202,Practical Skills in Theatre,1,Course designed to provide the student with a transferable skill valuable in a variety of careers.
FAS 147,Script Analysis,3,"This course covers analysis of the dramatic text. Study will focus on the forms, styles, and structures of various dramatic pieces and genres."
FAS 201,Practical Skills in Theatre,1,Course designed to provide the student with a transferable skill valuable in a variety of careers.
FAS 127,Acting,3,"Basic principles of acting open to all majors, including students with no theatre experience. There will be a study and practice of the stylized tradition and the method tradition."
FAS 110CL,UE: Living the Theatre: Dramatic Skills for all Disciplines,3,"If ""all the world is a stage,"" then everyone can benefit from the skills learned in the theatre. Theatre is a collaborative art form that calls on people with a wide range of skills and abilities to work together to create something special. Through active participation, students will learn the basic principles of performance, design, and operations alongside readings from selected works of noted playwrights and theatre practitioners. By working and studying in such an environment, students learn the applicability of theatre practitioners' skills to life in the theatre and beyond."
FAS 102,Practical Skills in Theatre,1,Course designed to provide the student with a transferable skill valuable in a variety of careers.
FAS 137,Stagecraft,3,"Execution of the technical elements of theatrical production, including lighting, scenery, audio, costumes, and makeup."
FAS 101,Practical Skills in Theatre,1,Course designed to provide the student with a transferable skill valuable in a variety of careers.
FAS 100-400,Special Topics,1-3,A variable-content course in fine arts that is designed for a specific class level: freshman (100) through senior (400). Topic is announced in advance of registration.
FIN 450,Applied Finance,,"This course exposes students to the practical aspects of financial decision-making in a wide range of contexts. Theory and knowledge obtained from previous courses (i.e., Finance for Managers, Investment and Portfolio Management, Financial Planning and Wealth Management, and International Finance) will be leveraged to analyze case studies. The subject adopts a hands-on approach, exposing students to real data and the imperfections of the real world. Students will hone their decision-making skills in personal wealth management, investment management, risk management, corporate investment, corporate financing, capital structure, and business valuation."
FIN 430,Financial Planning,3,"A survey of personal financial planning and wealth management, which includes insurance and risk management, investments, income tax planning, retirement planning and estate planning. Opportunities will be provided to learn financial planning strategies, to develop research techniques and methods of analysis in the personal financial planning process. This course, which will follow the general approach used in the Certified Financial Planner (CFP®) candidate training program and is appropriate for anyone contemplating a career as an investment professional, financial planner, or investment advisor."
FIN 410,Investment and Portfolio Management,3,"Successful portfolio management requires the development of a broad array of quantitative and qualitative skills, involving an analysis of both the investment instruments available in the capital markets and the objectives and constraints of the intended investor. The purpose of this course is to acquaint the student with conventional and state-of-the-art tools currently employed in the asset management industry. Through a series of lectures, projects, and case analyses we will examine the process of creating, maintaining, and evaluating the performance of profitable investment portfolios. This course, which will follow the general approach used in the Chartered Financial Analyst (CFA) candidate training program, is appropriate for anyone contemplating a career as an investment professional, portfolio manager, or security analyst."
