code,title,credits,description
BIB 2323,General Epistles,3,"An exegetical study of Hebrews, James, 1 and 2 Peter, 
and Jude giving attention to the genre, theology, and 
application of each book. (Prerequisite: REL 1153)"
BIB 2333,Pastoral and Thessalonian Epistles,3,"An exegetical study of 1 and 2 Thessalonians, 1 and 2 
Timothy and Titus that examines Paul’s instruction and 
encouragement to his two associates in Ephesus and Crete 
and the church in Thessalonica. (Prerequisite: REL 1153)"
BIB 3233,Biblical Principles of Worship,3,"An examination of the concept of worship in light of 
the biblical narrative, and the resulting theological, 
philosophical, and practical implications for life and ministry 
in contemporary culture."
BIB 3313,Corinthian Correspondence,3,"An exegetical study of Paul’s letters to the church at 
Corinth including an introduction to the historical contexts 
and archaeology of this influential city. The pneumatological 
sections receive special attention highlighting their 

contribution to Pauline pneumatology. (Prerequisite: BIB 
2213 and REL 1153)"
BIB 3343,Romans and Galatians,3,"An exegetical study of Romans and Galatians emphasizing 
Paul’s distinctive teaching of justification by grace through 
faith and sanctification by the Holy Spirit. (Prerequisites: BIB 
2213 and REL 1153)"
BIB 3413,Prophetic Literature,3,"A study of the history and messages of the Old 
Testament prophets. The course includes the exegesis 
of selected passages from the Major and Minor prophets. 
(Prerequisites: BIB 2213, REL 1163)"
BIB 3423,Poetical and Wisdom Literature,3,"A study of the books of Job, Psalms, Proverbs, Ecclesiastes, 
Song of Solomon, and Lamentations highlighting the 
poetic and literary characteristics unique to each genre. 
The theological content of each book is studied providing 
specific applications for faith and conduct. (Prerequisites:"
BIB 2213,and REL 1BIB 3433 Hebrews,3,"An exegetical study of Hebrews accentuates the 
supremacy of Christ as the fulfillment of God’s redemptive 
plan. (Prerequisites: BIB 2213 and REL 1BIB 3473 Literary Study of the Bible                              
3 Hours  
This course is designed to develop an appreciation for the 
artistry and beauty of the literature of the Bible. Emphasis 
will be placed upon the various literary genres, such as 
heroic narrative, epic, tragedy, lyric poetry, and pastoral 
romance. This approach complements historical and 
theological approaches to the study of the Scriptures. 
(Same as ENG 3473)"
BIB 3483,Hermeneutics,3,"A study of the crucial importance of sound Bible 
interpretation for the ongoing process of teaching and 
preaching, including the history, science, principles, and 
practices of biblical interpretation. The classroom becomes 
a laboratory where the student, by using selected genre, 
is trained to discover the true meaning of the biblical 
passages by applying correct principles and using proper 
tools. (Prerequisite: BIB 2213)"
BIB 4133,Seminar in the Old Testament,3,"An advanced exegetical study of an Old Testament book or 
theological theme. This course may be repeated provided 
the topic matter is distinct."
BIB 4143,Seminar in the New Testament,3,"An advanced exegetical study of a New Testament book or 
theological theme. This course may be repeated provided 
the topic matter is distinct."
BIB 4150,Senior Paper,0,"The senior paper represents the culmination of the 
student’s biblical and theological training. The choice of a 
topic must be made in consultation with the Department of 
Bible and Theology and an advisor will be assigned to the 
student to guide during the writing process. The course 
must be taken during the first semester of the senior year. 
(This course is available only to Bible and Theology majors.)"
BIB 4443,Synoptic Gospels,3,"A study of the life, ministry, and teachings of Jesus as 
recorded by Matthew, Mark and Luke. The common and 
distinctive characteristics and theology of each gospel will 
be evaluated. An overview of each book will be presented 
giving attention to its structure and dominant themes. 
Principles for the effective interpretation of the gospels are 
considered. (Prerequisites: BIB 2213 and REL 1153)"
BIB 4453,Johannine Literature,3,"An exegetical study of the Gospel and Epistles of John 
emphasizing central theological themes including John’s 
contribution to Christology. (Prerequisites: BIB 2213 and"
BIB 4513,Apocalyptic Literature,3,"An exegetical study of Daniel and Revelation and other 
apocalyptic passages of Scripture. The characteristics of 
apocalyptic literature and the canons of interpretation that 
apply to this genre will be examined. (Prerequisites: BIB 
2213, REL 1BIBLICAL LANGUAGES"
GRK 3113,Biblical Greek 1,3,"A beginning course in Greek designed to prepare the 
student for elementary translation in the New Testament. 
The student will begin to build an essential vocabulary 
necessary for translation of the New Testament. 
(Prerequisite: ENG 1123 or High Entrance Exam)"
GRK 3123,Biblical Greek 2,3,"A continuation of GRK 3113 that will continue to build 
knowledge and skill level for translation and exegesis of 
the New Testament. (Prerequisite: GRK 3113 or equivalent)"
GRK 4113,Intermediate Greek I,3,"An advanced study in biblical Greek. An inductive study of 
the various portions of the Greek New Testament to extend 
the student’s knowledge of grammar, syntax, vocabulary 
and translation skills. (Prerequisite: GRK 3123)(Replaced by"
GRK 4123,Intermediate Greek II,3,"A continuation of GRK 4113. An inductive study of the 
various genre of the Greek New Testament with emphasis 
on exegesis and textual criticism. (Prerequisite: GRK 4113)
(Replaced by GRK 4223)"
GRK 4213,Greek Reading and Exegesis 1,3,"An inductive study of selections from the Greek New 
Testament, to extend the student’s competency in 
grammar, syntax, vocabulary, and translation. (Prerequisite:"
GRK 4223,Greek Reading and Exegesis 2,3,"An inductive study of various genre of the Greek New 
Testament with emphasis on exegesis and use of the 
textual apparatus. (Prerequisite: GRK 4213 or equivalent)"
HEB 3113,Biblical Hebrew 1,3,"A beginning course in Hebrew designed to prepare the 
student for elementary translation in the Old Testament. 
The student will begin to build an essential vocabulary 
necessary for translation of the Old Testament. 
(Prerequisite: ENG 1123 or High Entrance Exam)"
HEB 3123,Biblical Hebrew 2,3,"A continuation of HEB 3113 that will continue to build 
knowledge and skill level for translation and exegesis of 
the Old Testament. (Prerequisite: HEB 3113)"
HEB 4113,Hebrew Reading and Exegesis 1,3,"An inductive study of selections from the Hebrew Old 
Testament to extend the student’s competency in grammar, 
syntax, vocabulary, and translation. (Prerequisite: HEB 3123 
or equivalent)"
HEB 4123,Hebrew Reading and Exegesis 2,3,"An inductive study of various genre of the Hebrew Old 
Testament with emphasis on exegesis and use of the 
textual apparatus. (Prerequisite: HEB 4113 or equivalent)
BUSINESS"
ACC 2213,Principles of Financial Accounting,3,"Accounting principles and procedures essential to the 
preparation of financial statements are developed with 
emphasis on their form, relationship, and presentation. 
Introduction to accounting principles for sole 
proprietorships, partnerships, and corporations. Use of 
accounting systems and application of valuation principles 
to assets, liabilities, equity, revenues, and expenses."
ACC 2223,Principles of Managerial Accounting,3,"A continuation of ACC 2213. The course emphasizes the 
measurement and analysis of accounting information as 
a prerequisite for managerial decision making. Special 
attention is given to the use of cost data, budgetary 
controls, cost-volume-profit relationships in business 
decisions and analysis and interpretation of financial 
reports for use by creditors, investors, and management. 
(Prerequisite: ACC 2213)"
ACC 3343,Intermediate Accounting I,3,"A systematic study of intermediate accounting theory 
and practice. The development of accounting theory 
and processes are reviewed and financial statement 
relationships are studied. A methodical in-depth 
examination of all of the major balance sheet classification 
and account groupings follows. This course includes 
coverage of the official pronouncements of the FASB and 
other preceding AICPA bodies. (Prerequisite: ACC 2213)"
ACC 3353,Intermediate Accounting II,3,"A continuation of the study of intermediate accounting 
theory with a methodical examination of the major balance 
sheet classifications and account groupings. The course 
concludes with specialized topics of relevant interest to the 
intermediate student. These topics include: income taxes, 
inflation and its impact on financial statements, accounting 
changes, statement of changes in financial position and 
analysis of financial statements. (Prerequisites: ACC 2213,"
ACC 4433,Managerial Cost Accounting,3,"An analysis of basic cost relationships which include 
standard costing techniques, variance analysis, CVP 
analysis and the design of cost systems. Inventory planning 
and control techniques are studied. The income effects of 
alternative product costing methods are compared. A timely 
and relevant course for both the accountant who records 
and reports costs and the manager who receives and 
analyzes this information. (Prerequisite: ACC 2213)"
ACC 4443,Income Tax Accounting,3,"A study of personal income tax rules and regulations 
together with their application to specific taxpayer 
situations. A brief comparison of some basic differences 
between personal and corporate income tax regulations is 
also presented. Tax reference services will be introduced 
in the course, and students will be required to demonstrate 
some proficiency in their use. (Prerequisite: ACC 2213)"
ACC 4453,Auditing,3,"The course is designed to acquaint the student with the 
theoretical knowledge to successfully perform the attest 
function. Problems and case studies are used to grant the 
student practical exposure to the process since actual 
records are not available. (Prerequisite: ACC 2213)"
ACC 4483,Advanced Accounting,3,"This course completes the study of financial accounting 
theory. A variety of advanced topics are covered in depth. 
These topics include: business combinations, consolidated 
financial statements, partnerships accounting, not-for-profit 
accounting, fiduciary accounting and advanced financial 
statement presentation. (Prerequisite: ACC 3353)"
ACC 4591,Accounting Internship,1,"Internship experience in an organization emphasizing 
accounting practices in any of several fields, such as 
financial analysis, auditing, taxation processes, accounts 
receivable/payable, cost accounting, business finance, etc. 
120 hours are required for this internship. (Prerequisites: 
12 hours of courses in the accounting specialization, 
permission of instructor and Department Chair)"
ACC 4593,Accounting Internship,3,"Internship experience in an organization emphasizing 
accounting practices in any of several fields, such as 
financial analysis, auditing, taxation processes, accounts 
receivable/payable, cost accounting, business finance, etc. 
120 hours are required for this internship. (Prerequisites: 
12 hours of courses in the accounting specialization, 
permission of instructor and Department Chair) (Replaced 
by ACC 4591)"
ACC 4913,Accounting Capstone,3,"Students will select either an onsite internship or capstone 
project in which they will be expected to propose and 
implement business decisions using techniques learned 
during their degree. The capstone course will focus on 
the long-term implications of business planning, strategy 
development, and management of a capstone project. 
(Prerequisite: 12 house of courses in the Accounting 
specialization, permission of instructor and Department 
Chair.)"
BSM 2113,Introduction to Sport Management,3,"An introductory course emphasizing basic management 
principles as they relate to the business of sports. Students 
are introduced to sports marketing, sports law, sports 
supervision, sports media, sports ethics, and recreational 
sports management. An overview is provided with regard to 
career opportunities in this field."
BSM 3213,Sport Facility and Event Management,3,"This course will examine current industry practices in the 
planning, funding, operations, and supervision of facilities. 
The course will also examine practical aspects of event 
management such as planning, sponsorship, budgeting, 
and evaluation. (Prerequisite: BSM 2113 or concurrent 
enrollment)"
BSM 3253,Sport Marketing and Promotion,3,"Study of the marketing function of the firm and the impact 
of consumer buying behavior. Marketing of sports, teams, 
athletes, sport marketing planning, market segmentation, 
sponsorship, and promotions management are emphasized. 
(Prerequisite: BSM 2113 or concurrent enrollment)"
BSM 4133,Legal Aspects of Sport,3,"This course provides an extensive overview of legal 
principles in collegiate, high school, and amateur 
athletics. Includes introduction to the different fields of 

law and practical legal issues faced by sport managers. 
(Prerequisite: BSM 2113 or concurrent enrollment)"
BSM 4223,Sport Law and Ethics,3,"This course provides an extensive overview of legal principles 
in collegiate, high school, and amateur athletics. Includes an 
introduction to the different fields of law and practical legal 
issues faced by sport managers. Focus on ethics will be 
included throughout the course."
BSM 4323,Sports as Mission,3,"An introductory overview of how the platform of sports is an 
effective aid to communicate cross-culturally and how sport 
can be utilized as a ministry or outreach to spread the Gospel 
in local and international missions."
BSM 4911,Sport Management Internship I,1,"A 120 hour supervised work experience in sports 
management taking place on the college campus working 
with the Athletic Department, Student Activities Director, 
and/or the Intramural Department. (Prerequisites: 12 hours 
of courses in the Business core curriculum, permission of 
instructor and Department Chair)"
BSM 4921,Sport Management Internship II,1,"A 120 hour supervised work experience in sports 
management with an approved organization, school, 
business, or industry within the community. (Prerequisites: 
12 hours of courses in the Sport Management program,"
BSM 4932,Sport Management Internship II,2,"A 120 hour supervised work experience in sports 
management with an approved organization, school, business, 
or industry within the community. (Prerequisites: 12 hours 
of courses in the Sport Management program, BSM 4911, 
permission of instructor and Department Chair)"
BUS 1123,Survey of Economics,3,"This course surveys basic microeconomic and 
macroeconomic principles including market structures, 
supply and demand, competition, government policy 
making, interest rates, and the banking system. Current 
economic problems are identified and analyzed in 
relationship to the basic economic principles explored"
BUS 2253,Business Law I,3,"A study of the U.S. legal system and its application and 
impact upon business/managerial decision-making as well 
as the typical legal issues encountered in the marketplace 
today. The course addresses the U.S. legal system/legal 
procedure, contracts, Uniform Commercial Code (Article 
2), domestic and international sales and lease transactions, 
secured transactions, agency, and ethics."
BUS 2513,Business Technology,3,"This course will prepare students for marketplace ministry 
through the development of job competencies in various 
technology applications. Students will achieve competency 
in a variety of applications such as Microsoft Excel, 
Microsoft Office, Microsoft Word, and others. Course 
content may vary from semester to semester as industry 
standards and certification opportunities become available."
BUS 3123,Project Management,3,"Companies continuously implement more efficient 
processes and launch new products and services. The 
successful management of these projects is critical for 
optimal business operations and growth. In this course, 
students will learn how to link projects to strategic goals, 
build cooperation among cross-functional teams, and 
manage resources within multi-project environments. 
Topics include project selection, leadership for project 
managers, scope management, team building and conflict 
resolution, cost estimation and budgeting, and project 
scheduling. In addition, student learning is aligned with 
the Project Management Body of Knowledge (PMBoK) 
throughout the course, and students will complete a team-
based project to provide practical experience. (Prerequisite:"
BUS 3133,Global Team Leadership,3,"Organizations have expanded globally to remain 
competitive and to expand their product and service 
offerings. To facilitate world-wide expansion, companies 
utilize team leaders to facilitate virtual, cross-functional, and 
multi-national teams of experts. These global team leaders 
must overcome challenges like cultural and linguistic 
differences, the absence of face-to-face communications, 
and barriers to technological availability and usage to 
ensure that the organization’s competitive and expansion 
goals are met. In this course, students will learn how to 
effectively lead virtual teams by overcoming temporal, 
spatial, and cultural challenges. Topics include the stages 
of team development, team facilitation, knowledge 
management, eCommunications, lateral leadership, and 
transformational leadership. In addition, students will 
evaluate real-world case-studies and will participate in 
virtual teams to gain real experience as global team 
members and global team leaders.  
(Prerequisite: MGT 2383)"
BUS 3413,Statistics,3,"A study of basic statistical methods of distributions, central 
tendency, variability, correlation, sampling techniques, and 
hypothesis testing. (Prerequisite: Successful completion of"
BUS 4113,Business Ethics,3,"A study contemporary business issues and dilemmas 
involving personal and corporate ethical practices, values, 
and corporate social responsibility in both the domestic 
and global marketplace using texts and case studies. 
(Prerequisite: Junior or senior class standing in any major/
specialization.)"
BUS 4123,Quality Improvement and  Management,3,"Defective products and non-value adding activities are 
preventable expenses, and they reduce company profits. 
To become a competitive entity within our global business 
environment, companies can reduce their inefficiencies 
by embedding continuous, quality improvement and 
management techniques within the organizational 
culture. In this course, students will learn how to analyze 
processes, measurably solve problems, and implement 
sustainable solutions that reduce defects and improve 
quality within products and services. Topics include global 
competitiveness, change leadership, team management, 
conflict resolution, decision management, and Lean Six 
Sigma. Students will also utilize quality improvement tools 
like voice of the customer (VOC), root cause analysis, and 
affinity diagrams to gain real-world experience with quality 
improvement. (Prerequisite: MGT 2383)"
BUS 4443,Business Finance,3,"A study of financing and investment decisions of the 
financial manager that maximize shareholder wealth. Topics 
include risk and return, interest and time value calculations, 
financial statement analysis, capital budgeting, long-term 
financing, and working capital management. (Prerequisite:"
BUS 4453,International Business,3,"An introduction to essentials of international business. 
Includes topics covering the nature of international 
business, international organizations and monetary 
systems, foreign environments, and special management 
and marketing considerations. (Prerequisite: MGT 2313)"
BUS 4473,Strategy and Policy in Business,3,"Problem analysis and strategic management of today’s 
businesses. The integration of knowledge and application 
of theories across functional areas is stressed. Case 
approach will develop skills of problem identification, 
analysis of alternatives, decision making, and proposal 
presentation. (Prerequisites: ACC 2213 and MGT 2313)"
BUS 4591,Business Administration Internship,1,"Internship experience in an organization emphasizing 
management practices in any of several fields, such as 
managerial decision making, financial analysis, human resources 
management, labor management, supply chain management, 
operations management, organizational change management, 
etc. 120 hours are required for this internship. (Prerequisite:  12 
hours of courses in the business administration specialization, 
permission of instructor and Department Chair)"
BUS 4593,Business Administration Internship,3,"Internship experience in an organization emphasizing 
management practices in any of several fields, such as 
managerial decision making, financial analysis, human 
resources management, labor management, supply chain 
management, operations management, organizational 
change management, etc. 120 hours are required for 
this internship. (Prerequisite:  12 hours of courses in the 
business administration specialization, permission of 
instructor and Department Chair)(Replaced by BUS 4591)"
BUS 4913,Business Administration Capstone,3,"Students will select either an onsite internship or capstone 
project in which they will be expected to propose and 
implement decisions using techniques learned during 
their degree. The capstone course will focus on the long-
term implications of business strategy development, and 
management of a capstone project. (Prerequisites: 12 hours 
of courses in the Business Administration specialization, 
permission of instructor and Department Chair.)"
FIN 2113,Principles of Finance,3,"This course is designed to introduce students from all 
business disciplines to finance and prepare them for more 
in depth study in finance. The objective of this course 
is to provide the student with very basic analytical tools 
necessary to make value-enhancing financial decisions. 
Topics covered in the course include the time value of 
money, risk-return trade-off, valuation of financial assets 
and real assets, and capital structure decisions. At the 
end of this course, students are expected to have a good 
understanding of the basic techniques needed for making 
sound financial decisions."
FIN 3113,Personal Finance,3,"This course is designed to introduce students from all 
disciplines personal finance basics, learn what the Bible 
says about money, and provide each student with the tools 

needed to be a good steward of their finances today and 
in the future. Personal finance provides major benefits 
that help steward financial resources more effectively and 
facilitate an improved standard of living. Specific topics that 
will be covered include: an overview of financial planning, 
economic concepts, goal-settng, cash flow and budgeting, 
credit and debt, insurance (all types), income taxes, 
time value of money, investing, retirement planning and 
principles in financial decision making."
FIN 3213,Entrepreneurial Finance,3,"The major focus in this course is managing the financial 
decisions in a business in the start-up or acquisition phase 
along with maximizing the initial stages of growth. There 
is an emphasis on high growth firms, and the central 
objective is to gain an understanding of how entrepreneurs 
obtain and use financial resources. Additionally, the course 
addresses key questions which challenge all entrepreneurs: 
how much money can and should be raised; when should 
the funds be raised and from whom; what is a reasonable 
valuation of the company; and how funding should be 
structured. The course aims to prepare students for these 
decisions, both as entrepreneurs and venture capitalists. 
Furthermore, students will learn what the Bible says about 
managing business finances and provide each student with 
the tools needed to be a good steward of their finances 
today to create sustainable business ventures."
HRM 3113,Human Resource Management,3,"A study of philosophies and policies of the personnel management 
system: planning and staffing; training and development; 
labor relations; understanding and managing people; financial 
compensation; assessment. (Prerequisite: BSM 2113, MGT 2313)"
HRM 3123,Conflict Resolution for Business Professionals,3,"Students will demonstrate conflict resolution, mediation, 
and arbitration competencies by developing exceptional 
listening and communication skills, distinguishing 
between positive and negative conflicts in the workplace, 
interpreting body language, and utilizing conflict resolution 
best practices to reduce and/or eliminate negative conflict 
in the workplace. Upon successful completion of the 
course, students will receive an industry-recognized Crucial 
Conversations certification."
HRM 4113,Compensation Management,3,"Wage and salary administration in public and private 
organizations; determinants of general wage and salary 
levels and structures; total compensation systems, 
interrelationship among employee performance, intrinsic 
and extrinsic rewards, perceived equitable payments, 
employee satisfaction. (Prerequisite: HRM 3113)"
HRM 4123,Employment Law,3,"A study of the laws relating to employment. Includes 
defining the employer-employee relationship; regulation 
of discriminatory practices in employment (Title VII, the 
1964 Civil Rights Act, and other statutes); regulation of the 
employment environment; and testing and evaluation of 
employee job performance. (Prerequisite: HRM 3113)"
HRM 4133,Human Resource Development,3,"Practical and theoretical approaches to training and 
development of employees in an organization. Topics 
include organization, role and scope, training and 
development functions, philosophies, strategies, need 
analysis, development of program content, methods, 
materials and techniques, and evaluation and control of the 
training and development function. (Prerequisite: HRM 3113)"
HRM 4591,Human Resource Management Internship,1,"Internship experience in an organization emphasizing 
Human Resource Management skills. 120 hours are 
required for this internship. (Prerequisites: 12 hours of HRM 
courses, permission of instructor and Department Chair.)"
HRM 4593,Human Resource Management Internship,3,"Internship experience in an organization emphasizing 
Human Resource Management skills. 120 hours are 
required for this internship. (Prerequisites: 12 hours of HRM 
courses, permission of instructor and Department Chair.)
(Replaced by HRM 4591)"
MGT 2313,Principles of Management,3,"Study of historical and contemporary management theory, 
models, and practices. Includes principles of planning, 
organizing, staffing, leadership, and control. Introduction to 
decision-making processes, styles, and situations. Emphasis 
on development of interpersonal managerial skills through 
student interaction and group activities."
MGT 2383,Management Communications,3,"Study and practice in writing a variety of business 
correspondence, foundations and practice of the elements 
of visual and verbal business communication. (Same as"
MGT 3113,Nonprofit Management,3,"This course deepens student knowledge of nonprofits by 
examining the theoretical and practical aspects of the effective 
leadership and management of nonprofit organizations. 
The course includes the coveted topics of leadership, 
governing boards, accountability, partnerships, volunteerism, 
and fundraising for nonprofit organizations that operate in 
our global world. Video-based and real-world case studies 
from revered nonprofit leaders and organizations, lectures, 
and scholarly materials are utilized to prepare students to 
successfully lead, manage, and overcome key issues and 
sustainability challenges that plague nonprofit organizations."
MGT 3123,Project Management,3,"Companies continuously implement more efficient 
processes and launch new products and services. The 
successful management of these projects is critical for 
optimal business operations and growth. In this course, 
students will learn how to link projects to strategic goals, 
build cooperation among cross-functional teams, and 
manage resources within multi-project environments. 
Topics include project selection, leadership for project 
managers, scope management, team building and conflict 
resolution, cost estimation and budgeting, and project 
scheduling. In addition, student learning is aligned with 
the Project Management Body of Knowledge (PMBoK) 
throughout the course, and students will complete a team-
based project to provide practical experience. (Prerequisite:"
MGT 4113,Organizational Behavior,3,"Analysis of organization in its various forms and the 
influence of environmental forces. Emphasis is placed 
on theoretical concepts, structural design and research 
findings about organizational relationships and effective 
management. (Prerequisite: MGT 2313)"
MGT 4443,Entrepreneurship and Venture Management,3,"Fundamentals of identifying the need for and organizing 
a small business. The role and characteristics of the 
entrepreneur and problems of venture initiation are studied: 
new venture creation and its management through the first 
two or three years of operation. (Prerequisite: MGT 2313)"
MGT 4453,Operations Management,3,"Analysis of the ongoing operations of established 
businesses. Students will be introduced to useful problem-
solving techniques to deal with complex business 
problems. Topics include design and improvement of 
production processes, work measurement and standards, 
quality control, facilities layout, transportation problems, 
budgetary and cost control, inventory management, and 
PERT and critical path methods. (Prerequisite: MGT 2313)"
MGT 4591,Management Internship,1,"Internship experience in an organization emphasizing 
management practices in any of several fields, such as 
managerial decision making, financial analysis, human 
resources management, labor management, supply chain 
management, operations management, organizational 
change management, etc. 120 hours are required for 
this internship. (Prerequisites: 12 hours of courses in the 
management specialization, permission of instructor and 
Department Chair)"
MGT 4593,Management Internship,3,"Internship experience in an organization emphasizing 
management practices in any of several fields, such as 
managerial decision making, financial analysis, human 
resources management, labor management, supply chain 
management, operations management, organizational change 
management, etc. 120 hours are required for this internship. 
(Prerequisites: 12 hours of courses in the management 
specialization, permission of instructor and Department Chair)
(Replaced by MGT 4591)"
MGT 4913,Managerial Capstone,3,"Students will select either an onsite internship or capstone 
project in which they will be expected to propose and 
implement business decisions using techniques learned 
during their degree. The capstone course will focus on 
the long-term implications of business planning, strategy 
development, and management of a capstone project. 
(Prerequisite: 12 hours of courses in the Management 
specialization, permission of instructor and  
Department Chair.)"
MIS 2113,Information Systems Theory and Practice,3,"This course equips students with a biblical worldview and 
skills necessary to enable them to deal with the many 
information systems issues that confront every person who 
lives in this modern information age. The course will give 
the student a basic foundation of Information Technology/
Information Systems (IT/IS) history, components and 
application in the global environments of today."
MIS 3113,Ethical Side of Information Technology,3,"An examination and analysis of the tremendous impact 
of technology on individuals, organizations and global 

societies, focusing on the ethical issues in the use of 
information technology in the modern business world, as 
well as legal and social issues. Ethics for IT professionals 
and IT users will be considered. Additionally, the class 
will examine the human dimensions of technology and 
the impact that technology and globalization is having on 
individuals and the workplace and the implications this has 
for managing and leading organizations. (Prerequisite: MGT 
2313 or MIS 2113)"
MIS 3133,Telecommunications and Networking in Business,3,"An examination of the issues involved in the use, 
construction, and management of local and global data 
communication networks in a business environment. Topics 
include basic terminology, networking fundamentals, ethics, 
team collaboration, organizational communication, and 
the use of the Internet and Intranet clients, servers, and 
languages to support electronic commerce. An overview 
of telecommunications legal issues, security and network 
management issues will be emphasized. (Prerequisite: MGT 
2313 or MIS 2113)"
MIS 4113,Information Systems Analysis and Design,3,"An examination and analysis of an existing information 
system and the modification of that system or the design 
of a new system. The various tools, techniques, and 
models used by systems analysts are explored. Emphasis 
is on successful IS development and the role of the IS 
professional to effectively interact and communicate with 
global management, the IS department, clients, users and 
peers both verbally and in writing. (Prerequisite: MIS 2113)"
MIS 4123,Information Systems for Management,3,"A case-oriented course providing an overview of 
information technology and information systems topics 
from an organizational and managerial perspective. Topics 
include current information technology (IT) types and 
trends, such as the Internet and its organizational impact; 
the relationship of technology to organizational strategy, 
structure, controls, resources, and security; the ethical and 
social impacts of information systems, such as privacy, 
intellectual property rights, accountability and quality of life. 
Emphasis will be placed on the user’s role in developing 
information systems, ethical and management challenges 
and the uses of IT to create competitive advantages for an 
organization and for decision-making. (Prerequisite: MIS 
2113)"
MIS 4133,Information Technology Security and Forensics,3,"The first part of this course emphasizes the IT professional’s 
need to understand, apply, and manage information 
assurance and security “best practices” in computing, 
communication, and organizational systems. The importance 
for the IT professional to educate users to be sufficiently 
security aware is stressed in the course. The second part 
concentrates on the theory of IT investigative forensics. The 
course will cover such topics as how to identify, develop, 
and implement security policies and procedures for an 
information system and its physical environment (i.e. network 
interface), IT security management, risk assessment, legal 
issues, crime investigation, and financial considerations. 
This course covers proactive practice including Business 
Continuity Planning (BCP) and disaster recovery planning in 
order to maintain information integrity. (Prerequisites: MIS 
2113, MIS 3113)"
MIS 4143,"Current Information Technology Trends and 
Emerging Technologies",3,"This course identifies and evaluates significant current 
trends, research, emerging technologies and events 
in the global environment of information technology 
and information systems. The course will address the 
constantly changing nature of information technology and 
its implementation in business and industry and emphasize 
the need for continued lifelong learning. Ethics, strategic 
use of technologies, and case studies of successful 
implementation of new technologies will be discussed. 
(Prerequisite: MIS 2113)"
MIS 4593,Management Information Systems Internship,3,"Internship experience in an organization emphasizing 
MIS practices in any of several fields, such as information 
systems management or information technology systems 
position in any industry, database mining for any business 
purpose, website or network design or implementation/
administration, etc. (Prerequisites: 12 hours of courses in the 
MIS specialization, permission of instructor and Department 
Chair)"
MKT 2323,Principles of Marketing,3,"Study of the marketing function of the firm and the impact 
of consumer buying behavior. This course examines the 
variables of the marketing mix; product planning, pricing, 
physical distribution, channels of distribution, advertising, 
personal selling, and sales promotion. Investigates the 
economic, social, ethical, and political influences on the 
marketing environment"
MKT 3223,Consumer Behavior,3,"A study of the buying habits and preferences of consumers, 
models for explaining and predicting consumer and 
marketing behavior and consumer movements and 
attitudes with implications for marketing management 
policies and the business economy. (Prerequisite: MKT 
2323)"
MKT 3233,Business Marketing,3,"An overview of business marketing including: derived 
demand, vendor analysis, the multiple buying unit, value 
analysis, competitive bidding, industrial design, key accounts, 
and trade shows. (Prerequisites: MKT 2323)"
