code,title,credits,description
AGRI 1419,Introductory Animal Science (01.0901.51 01),4,"Scientific animal production and the importance of livestock and meat in-
dustries. Selection, reproduction, nutrition, management, and marketing of 
livestock. Laboratory activities will reinforce scientific animal production and 
the importance of livestock and meat industries. Selection, reproduction, nu-
trition, management, and marketing of livestock. Fee charged."
AGRI 2317,Introduction to Agricultural Economics (01.0103.51 01),3,"Fundamental economic principles and their application in the agricultural in-
dustry."
AGRI 2321,Livestock Evaluation (01.0901.52 01),3,"Evaluation and grading of market cattle, swine, sheep, and goats and their 
carcasses and wholesale cuts. Emphasis will be placed on value determination. 
Selection and evaluation of breeding cattle, sheep, swine, and goats with em-
phasis on economically important traits. Fee charged."
AGRI 2330,Wildlife Conservation & Management (03.0601.51 01),3,"Principles and practices used in the production and improvement of wildlife re-
sources. Aesthetic, ecological and recreational uses of public and private lands."
ARTS 1301,Art Appreciation (50.0703.51 26),3,"A general introduction to the visual arts designed to create an appreciation of 
the vocabulary, media, techniques, and purposes of the creative process. Stu-
dents will critically interpret and evaluate works of art within formal, cultural, 
and historical contexts."
ARTS 1303,Art History I (50.0703.52 26),3,"A chronological analysis of the historical and cultural contexts of the visual arts 
from prehistoric times to the 14th century."
ARTS 1304,Art History II (50.0703.52 26),3,"A chronological analysis of the historical and cultural contexts of the visual arts 
from the 14th century to the present day."
ARTS 1311,Design I (50.0401.53 26),3,"An introduction to the fundamental terminology, concepts, theory, and ap-
plication of two dimensional design. Fee charged."
ARTS 1312,Design II (50.0401.53 26),3,"An introduction to the fundamental terminology, concepts, theory, and ap-
plication of three dimensional design. Fee charged."
ARTS 1316,Drawing I (50.0705.52 26),3,"A foundation studio course exploring drawing with emphasis on descriptive, 
expressive and conceptual approaches. Students will learn to see and interpret 
a variety of subjects while using diverse materials and techniques. Course work 
will facilitate a dialogue in which students will engage in critical analysis and 
being to develop their understanding of drawing as a discipline. Fee charged."
ARTS 1317,Drawing II (50.0705.52 26),3,"A studio course exploring drawing with continued emphasis on descriptive, 
expressive and conceptual approaches. Students will further develop the ability 
to see and interpret a variety of subjects while using diverse materials and tech-
niques. Course work will facilitate a dialogue in which students will employ 
critical analysis to broaden their understanding of drawing as a discipline. Fee 
charged. Prerequisite: ARTS 1316 or consent of instructor."
ARTS 2289,Academic Cooperative (2 SCH version) (24.0103.52 12),2,"An instructional program designed to integrate on-campus study with practical 
hands-on work experience. In conjunction with class seminars, the individual 
student will set specific goals and objectives in the study of studio art and/or 
art history."
ARTS 2311,Design III (Color Theory) (50.0401.53 26),3,"Studio art course that is a theoretical and practical study of color and composi-
tion in art and design. The course consists of studio-based projects using the 
formal and conceptual aspects of color. The course also examines the functions 
of color in art from different historical and cultural perspectives."
ARTS 2316,Painting I (50.0708.52 26),3,"Exploration of ideas using painting media and techniques. Fee charged. Pre-
requisites: ARTS 1317, 2317 or consent of instructor."
ARTS 2317,Painting II (50.0708.52 26),3,"Exploration of ideas using painting media and techniques. Fee charged. Pre-
requisite: ARTS 2316 or consent of instructor."
ARTS 2323,Life Drawing I (50.0705.53 26),3,Basic study of the human form. Fee charged. Prerequisite: ARTS 1316.
ARTS 2326,Sculpture I (50.0709.51 26),3,"Exploration of ideas using sculpture media and techniques. Fee charged. Pre-
requisite: ARTS 1312 or consent of instructor."
ARTS 2341,Arts Metals I (50.0713.51 26),3,"Exploration of ideas using basic techniques in jewelry and metal construction. 
Fee charged. Prerequisite: ARTS 1311 or consent of instructor."
ARTS 2346,Ceramics I (50.0711.51 26),3,Exploration of ideas using basic ceramic processes. Fee charged.
ARTS 2347,Ceramics II (50.0711.51 26),3,Exploration of ideas using basic ceramic processes. Fee charged. Prerequisite:
ARTS 2346,"or consent of instructor.
ARTS 2348 
Digital Media (50.0402.52  26)",3,"Studio art course that introduces the potential of basic digital media manipu-
lation and graphic creation. The course emphasizes still and time-based me-
dia. Prerequisite: ARTS 1316, ARTS 1311 or consent of the instructor. Fee 
charged."
ARTS 2356,Photography I (50.0605.51 26),3,"Introduction to the basics of photography. Includes camera operation, tech-
niques, knowledge of chemistry, and presentation skills. Emphasis on design, 
history, and contemporary trends as a means of developing an understanding 
of photographic aesthetics. Fee charged."
ARTS 2357,Photography II (50.0605.52 26),3,"Extends the students’ knowledge of technique and guides them in develop-
ing personal outlooks toward specific applications. Fee charged. Prerequisite:"
ARTS 2356,"or its equivalent.
ARTS 2389 
Academic Cooperative (3 SCH version) (24.0103.52 12)",3,"An instructional program designed to integrate on-campus study with practical 
hands-on work experience. In conjunction with class seminars, the individual 
student will set specific goals and objectives in the study of studio art and/or 
history."
BCIS 1305,Business Computer Applications (11.0202.54  04),3,"Introduces and develops foundational skills in applying essential and emerging 
business productivity information technology tools. The focus of this course 
is on business productivity software applications, including word processing, 
spreadsheets, databases, presentation graphics, data analytics, and business-
oriented utilization of the internet. (BCIS 1305 is included in the Business 
Field of Study.) ."
BIOL 1322,Nutrition & Diet Therapy (19.0501.51 09),3,"This course introduces general nutritional concepts in health and disease and 
includes practical applications of that knowledge. Special emphasis is given to 
nutrients and nutritional processes including functions, food sources, diges-
tion, absorption, and metabolism. Food safety, availability, and nutritional in-
formation including food labels, advertising, and nationally established guide-
lines are addressed."
BIOL 1406,Biology for Science Majors I (26.0101.51  03),4,"Fundamental principles of living organisms will be studied, including physical 
and chemical properties of life, organization, function, evolutionary adapta-
tion, and classification. Concepts of cytology, reproduction, genetics, and sci-
entific reasoning are included. Laboratory activities will reinforce these funda-
mental principles of living organisms."
BIOL 1407,Biology for Science Majors II (26.0101.51 03),4,"The diversity and classification of life will be studied, including animals, plants, 
protists, fungi, and prokaryotes. Special emphasis will be given to anatomy, 
physiology, ecology, and evolution of plants and animals. Prerequisite: BIOL 
1406."
BIOL 1408,Biology for Non-Science Majors I (26.0101.51 03),4,"Provides a survey of biological principles with an emphasis on humans, includ-
ing chemistry of life, cells, structure, function, and reproduction. Laboratory 
activities will reinforce a survey of biological principles with an emphasis on 
humans, including chemistry of life, cells, structure, function, and reproduc-
tion. Fee charged."
BIOL 1409,Biology for Non-Science Majors II (26.0101.51 03),4,"This course will provide a survey of biological principles with an emphasis on 
humans, including evolution, ecology, plant and animal diversity, and physiol-
ogy. Laboratory activities will reinforce a survey of biological principles with an 
emphasis on humans, including evolution, ecology, plant and animal diversity, 
and physiology. Fee charged."
BIOL 2306,Environmental Biology (26.1305.51.  03),3,"Principles of environmental systems and ecology, including biogeochemical 
cycles, energy transformations, abiotic interactions, symbiotic relationships, 
natural resources and their management, lifestyle analysis, evolutionary trends, 
hazards and risks, and approaches to ecological research. Fee charged. Prereq-
uisite: two semesters of Biology or consent of instructor."
BIOL 2316,Genetics (26.0801.51  03),3,"Study of the principles of molecular and classical genetics and the function 
and transmission of hereditary material. May include population genetics 
and genetic engineering. Fee charged. Prerequisite: one year of Biology or the 
equivalent."
BIOL 2401,Anatomy & Physiology I (26.0707.51 03),4,"Anatomy and Physiology I is the first part of a two course sequence. It is a 
study of the structure and function of the human body including cells, tis-
sues and organs of the following systems: integumentary, skeletal, muscular, 
nervous and special senses. Emphasis is on interrelationships among systems 
and regulation of physiological functions involved in maintaining homeostasis. 
The lab provides a hands-on learning experience for exploration of human 
system components and basic physiology. Systems to be studied include in-
tegumentary, skeletal, muscular, nervous, and special senses. Fee charged."
BIOL 2402,Anatomy and Physiology II (26.0704.51 03),4,"Anatomy and Physiology II is the second part of a two-course sequence. It is a 
study of the structure and function of the human body including the following 
systems: endocrine, cardiovascular, immune, lymphatic, respiratory, digestive 
(including nutrition), urinary (including fluid and electrolyte balance), and 
reproductive (including human development and genetics). Emphasis is on 
interrelationships among systems and regulation of physiological functions 
involved in maintaining homeostasis. The lab provides a hands-on learning 
experience for exploration of human system components and basic physiology. 
Fee charged."
BIOL 2420,Microbiology for Non-Science Majors (26.0503.51 03),4,"This course covers basic microbiology and immunology and is primarily di-
rected at pre-nursing, pre-allied health, and non-science majors. It provides an 
introduction to historical concepts of the nature of microorganisms, microbial 
diversity, the importance of microorganisms and acellular agents in the bio-
sphere, and their roles in human and animal diseases. Major topics include 
bacterial structure as well as growth, physiology, genetics, and biochemistry 
of microorganisms. Emphasis is on medical microbiology, infectious diseases, 
and public health. Lab activities cover basics of culture and identification of 
bacteria and microbial ecology. Fee charged."
BMGT 1327,Principles of Management,3,"Concepts, terminology, principles, theories, and issues in the field of manage-
ment. The course will have students to explain and apply the various theories, 
processes, and functions of management; identify roles of leadership in organi-
zations; and recognize elements of the communication process."
BMGT 1331,Production and Operations Management,3,"Fundamentals of techniques used in the practice of production and operations 
management. Includes location, design, and resource allocation. Students will 
identify factors of plant location and design, resource allocation, and equip-
ment selection and utilization; and demonstrate the ability to use planning, 
scheduling, inventory management, and quality control techniques."
BMGT 1341,Business Ethics,3,"Discussion of ethical issues, the development of a moral frame of reference, 
and the need for an awareness of social responsibility in management practices 
and business activities. Includes ethical corporate responsibility. The student 
will define business ethics; identify and discuss the consequences of unethical 
business practices; describe reasoning for analyzing ethical dilemmas; describe 
different ethical views; explain how business, government, and society func-
tion interactively; explain corporate social responsibility; and discuss social and 
ethical threats emerging from rapid technological change."
BMGT 1368,"Practicum - Business Administration & Management, General",3,"Practical, general workplace training supported by an individualized learning 
plan developed by the employer, college, and student."
BMGT 2310,Financial Management,3,"Examination of accounting information to support managerial decision-mak-
ing processes. Topics include managerial concepts and systems, various analy-
ses for decision making, and planning and control. The student will examine 
how internal controls affect cost and budgeting; analyze profit and loss state-
ments; solve financial problems; and utilize formulas to determine an organiza-
tion’s financial condition."
BUSG 1301,Introduction to Business,3,"Fundamental business principles including structure, functions, resources, and 
operational processes. The student will identify business functions of accounting, 
management, marketing, and economics; and describe the relationships of social 
responsibility, ethics, and law; and describe the scope of global business enterprise."
BUSG 1304,Financial Literacy,3,"A study of the financial principles when managing financial affairs. Includes 
topics such as budgeting, retirement, property ownership, savings, and invest-
ment planning. The student will identify the concepts associated with the time 
value of money; identify the differences among various savings and investment 
programs and classes of securities; identify the options for insurance; describe 
retirement and estate planning techniques; explain owning versus renting real 
property; and describe consumer protection legislation."
BUSG 2309,Small Business Management/Entrepreneurship,3,"Starting, operating, and growing a small business. Includes essential manage-
ment skills, how to prepare a business plan, accounting, financial needs, staff-
ing, marketing strategies, and legal issues. The student will identify manage-
ment skills for a small business; outline issues related to choosing a business, 
obtaining a return on investment; and create a business plan."
BUSI 2301,Business Law (52.0101.51 24),3,"The course provides the student with foundational information about the U.S. 
legal system and dispute resolution, and their impact on business. The major 
content areas will include general principles of law, the relationship of business 
and the U.S. Constitution, state and federal legal systems, the relationship 
between law and ethics, contracts, sales, torts, agency law, intellectual property, 
and business law in the global context. Prerequisite: High school coursework 
in U.S. history and government, or equivalent."
CETT 1349,Digital Systems,3,"A course in electronics covering digital systems. Emphasis on application and 
troubleshooting digital systems. Prerequisite: Instructor approval. Fee charged."
CETT 1409,DC-AC Circuits,4,"Fundamentals of DC circuits and AC circuits operation including Ohm’s law, 
Kirchoff’s laws, networks, transformers, resonance, phasors, capacitive and in-
ductive and circuit analysis techniques. Prerequisite: Instructor approval. Fee 
charged."
CHEM 1405,Introductory Chemistry I (40.0501.51 03),4,"Survey course introducing chemistry. Topics may include inorganic, organic, 
biochemistry, food/physiological chemistry, and environmental/consumer 
chemistry. Designed for non-science and allied health students. Fee charged."
CHEM 1406,Introductory Chemistry I (allied health emphasis) (40.0501.51 03),4,"Survey course introducing chemistry. Topics may include inorganic, organic, 
biochemistry, food/physiological chemistry, and environmental/consumer 
chemistry. Designed for non-science and allied health students. Fee charged."
CHEM 1407,Introductory Chemistry II (40.0501.51 03),4,"Survey course introducing chemistry. Topics may include inorganic, organic, 
biochemistry, food/physiological chemistry, and environmental/consumer 
chemistry. Designed for non-science and allied health students. Fee charged."
CHEM 1411,General Chemistry I (40.0501.54 03),4,"Fundamental principles of chemistry for majors in the sciences, health sciences, 
and engineering; topics include measurements, fundamental properties of mat-
ter, states of matter, chemical reactions, chemical stoichiometry, periodicity of 
elemental properties, atomic structure, chemical bonding, molecular structure, 
solutions, properties of gases, and an introduction to thermodynamics and de-
scriptive chemistry. Basic laboratory experiments supporting theoretical princi-
ples presented in the course; introduction of the scientific method, experimental 
design, data collection and analysis, and preparation of laboratory reports. Fee 
charged. Prerequisite: MATH 1314 or equivalent academic preparation."
CHEM 1412,General Chemistry II (40.0501.57 03),4,"Chemical equilibrium; phase diagrams and spectrometry; acid-base concepts; 
thermodynamics; kinetics; electrochemistry; nuclear chemistry; an introduc-
tion to organic chemistry and descriptive inorganic chemistry. Basic labora-
tory experiments supporting theoretical principles presented in the course, in-
cluding introduction of the scientific method, experimental design, chemical 
instrumentation, data collection and analysis, and preparation of laboratory 
reports. Fee charged. Prerequisite: CHEM 1411."
CHEM 2423,Organic Chemistry I (40.0504.52 03),4,"Fundamental principles of organic chemistry will be studied, including the 
structure, bonding, properties, and reactivity of organic molecules; and prop-
erties and behavior of organic compounds and their derivatives. Emphasis 
is placed on organic synthesis and mechanisms. Includes study of covalent 
and ionic bonding, nomenclature, stereochemistry, structure and reactivity, 
reaction mechanisms, functional groups, and synthesis of simple molecules. 
Laboratory activities will reinforce fundamental principles of organic chem-
istry, as previously listed. Methods for the purification and identification of 
organic compounds will be examined.  THIS COURSE IS INTENDED FOR 
STUDENTS IN SCIENCE OR PRE-PROFESSIONAL PROGRAMS. Fee 
charged. Prerequisite: CHEM 1412 or 1407 with consent of instructor."
CHEM 2425,Organic Chemistry II (40.0504.52 03),4,"Advanced principles of organic chemistry will be studied, including the struc-
ture, properties, and reactivity of aliphatic and aromatic organic molecules; and 
properties and behavior of organic compounds and their derivatives. Emphasis 
is placed on organic synthesis and mechanisms. Includes study of covalent and 
ionic bonding, nomenclature, stereochemistry, structure and reactivity, reaction 
mechanisms, functional groups, and synthesis of simple molecules. Laboratory 
activities reinforce advanced principles of organic chemistry, as previously listed. 
THIS COURSE IS INTENDED FOR STUDENTS IN SCIENCE OR PRE-
PROFESSIONAL PROGRAMS. Fee charged. Prerequisite: CHEM 2423."
CJSA 1393,Special Topics in Criminal Justice Studies,3,"Topics address recently identified current events, skills, knowledge and/or at-
titudes and behaviors pertinent to the technology or occupation and relevant 
to the professional development of the student. This course was designed to be 
repeated multiple times to improve student proficiency."
CJSA 2364,Practicum - Criminal Justice/Safety Studies,3,"Practical, general workplace training supported by an individualized learning 
plan developed by the employer, college, and student. Prerequisite: Consent 
of Instructor."
CNBT 1309,Basic Construction Management,3,"Provides an integrated look at the practice of construction management on 
the job site."
CNBT 2310,Commercial/Industrial Blueprint Reading,3,Blueprint reading for commercial/industrial construction.
COMM 1307,Introduction to Mass Communications (09.0102.51 06),3,"Survey of basic content and structural elements of mass media and their func-
tions and influences on society. For journalism majors and non-majors."
COMM 2305,Editing and Layout (09.0401.51 06),3,"Editing and layout processes, with emphasis on accuracy and fairness, includ-
ing the principles and techniques of design."
COMM 2311,Media Writing (09.0401.57 06),3,"Fundamentals of writing for the mass media. Includes instruction in profes-
sional methods and techniques for gathering, processing, and delivering con-
tent."
COMM 2315,News Reporting (09.0401.58 06),3,"This course focuses on advanced news-gathering and writing skills. It con-
centrates on the three-part process of producing news stories: discovering the 
news, reporting the news, and writing the news in different formats. Prerequi-
site: COMM 2311."
COMM 2327,Introduction to Advertising (09.0903.51 06),3,"Fundamentals of advertising including marketing theory and strategy, copy 
writing, design, and selection of media."
COMM 2332,Radio/Television News (09.0402.52 06),3,Preparation and analysis of news styles for the electronic media.
COSC 1301,Introduction to Computing (11.0101.51 07),3,"Overview of computer systems-hardware, operating systems, and microcom-
puter application software, including the Internet, word processing, spread-
sheets, presentation graphics, and databases. Current topics such as the effect 
of computers on society, and the history and use of computers in business, 
educational, and other modern settings are also studied. This course is not 
intended to count toward a student’s major field of study in business or com-
puter science."
COSC 1336,Programming Fundamentals I (11.0201.55 07),3,"Introduces the fundamental concepts of structured programming and provides 
a comprehensive introduction to programming for computer science and tech-
nology majors. Topics include software development methodology, data types, 
control structures, functions, arrays, and the mechanics of running, testing, 
and debugging. This course assumes computer literacy. This course is included 
in the Field of Study Curriculum for Computer Science."
COSC 1337,Programming Fundamentals II (11.0201.56 07),3,"This course focuses on the object-oriented programming paradigm, emphasiz-
ing the definition and use of classes along with fundamentals of object-oriented 
design. The course includes basic analysis of algorithms, searching and sorting 
techniques, and an introduction to software engineering processes. Students will 
apply techniques for testing and debugging software. (This course is included 
in the Field of Study Curriculum for Computer Science.) Prerequisite: COSC 
1336."
CRIJ 1301,Introduction to Criminal Justice (43.0104.51 24),3,"This course provides a historical and philosophical overview of the American 
criminal justice system, including the nature, extent, and impact of crime; 
criminal law; and justice agencies and processes. (This course is included in the 
Field of Study Curriculum for Criminal Justice.)"
CRIJ 1306,Court Systems & Practices (43.0104.54 24),3,"This course is a study of the court system as it applies to the structures, proce-
dures, practices and sources of law in American courts, using federal and Texas 
statutes and case law. (This course is included in the Field of Study Curriculum 
for Criminal Justice.)"
CRIJ 1307,Crime in America (45.0401.52 25),3,"American crime problems in historical perspective, social and public policy 
factors affecting crime, impact and crime trends, social characteristics of spe-
cific crimes, and prevention of crime."
CRIJ 1310,Fundamentals of Criminal Law (43.0104.54 24),3,"This course is the study of criminal law including application of definitions, 
statutory elements, defenses and penalties using Texas statutes, the Model Pe-
nal Code, and case law. The course also analyzes the philosophical and his-
torical development of criminal law and criminal culpability. (This course is 
included in the Field of Study Curriculum for Criminal Justice.)"
CRIJ 1313,Juvenile Justice System (43.0104.52 24),3,"A study of the juvenile justice process to include specialized juvenile law, role 
of the juvenile law, role of the juvenile courts, role of police agencies, role of 
correctional agencies, and theories concerning delinquency."
CRIJ 2301,Community Resources in Corrections (43.0104.53 24),3,"An introductory study of the role of the community in corrections; communi-
ty programs for adults and juveniles; administration of community programs; 
legal issues; future trends in community treatment."
CRIJ 2313,Correctional Systems & Practices (43.0104.54 24),3,"This course is a survey of institutional and non-institutional corrections. Em-
phasis will be placed on the organization and operation of correctional systems; 
treatment and rehabilitation; populations served; Constitutional issues; and 
current and future issues. (This course is included in the Field of Study Cur-
riculum for Criminal Justice.)"
CRIJ 2314,Criminal Investigation (43.0104.55 24),3,"Investigative theory; collection and preservation of evidence; sources of infor-
mation; interview and interrogation; uses of forensic sciences; case and trial 
preparation."
CRIJ 2323,Legal Aspects of Law Enforcement (43.0104.56 24),3,"Police authority; responsibilities; constitutional constraints; laws of arrest, 
search, and seizure; police liability."
CRIJ 2328,Police Systems & Practices (43.0104.57 24),3,"This course examines the establishment, role and function of police in a democratic 
society.  It will focus on types of police agencies and their organizational structure, 
police-community interaction, police ethics, and use of authority. (This course is 
included in the Field of Study Curriculum for Criminal Justice.)"
CSME 1291,Special Topics in Cosmetology,2,"Topics address recently identified current events, skills, knowledge and/or at-
titudes and behaviors pertinent to the technology or occupation and relevant 
to the professional development of the student. This course was designed to be 
repeated multiple times to improve student proficiency."
CSME 1410,Introduction to Haircutting & Related Theory,4,"Introduction to the theory and practice of haircutting. Topics include termi-
nology, implements, sectioning and finishing techniques."
CSME 1330,Orientation to Nail Technology,3,"An overview of the fundamental skills and knowledge necessary for the field 
of cosmetology."
CSME 1401,Orientation to Cosmetology,4,"An overview of the skills and knowledge necessary for the field of cosmetology. 
Kit fee. Insurance fee."
CSME 1405,Fundamentals of Cosmetology,4,"A course in the basic fundamentals of cosmetology. Topics include safety and 
sanitation, service preparation, manicure, facial, chemical services, shampoo, 
haircut, wet styling, and comb out."
CSME 1434,Cosmetology Instructor I,4,The fundamentals of instruction of cosmetology students.
CSME 1435,Orientation to the Instruction of Cosmetology,4,"An overview of the skills and knowledge necessary for the instruction of cos-
metology students."
CSME 1443,Manicuring and Related Theory,4,"Presentation of the theory and practice of nail services. Topics include termi-
nology, application and workplace competencies related to nail services."
CSME 1447,Principles of Skin Care/Facials and Related Theory,4,"In-depth coverage of the theory and practice of skin care, facials, and cosmetics. 
End-of-Course Outcomes: Define terminology related to the skin, products, 
and treatments; demonstrate applications related to skin care and cosmetics; 
practice safety and sanitation according to the laws and rules of the state licens-
ing agency; and exhibit workplace competencies in skin care and cosmetics."
CSME 1531,Principles of Nail Technology I,5,"A course in the principles of nail technology. Topics include anatomy, physi-
ology, theory, and skills related to nail technology. End-of-Course Outcomes: 
Explain the basic anatomy and physiology of the hands, arms, and feet. Practice 
the related skills of manicuring and pedicuring; and identify nail enhancement."
CSME 1541,Principles of Nail Technology II,5,"A continuation of the concepts and principles of nail technology. Topics in-
clude professional ethics, salon management, client relations, and related skills 
of nail technology. End-of-Course Outcomes: Perform nail enhancements; 
practice professional ethics; and demonstrate safety and sanitation practices 
according to state licensing agency."
CSME 2401,The Principles of Hair Coloring and Related Theory,4,"Presentation of the theory, practice, and chemistry of hair color. Topics include 
terminology, application, and workplace competencies related to hair color."
CSME 2410,Advanced Haircutting and Related Theory,4,"Advanced concepts and practice of haircutting. Topics include utilizing scis-
sors, razors and/or clippers."
CSME 2401,The Principles of Hair Coloring and Related Theory,4,"Presentation of the theory, practice, and chemistry of hair color. Topics include 
terminology, application, and workplace competencies related to hair color."
CSME 2414,Cosmetology Instructor II,4,A continuation of the fundamentals of instructing cosmetology students.
CSME 2430,Nail Enhancement,4,"A course in the theory, application, and related technology of nail enhancements."
CSME 2439,Advanced Hair Design,4,Advanced concepts in the theory and practice of hair design.
CSME 2445,Instructional Theory and Clinic Operation,4,"An overview of the objectives required by the Texas Department of Licensing 
and Regulation Instructor Examination."
DFTG 1305,Technical Drafting,3,"Introduction to the principles of drafting to include terminology and funda-
mentals, including size and shape descriptions, projection methods, geometric 
construction, sections, and auxiliary views. Fee Charged."
DFTG 1309,Basic Computer-Aided Drafting,3,"An introduction to computer-aided drafting. Emphasis is placed on setup; 
creating and modifying geometry; storing and retrieving predefined shapes; 
placing, rotating, and scaling objects, adding text and dimensions, using layers, 
coordinate systems, and plot/print to scale. Fee Charged."
DFTG 1317,Architectural Drafting - Residential,3,"Architectural drafting procedures, practices, terms, and symbols. Preparation 
of detailed working drawings for residential structures. Emphasis on light 
frame construction methods. Fee Charged."
DFTG 1325,Blueprint Reading and Sketching,3,"An introduction to reading and interpreting working drawings for fabrication 
processes and associated trades. Use of sketching techniques to create pictorial 
and multiple-view drawings. Fee Charged. Prerequisite: Instructor approval."
DFTG 1345,Parametric Modeling and Design,3,"Parametric-based design software for 3D design and drafting. Fee Charged. 
Prerequisite: Instructor approval."
DFTG 1358,Electrical/Electronics/Drawing,3,"Electrical and electronic drawings stressing modern representation used for 
block diagrams, schematic diagrams, logic diagrams, wiring/assembly draw-
ings, printed circuit board layouts, motor control diagrams, power distribution 
diagrams, and electrical one-line diagrams. Fee charged."
DFTG 1381,Cooperative Education - Drafting & Design Technology/,3,"Technician, General
Career-related activities encountered in the student’s area of specialization 
offered through an individual agreement among the college, employer, and 
student. Under the supervision of the college and the employer, the student 
combines classroom learning with work experience. Includes a lecture compo-
nent. Prerequisite: Instructor approval. Fee Charged."
DFTG 1391,Special Topics In Drafting and Design Technology/,3,"Technician, General
Topics address recently identified current events, skills, knowledge, and/or at-
titudes and behaviors pertinent to the technology or occupation and relevant 
to the professional development of the student. This course was designed to be 
repeated multiple times to improve student proficiency. Fee Charged."
DFTG 2302,Machine Drafting,3,"Production of detail and assembly drawings of machines, threads, gears, utiliz-
ing tolerances, limit dimensioning, and surface finishes. Fee Charged."
DFTG 2312,Technical Illustration and Presentation,3,"Study of pictorial drawings including isometrics, obliques, perspectives, charts, 
and graphs. Emphasis on rendering and using different media. Fee Charged."
DFTG 2317,Descriptive Geometry,3,"Graphical solutions to problems involving points, lines, and planes in space. 
Fee Charged."
DFTG 2319,Intermediate Computer-Aided Drafting,3,"A continuation of practices and techniques used in basic computer-aided draft-
ing including the development and use of prototype drawings, construction of 
pictorial drawings, extracting data, and basics of 3D. Fee Charged. ."
DFTG 2321,Topographical Drafting,3,"Plotting of surveyor’s field notes. Includes drawing elevations, contour lines, 
plan and profiles, and laying out traverses. Fee Charged."
DFTG 2323,Pipe Drafting,3,"A study of pipe fittings, symbols, specifications and their applications to a 
piping process system. Creation of symbols and their usage in flow diagrams, 
plans, elevations, and isometrics. Fee Charged."
DFTG 2328,Architectural Drafting - Commercial,3,"Architectural drafting procedures, practices, governing codes, terms and sym-
bols, including the preparation of detailed working drawings for a commercial 
building, with emphasis on commercial construction methods. Fee Charged. 
Prerequisite: Instructor approval."
DFTG 2331,Advanced Technologies in Architectural Design and Drafting,3,"Use of architectural specific software to execute the elements required in de-
signing standard architectural exhibits utilizing custom features to create walls, 
windows and specific design requirements for construction in residential/com-
mercial and industrial architecture. Fee Charged."
