code,title,credit,description
ITSY 1391,Special Topics - Ethics in Information Technology,3,"The course will explore the local and global impact of information technology. Students will learn about the need to maintain a professional code of ethics as various ethical and societal issues arising from evolving computer technology. Topics covered will include the use of computer technology in a global environment as well as privacy, intellectual property rights, open-source software, ethics, and the impact of technology on society."
ITSY 1300,Fundamentals of Information Security,3,"An introductory level course in information security designed to introduce the student to the terminology and multiple aspects of information security. Topics covered will be how to establish and implement information security goals and plans within an organization using firewalls, encryption, physical security, intrusion detection and biometrics. Identification of exposures and vulnerabilities to security will also be covered."
MUAP 1269,Piano: Music- Applied,2,"Music-Applied courses are offered only for full time students (minimum of 12 semester hours) concurrently enrolled in an ensemble or for music majors officially designated by HEGIS code and who meet the prerequisite listed below. Exception: If the appropriate theory courses are not offered in a given semester, the music major student must be concurrently enrolled in an ensemble. Course numbers are listed for piano and voice only. Instruction in other instruments is available. Consult Music Department personnel or the division chair. One-semester Hour Credit Voice"
ITSW 2337,Advanced Database,3,Mastery of database design and functionality. Topics include relational database theory; use of advanced capabilities for online collection and distribution of data; and analysis of data using advanced database features.
MUEN 2138,Guitar Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2137,Guitar Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2136,Woodwind Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2135,Woodwind Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2134,Brass Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2131,Piano Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2133,Brass Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2125,Jazz Band,1,This course is designed to provide experience for the instrumental student in the American Jazz idiom. Jazz literature in a number of different styles is rehearsed and performed for various college and community functions.
MUEN 2132,Piano Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2126,Jazz Band,1,This course is designed to provide experience for the instrumental student in the American Jazz idiom. Jazz literature in a number of different styles is rehearsed and performed for various college and community functions.
MUEN 2124,Wind Ensemble,1,An instrumental ensemble which is open to members of the community. Rehearsal and performance of standard instrumental literature for winds and percussion.
MUEN 1144,College Singers,1,A choral ensemble that is open to members of the community. Rehearsal and performance of choral literature.
MUEN 1151,Jazz Singers/Combo,1,A vocal jazz ensemble. Brazosport College provides various vocal ensembles to give outstanding students an opportunity to perform music written for various vocal productions. Selections will be made from members of the college’s large musical ensembles.
MUEN 2123,Wind Ensemble,1,An instrumental ensemble which is open to members of the community. Rehearsal and performance of standard instrumental literature for winds and percussion.
MUEN 1143,College Singers,1,A choral ensemble that is open to members of the community. Rehearsal and performance of choral literature.
MUEN 1152,Jazz Singers/Combo,1,A vocal jazz ensemble. Brazosport College provides various vocal ensembles to give outstanding students an opportunity to perform music written for various vocal productions. Selections will be made from members of the college’s large musical ensembles.
MUEN 1142,College Choir (Chamber),1,Choral literature from various periods and styles rehearsed and performed for campus and community functions.
MUEN 1141,College Choir (Chamber),1,Choral literature from various periods and styles rehearsed and performed for campus and community functions.
MUEN 1139,Jazz Combo,1,An instrumental jazz ensemble. Brazosport College provides various instrumental ensembles to give outstanding students an opportunity to perform music written for these instruments. Selections will be made from members of the college’s large musical ensembles.
MUEN 1138,Guitar Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 1140,Jazz Combo,1,An instrumental jazz ensemble. Brazosport College provides various instrumental ensembles to give outstanding students an opportunity to perform music written for these instruments. Selections will be made from members of the college’s large musical ensembles.
MUEN 1136,Woodwind Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 1137,Guitar Ensemble,1,Brazosport College provides various instrumental and vocal ensembles to give outstanding students an opportunity to perform music written for these instruments and vocal combinations. Selections will be made from members of the college’s large musical ensembles.
MUEN 2143,College Singers,1,A choral ensemble that is open to members of the community. Rehearsal and performance of choral literature.
ORGL 3302,Leadership and Organizational Behavior,3,"To effectively lead and manage complex organizations, it is important to possess a good understanding of human behavior, power and authority, organizational design, managing organizational culture and change, teamwork and collaboration, organizational effectiveness measurements, and decision-making, motivation, and leadership styles. In addition, an examination of how organizations can be structured more effectively and how events in their environments affect these organizations will be explored."
POFM 1280,Cooperative Education I - Medical Administrative/Executive Assistant,2,"Career-related activities encountered in the student’s area of specialization offered through an individual agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component. Cooperative education is a paid learning experience."
POFM 1281,Cooperative Education II - Medical Administrative/Executive Assistant,2,"Career-related activities encountered in the student’s area of specialization offered through an individual agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component. Cooperative education is a paid learning experience."
POFL 2301,Legal Document Processing,3,College level reading and writing
POFL 1355,Legal Issues and Medical Documents,3,College level reading and writing
POFL 1305,Legal Terminology,3,This course presents an overview of legal terminology and how these terms are used in legal documents.
POFL 1303,Legal Office Procedures,3,College level reading and writing
POFI 1381,Cooperative Education II - Business/ Office Automation/ Technology,3,"Career-related activities encountered in the student’s area of specialization offered through an individualized agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component. Cooperative education is a paid learning experience."
POFI 2301,Word Processing (MS Word),3,"In-depth coverage of word processing software focusing on business applications. Emphasis on the use of text editing features to produce business documents. Key skills include proper alignment of sophisticated documents, mail merge, business graphics and diagrams, on-line forms, tables and indices."
POFI 2380,Cooperative Education III - Business/ Office Automation/ Technology,3,"Career-related activities encountered in the student’s area of specialization offered through an individualized agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component. Cooperative education is a paid learning experience."
POFI 1380,Cooperative Education I - Business/ Office Automation/ Technology,3,"Career-related activities encountered in the student’s area of specialization offered through an individualized agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component. Cooperative education is a paid learning experience."
POFI 1301,Computer Applications I,3,"Overview of computer applications including current terminology and technology. Introduction to computer hardware, software applications and procedures."
POFI 1349,Spreadsheets (Excel),3,"In-depth coverage in the use of a spreadsheet software for business applications. Topics include worksheet creation and manipulation functions, data-table features and graphics. Key skills include working with databases, consolidating worksheets and solving business problems subject to constraints."
PMGT 4314,Human Resources and Procurement Management,3,"This course underscores the value of effectively managing human resources that are assigned to projects, with an emphasis on acquiring, developing, and managing project team members. In addition, learners are exposed to the procurement management knowledge area, which focuses on the processes required to acquire products, services, and results from external vendors."
PMGT 4312,Time and Cost Management,3,"This course introduces students to the policies, procedures, and documentation required to plan, develop, manage, execute, and control the project schedule. In addition, learners will leverage the schedule baseline when creating the project budget. An important takeaway is the relationship between time management and cost management."
PMGT 4311,"Integration, Scope, and Quality Management",3,"This course focuses on the processes and activities used by the project manager and team to identify, define, combine, unify, and coordinate project work, such as developing the project management plans. Further, special attention is given to the planning, executing, and controlling of project scope. Finally, students will learn the processes, policies, and procedures that must be implemented to meet the quality requirements."
PMGT 4313,"Communications, Risk, and Stakeholder Mangement",3,"This course emphasizes the criticality of effective and efficient communications from the project manager to both internal and external stakeholders. In addition, stakeholder identification and engagement are examined relative to the communications strategy. Finally, the risk management process is evaluated to include risk planning, identification, analysis, and response planning."
PHYS 2326,"University Physics II - Electricity, Magnetism, and Light",3,"The second of a two-semester sequence of calculus-based physics. Topics include the principles of electricity, magnetism, light and modern physics."
PHYS 2125,University Physics I Laboratory - Mechanics and Heat Lab,1,"Successful completion of, or concurrent enrollment in,"
PHYS 2325,University Physics I - Mechanics and Heat,3,"The first of a two-semester sequence of calculus-based physics. Topics include the principles of kinematics and dynamics (motion, forces, energy, momentum) for both linear and rotational motion, thermodynamics, properties of materials, and wave motion."
PHYS 2126,"University Physics II Laboratory - Electricity, Magnetism, and Light Lab",1,"Successful completion of, or concurrent enrollment in,"
PHYS 1102,College Physics II Laboratory,1,"Successful completion of, or concurrent enrollment in,"
PHYS 1301,College Physics I,3,"The first of a two-semester sequence of algebra-based introductory physics. Topics include the fundamental principles of kinematics and dynamics (motion, forces, energy, momentum) for linear and rotational motion, thermodynamics, properties of materials, and wave motion."
PHYS 1302,College Physics II,3,"The second of a two-semester sequence of algebra-based introductory physics. Topics include the principles of electricity, magnetism light and modern (atomic) physics."
PHYS 1101,College Physics I Laboratory,1,"Successful completion of, or concurrent enrollment in"
