code,title,credits,description
ACCT 5243,Accounting Controls for Managers,3,"The chief executive office for any business has the 
ultimate responsibility for creating, maintaining and 
developing an effective and efficient system of internal 
control. This course is designed to give managers an 
information edge in their job and in meeting regulatory 
requirements such as the Sarbanes Oxley Act. Building 
on 
expertise 
in 
finance, 
strategy, 
operations, 
management, information technology, financial statement 
analysis and/or managerial accounting, this course 
should provide a manager with useful knowledge to 
establish or improve general and accounting procedures. 
The course will include the use of the case method and 
other learning techniques."
ACCT 5253,Auditing for Managers,3,"This course approaches auditing as a management 
decision-making process that affects the performance, 
quality, and legal compliance of the business being 
audited as a whole. It is designed to provide a framework 
for analyzing contemporary auditing and assurance 
issues in the new rapidly globalizing and changing 
knowledge economy."
ACCT 5263,Forensic Accounting for Managers,3,"Using the case study approach, students will examine a 
variety of cases of corporate fraud involving asset 
misappropriation and corruption. Students will also be 
required to prepare several cases involving corporate 
fraud. Students will be encouraged to be inquisitive and 
think creatively as they examine instances of fraudulent 
behavior which they may encounter in their professional 
careers."
ACCT 5273,Acct & Taxation Research,3,"This course covers how to identify accounting, tax, and 
business research issues, locate authoritative guidance, 
and communicate the research results."
ACCT 5283,Financial Statement Analysis,3,"Graduate financial accounting course focusing on the 
analysis of financial statements, including asset and 
liability valuation, income recognition and cash flows. 
Topics include the analysis of financing, investing and 
operating activities, profitability and risk analysis, 
earnings quality and forecasting. 
 
AMERICAN SIGN LANGUAGE (ASL)"
ASL 1113,#Introduction to American Sign Language,3,"Introduction to American Sign Language and Deaf 
culture. Emphasizes acquisition of both comprehension 
and production skills so the student may function in 
situations at a appropriate to the novice signer. Includes 
visual readiness and fingerspelling activities with 
language practice within meaningful contexts. 
 
ART (ART)"
ART 1003,#Art and Visual Communication,3,"A variety of media, techniques, and processes are 
presented. These are presented in terms of the 
contribution they make in aesthetic expression. The study 
of significant people, movements and culturally related 
ideas is included."
ART 1103,#Art Appreciation,3,"The study of art from a variety of different backgrounds 
and cultures as both product and process. Aesthetic 
judgment making in evaluation of art from different times 
and places is stressed."
ART 1200,Art Experiences,0,"This zero credit hour, pass/fail course is designed to 
provide art and art program-related experiences to 
students in order to round out their art content courses 
with actual fine and graphic art experiences and to 
provide cultural opportunities for life-long learning. All art 
majors are required to enroll in this course every semester 
they are enrolled at Southeastern."
ART 1213,Drawing I,3,"Perception of line, form and shape, and spatial 
relationships are developed through work in a variety of 
monochromatic media. Students will work with still life 
objects and the human figure with emphasis upon 
composition of the pictureplane, linear perspective and 
light effect on mass and space."
ART 1413,Ceramics I,3,"An introduction to clay utilizing basic materials and 
techniques used in handbuilding and on the potter's 
wheel."
ART 2013,#2-D Design,3,"Studio instruction in basic design through projects and 
exercises in fundamental form and space concepts. 
Control of proportion, scale, and design relationships; 
development of problem formulation and sound basis for 
value judgments. Release of student's potential creative 
capacities is the prime concern."
ART 2023,#3-D Design,3,"A study of basic elements and principles of 3-D design, 
theory, and their application to specific art problems."
ART 2113,#Art History Survey I,3,"A general survey of painting, sculpture, architecture, and 
minor 
arts 
from 
prehistoric 
times 
through 
the 
Renaissance, surveying Western Europe and American 
painting."
ART 2333,Vector Graphics I,3,"A survey course designed to build a foundation in design 
theories and concepts to foster student creativity. The 
course will introduce tools in computer graphics, including 
software, production and reproduction technologies. 
Discussions will cover both creative and efficient 
application of digital tools and techniques. Students will 
complete project assignments utilizing a variety of 
computer graphic applications."
ART 2633,#Web Page Design I,3,"An introduction to basic concepts to design a website 
including content, navigation, graphics, and overall 
design using current graphical interface software such as 
Frontpage, Flash, Dreamweaver. Attention will be given 
to good design elements and principles in laying out 
effective web pages. Students will be required to maintain 
a personal website."
ART 2903,#Digital Imaging I,3,"An introduction to the basic concepts and history of digital 
imagery and software programs such as Photo Shop that 
are used to manipulate digital images. Attention will be 
given to good design elements and principles for effective 
image development."
ART 3013,#Comic Book Art and American Culture,3,"This course is a survey of the sequential art forms of the 
comic book and graphic novel as cultural artifact, 
aesthetic objects, and contemporary narrative. The 
course will survey the history of these art expressions and 
analyze how artists use formal style, narrative structure 
and audience demographics to create sequential art."
ART 3033,Graphic Layout,3,"Various aspects of graphic, commercial, and advertising 
concepts are examined in relation to design foundations 
presented in ART 1213, 2013,and 2023. Computer 
graphic application programs are utilized to create graphic 
designs incorporating lettering, digital imagery, and image 
manipulation. Outside lab hours are required to complete 
assigned projects."
ART 3083,#Issues in Aesthetics and Criticism,3,"This course addresses the issues of interpretation and 
evaluation in art by studying a variety of models of inquiry."
ART 3103,#Survey of Native North American Art,3,"This course surveys Native North American art from 
prehistoric artifacts to present day artworks. Major 
regional areas of study include the arts of the Eastern 
Woodlands, Great Plains, Northwest Coast, Southwest, 
and Mexico. Study focuses upon artworks within their 
historical and social context and the aesthetic, cultural, 
and symbolic meanings of traditional and contemporary 
North American Indian art."
ART 3123,#Color Theory,3,"This class is an introduction to basic color theory, its 
historical background, and its application in two-
dimensional design and painting. Students are required to 
complete studio assignments outside of class."
ART 3133,#Art History Survey II,3,"An examination of the art world from the end of the 
Renaissance to the present, emphasizing the intrinsic 
qualities of the work as well as the relationship of art to its 
cultural context."
ART 3203,#Art and World Cultures,3,"This is an introductory course designed to acquaint the 
student with the art and architecture of Asia, Africa, 
Oceania, Islam, and the Americas."
ART 3213,Drawing II,3,"This course continues the development of a student's 
understanding of the concepts of drawing with attention 
given 
to 
demonstrating 
understanding 
of 
good 
composition. Emphasis will be given to use of colored 
media as students continue to develop skills from a 
variety of environmental subjects as well as the human 
figure."
ART 3223,Painting I,3,"The design elements applied to painting with emphasis on 
color mixing, formal composition, and execution. Students 
will work with water-based media to explore the 
possibilities 
in 
painting 
with 
different 
mediums, 
techniques and styles including transparent watercolor 
painting"
ART 3313,#History and Theory of Design,3,"This course explores the historical and theoretical 
components of design from the Industrial Revolution to 
the present day. Products, furniture, textiles, packaging, 
advertising, typography graphics, communications, and 
industrial design will be studied in terms of their historical 
development and their translation and application within 
contemporary concepts of design in various professional 
fields."
ART 3323,Painting II,3,"A continuation of ART 2313, with emphasis on further 
refinement and elaboration of painting techniques and 
skills."
ART 3333,Typography,3,"This course explores the concepts, terminology, use and 
execution of typography within artworks and commercial 
design. Practice is guided with instruction in typographical 
design, history, and concepts through projects that 
exercise the fundamentals of typography and font design."
ART 3423,Ceramics II,3,"An expansion of ART 1413 with an emphasis on 
developing additional skills in ceramic design and 
construction using hand and/or potter's wheel."
ART 3433,Sculpture I,3,"Introduction to 3-D form in sculpture and to the two 
concepts of sculpture: free standing and sculpture-in-the-
round."
ART 3503,Art in the Elementary Classroom,3,"Presents teaching methods and procedures appropriate 
to the public elementary school. Course is designed to aid 
future teachers to teach art lessons with confidence and 
competence in a self-contained public classroom."
ART 3523,Ceramics III,3,"A continuation of ART 3423 in developing a body of work 
and exploration of more advanced building and firing 
techniques. Students will present a proposal for an area 
of concentration and will learn how to and be responsible 
for firing various types of kilns."
ART 3623,Ceramics IV,3,"A continuation of Ceramics III in developing a body of 
work and exploration of more advanced building and firing 
techniques. Students will present a proposal for an area 
of research and will research and develop glaze formulas 
as well as firing all kilns."
ART 3633,Web Page Design II,3,"Continuation of Web Page Design I to create advanced 
professional web sites/pages using various graphics 
interface software and hardware. Students will maintain a 
multi-page website."
ART 3814,#Digital Photography I,4,"This course will explore development of theories and 
history of photography as an art form that captures 
elements of human expression, history, and personal 
presence. Students will examine how photography has 
advanced to present-day digital cameras and how 
photographers manipulate light and composition to create 
photography as art. Digital camera with capability of 
manual settings required."
ART 3903,Digital Imaging II,3,"Digital Imaging II is a course designed to further explore 
methods and techniques used in creating and altering 
digital images. Instruction will be explored through 
projects and exercises using digital imaging equipment 
(camera) and digital editing software (Photoshop). This 
course will cover basic to advanced digital imaging editing 
skills helping you to create dynamic digital art for the web 
and print media."
ART 4033,Vector Graphics II,3,"This course is a continuation of ART 2333 and will include 
the most important topics of vector graphics industry 
standard graphic software. Students will continue to 
expand knowledge of vector-based graphics preparation 
of digital artwork for pre-press and printing as well as 
Web-based design."
ART 4133,#Art History III: Modern & Contemp Art,3,"This course is a survey of modern and postmodern art 
from the 1890s to the present, including important stylistic 
movements such as Cubism, Dada, Surrealism, Abstract 
Expressionism, Pop Art, and a number of postmodern 
approaches since 1960. The focus is on the ideas, works, 
and critical reception of specific artists, widened to include 
issues of race and gender and related developments in 
politics."
ART 4203,Drawing III,3,"This course continues the development of students' 
understanding of the concepts of drawing. While attention 
is given to the utilization of the concepts of good 
composition, students will select, in consultation with the 
instructor, a particular subject matter area they wish to 
research and pursue. Students will choose suitable media 
in which to work."
ART 4213,Printmaking I,3,"A variety of printmaking techniques, such as serigraphy, 
woodcut, and intaglio are explored."
ART 4223,Printmaking II,3,"A continued exploration into the printmaking medium, 
allowing individuals the opportunity to refine the 
techniques presented in ART 4213."
ART 4333,Painting III,3,"A continuation of ART 3323, with emphasis on the human 
figure."
ART 4343,Painting IV,3,"A continuation of ART 4333, with emphasis on student 
experimentation and exploration of selected painting 
media."
ART 4443,Sculpture II,3,"Students will continue working with the four primary 
technical methods for producing sculpture. There will be 
at least three to four projects using one or more 
techniques in producing 3-D sculpture."
ART 4513,Applied Graphic Design I,3,"This course involves portfolio production of advanced 
products of graphic design using both vector and raster 
graphics (Prerequisites: all previous major requirements 
with a grade of C or better)"
ART 4613,Applied Graphic Design II,3,"This class is a continuation of ART 4513 to refine skills in 
development of the final graphic design portfolio. This 
class is the final capstone for graphic design."
ART 4773,Methods & Media in Art,3,"Includes comprehensive organizational and instructional 
techniques, strategies, and materials for the development 
and delivery of art lessons related to appropriate 
developmental levels K-12. (Will not count toward a major 
or minor in Art.) (Must be admitted to Teacher Education)"
ART 4814,#Digital Photography II,4,"This course will build upon knowledge gained in Digital 
Photography I to provide an advanced understanding of 
the art form of digital photography, capturing the human 
element and how this medium affects contemporary 
society. Digital camera with capability of manual settings 
required."
ART 4950,Internship,0,"On the job experience in practical applications. Student 
will be expected to secure a source/location that must be 
approved by department."
ART 4960,Directed Reading,0,"Topic is assigned by the Faculty, student and Department 
Chair."
ART 4970,Special Studies,0,"Content is determined by the Faculty, student and 
Department Chair to provide additional strength or to 
remove deficiencies"
ART 4980,Seminar,0,"Content is determined by the Faculty, student and 
Department Chair to provide a specialized learning 
experience in a group situation. Faculty consent required. 
 
AVIATION (AVIA)"
AVIA 1004,Primary Ground Instruction,4,"A fundamental study of the technical subject matter 
necessary to operate safely as a Private Pilot. Subject 
matter includes but is not limited to basic aerodynamics 
and aircraft performance, aviation regulations, cross-
country flight planning, basic meteorology, aeromedical 
factors, and aeronautical decision-making."
AVIA 1041,Private Flying,1,"A basic flight course that focuses on the knowledge and 
skills 
required 
to 
exercise 
the 
privileges 
and 
responsibilities of a Private Pilot. Course content includes 
but is not limited to airport operations, takeoff and 
landings, navigation, and slow flight and stalls. 
Additionally, students will become proficient in night 
operations, 
emergency 
operations, 
and 
safety 
procedures. (Permission required)"
AVIA 2061,General Aviation,1,"Individualized, introductory flight course with subject 
matter to include, but is not limited to; Knowledge of 
Federal 
Regulations, 
aerodynamics, 
performance 
calculations, aircraft system operations, navigational 
techniques 
and 
aids, 
physiological 
and 
weather 
considerations. The level of knowledge will correspond 
with the students' FAA issued pilot certificate. Instructor 
consent required. (Permission required)"
AVIA 2083,Commercial Performance & Regulations,3,"An intermediate study of the technical subject matter 
necessary to safely operate as a Commercial Pilot. 
Subject matter includes, but is not limited to, working 
knowledge of Federal Regulations to include: Parts 
1,43,61,71,91,97,103,119,135,141,83 0; aerodynamics; 
performance calculations, and aircraft system operations 
for single-engine high performance complex airplanes. 
Instructor consent required.(Permission required)"
AVIA 2113,#Aviation Management,3,"An introduction to the techniques of developing a public 
airport and the study of the major functions of airport 
management including creation of master planning 
documents, 
economic, 
and 
social 
impact, 
and 
environmental concerns or restrictions."
AVIA 2334,Physics of Aircraft Powerplants,4,"This course is an introduction to the theory of 
maintenance and operation of turbine and piston aircraft 
engines, for pilots. The lab portion will include hands on 
experience in the operation, disassembly, inspection, 
overhaul and testing of both piston and turbine engines. 
In addition theory of aircraft propeller systems will be 
introduced."
AVIA 3003,Aviation Meteorology,3,"A study of the atmosphere and factors affecting weather 
systems. Also includes pilot weather services, including 
weather reports, weather forecasts, and weather maps."
AVIA 3023,Air Traffic Control,3,"An extensive overview of the Air Traffic Control system 
within which both pilots and aviation managers will 
operate including the terminology of the system."
AVIA 3103,Research of Corporate Flight Department,3,"The student will develop insights into the workings of the 
corporate flight department and how it interfaces with the 
rest of the corporation. Extensive on-site research and 
correspondence."
AVIA 3113,#Aviation Legal Problems,3,"To acquaint students pursuing aviation careers with the 
complex legal and regulatory responsibilities to be 
confronted, analyzed and resolved in a rapidly changing 
environment."
AVIA 3123,Commercial Operations,3,"A continuation of AVIA 2083. A study of the  technical 
subject matter necessary to safely operate as a 
Commercial Pilot. Subject matter includes, but is not 
limited to; working knowledge of navigational planning, 
including dead reckoning, pilotage and navigational aid 
operations; physiological and weather considerations; 
Federal 
Regulations, 
aerodynamics; 
performance 
calculations; and aircraft system operations. Instructor 
consent required."
AVIA 3133,#Aviation Administration,3,"This course exposes the career oriented student to 
administrative and regulatory requirements and skills 
necessary to function in industry as mid-level managers. 
Case studies will be reviewed and analyzed."
AVIA 3143,#History of Aviation & Its Impact Upon,3,"Society 
A study of the development of aviation throughout the 
world from ancient mythology through the space-age, 
including current developments, and their impact upon the 
world."
AVIA 3152,Fundamentals of Flight Instruction,2,"This course is a study of the fundamentals of flight 
instruction involving educational principles of the learning 
and teaching process, communication, teaching methods, 
critiquing, evaluating, and planning instructional activity. 
Instructor consent required."
AVIA 3173,Aviation Safety,3,"A basic mid-curriculum class which will provide students 
with a working knowledge of airport, aviation flight, and 
ground safety. This course will enhance leadership 
potential of current aviation students and provide 
knowledge in the areas of law, medicine, business, and 
societal issues dealing with aviation and airport safety."
AVIA 3202,Flight Instructor Ground Instruction,2,"Students will plan and present individual-oriented the 
instructional activity aimed toward the use of effective 
teaching learned in AVIA 3152. Key topics include course 
of training, blocks of learning, training syllabus, 
developing and presenting lesson plans. The mastery of 
the following subjects matter to include, but is not limited 
to; Federal Regulations, aerodynamics, performance 
calculations, aircraft system operations, navigational 
techniques, Private and Commercial flight maneuvers, 
physiological and weather considerations. Instructor 
consent required."
AVIA 3213,Corporate Internship,3,"Designed to expose the student with workings of the 
corporate flight department and permit hands-on 
experience with flight planning, ground transportation, 
scheduling, catering, dispatching and other duties and 
responsibilities confronting the corporate pilot or 
mechanic. Time will be spent on site with various flight 
departments throughout the country."
AVIA 3223,Advanced Turbine Aircraft,3,"Puts the student into the cockpit, either simulated or 
actual, placing added workload and decision-making 
situations in the path of success. Cockpit Resource 
Management concepts will be emphasized."
AVIA 3233,Advanced Aircraft Systems,3,"This course is designed to familiarize the student with 
advanced aircraft systems of modern turbojet aircraft in 
the air transport category. Basic knowledge of electrical, 
hydraulic, pneumatic, and jet engine powerplant systems 
are covered. Instruction is presented similar to an airline 
ground-training program, which stresses the operational 
knowledge required of a pilot. The focus is on a Boeing 
737 NG aircraft."
AVIA 3241,Flight Instructor Flying,1,"A comprehensive flight course concentrating on the 
knowledge and skills required to operate safely as a 
Certified Flight Instructor. Includes performance and 
analysis of training procedures and maneuvers such as 
stalls from various configurations; spin entry and recovery 
techniques; preparations of lesson plans; evaluations of 
student flight performance; effective preflight and post-
flight instruction; analysis and correction of common 
student 
pilot 
flight 
errors 
and 
flight 
instructor 
responsibilities. Instructor consent required."
AVIA 3284,Instrument Ground Instruction,4,"A comprehensive study of the technical subject matter 
necessary to operate safely as an instrument-rated pilot 
within a complex airspace system. In addition to an 
analysis of departure, en route, and arrival procedures, 
including both precision and non-precision instrument 
approach procedures, students will gain insight into 
technical subjects such as advanced navigation methods, 
IFR emergency procedures, and aircraft systems related 
to IFR flight. Instructor consent required."
AVIA 3293,Aviation Transportation,3,"A study of the air transportation industry with a thorough 
knowledge of the organizational matrix, management 
responsibilities, 
and 
functional 
characteristics 
of 
international, major, national, and regional air carriers."
AVIA 3334,Advanced Aerodynamics,4,"This course is designed to prepare the student to 
understand and apply aerodynamics principles as they 
relate to advanced high performance aircraft."
AVIA 3362,Instrument Flight Instructor Ground,2,"Instruction 
A comprehensive classroom study of the technical subject 
matter and teaching methods associated with preparing 
pilots for the knowledge portion of the instrument rating 
practical exam. Instructor consent required."
AVIA 3401,Instrument Flight Instructor Flying,1,"A flight course that focuses on the knowledge and skills 
required to operate safely as Certified Flight Instructor 
with instrument privileges. The course's focal point is an 
in-depth study of effective teaching methods associated 
with instrument flight training and the analysis and 
correction of common student errors. Instructor consent 
required."
AVIA 3451,Intro to Advanced Technology Aircraft,1,"This course is designed to provide the professional pilot 
majors the necessary knowledge to transfer from legacy 
technology to current commercial cockpit design. This 
course will be an overview of advanced technology 
cockpit design and will incorporate the Garman G1000 
cockpit display."
AVIA 3503,Integrat Flight Mngt Tech & Commerce,3,"Operation 
This course is designed to provide professional pilot 
majors with an introduction and working knowledge of 
commercial flight operations incorporating the Boeing 737 
Flight Management Systems. It also provides an in-depth 
study of FAA 14 CRF parts 121 and 135 commercial 
operations."
AVIA 3511,Advanced Commercial Maneuvers Flight,1,"A Federal Aviation Administration (FAA) 14 CFR 141 
advanced flight course focusing on the knowledge and 
skills that are required to exercise the privileges and 
responsibilities of a Commercial Pilot. The FAA 
Commercial Certification consists of four (4) phases and 
this is considered Commercial phase 1.  Content includes 
the introduction of Chandelles, Lazy Eights, Steep 
Spirals, Steep Turns, Pylon Eights and the increased 
proficiency of the aerial maneuvers learned during Private 
Pilot certification. This course ends with a stage check 
performed by one of the school stage check instructors.  
This course is Pass/Fail.  (Permission of the Chief Flight 
Instructor is required)"
AVIA 3521,Instrument Rating Flight,1,"A Federal Aviation Administration (FAA) 14 CFR 141 
advanced flight course focusing on the knowledge and 
skills that are required to exercise the privileges and 
responsibilities of an FAA Instrument rated Pilot.  Content 
includes aircraft instrument navigation without outside 
visual reference, flying and navigating in the National 
Airspace System (NAS), reading, interpreting and 
executing instrument procedures while using instrument 
reference, reading and interpreting weather forecasts, 
execution of air traffic control directed holding patterns, 
and instrument flight emergencies. This course ends with 
an end of course check performed by the FAA authorized 
school examiner and results in the certification of the 
student as an instrument pilot by the Federal Aviation 
Administration.  This course is Pass/Fail.  (Permission of 
the Chief Flight Instructor is required)"
AVIA 3531,Comm Exper Building Operations Flight,1,"A Federal Aviation Administration (FAA) 14 CFR 141 
advanced flight course focusing on the knowledge and 
skills that are required to exercise the privileges and 
responsibilities of a Commercial Pilot. The FAA 
Commercial Certification consists of 4 phases and this is 
considered Com phase 2. Content includes night and 
cross-country flights both solo and dual with a flight 
instructor. This course ends with a stage check performed 
by one of the school stage check instructors. This course 
is Pass/ Fail. (Permission of the Chief Flight Instructor is 
required)"
AVIA 3541,Commercial TAA Operations Flight,1,"A Federal Aviation Administration (FAA) 14 CFR 141 
advanced flight course focusing on the knowledge and 
skills that are required to exercise the privileges and 
responsibilities of a Commercial Pilot. The FAA 
 

Commercial Certification consists of four (4) phases and 
this is considered Com Phase 3.  Content includes flying 
the technically advanced Cirrus SR20, advanced cockpit 
operations, use of a sophisticated autopilot, meeting the 
instrument 
requirements 
of 
the 
commercial 
pilot 
certificate, and operation of a high-performance aircraft.  
This entire Com 3 course is flown dual with a flight 
instructor and includes ground instruction, simulation as 
well as aircraft time in the Cirrus. This course ends with a 
stage check performed by one of the school stage check 
instructors.  This course is Pass/Fail.  (Permission of the 
Chief Flight Instructor is required)"
AVIA 3551,Comm FAA Certification Flight,1,"A Federal Aviation Administration (FAA) 14 CFR 141 
advanced flight course focusing on the knowledge and 
skills that are required to exercise the privileges and 
responsibilities of a Commercial Pilot. The FAA 
Commercial Certification consists of four (4) phases and 
this is considered Com Phase 4.  Content includes the 
final preparation flights and ground instruction required to 
successfully pass the FAA certification End of Course 
(EOC) flight.  This course includes solo and dual flight with 
a flight instructor and all the ground instruction required to 
prepare for the final end of course (EOC) check. This 
course ends with an end of course (EOC) check 
performed by the FAA authorized school examiner and 
results in the certification of the student as a Commercial 
pilot by the Federal Aviation Administration.  This course 
is Pass/Fail.  (Permission of the Chief Flight Instructor is 
required)"
AVIA 4413,National and International Operations,3,"Prepares students to conduct complex national and 
international trip planning. Must be taken in residence."
AVIA 4444,2nd Officer-Flight Engr Writ Test Cert I,4,"Sixty (60) hours classroom instruction. Preparation for 
FAA Flight Engineer Basic written examination."
AVIA 4485,2nd Officer-Flight Engr Wri Test Cert II,5,"One hundred seventy-five (175) hours classroom 
instruction. Preparation for FAA Flight Engineer Turbojet 
written examination."
AVIA 4524,Second Officer-Flight Certificate,4,"Ten (10) hours of Boeing 727 loggable F.E. simulator time 
plus other considerations."
AVIA 4562,Multiengine Ground Instruction,2,"Theory of multiengine airplane operation including the 
ground instruction necessary for preparation for the FAA 
multiengine rating. covers transition to multiengine 
aircraft, 
multiengine 
aircraft 
systems, 
operational 
considerations, and emergency procedures. Instructor 
consent required."
AVIA 4601,Multiengine Flying,1,"An advanced flight course that focuses on the safe 
operation of high performance multiengine aircraft. A 
significant portion of this course will center on flight in a 
failed engine condition by introducing students to Vmc 
demonstrations and single engine flight in various drag 
configurations. Additionally, students will be exposed to 
procedures a ssociated with engine failures during and 
immediately following takeoff, cruise flight, and during  
landings. (Permission required)"
AVIA 4613,Aviation Management Internship,3,"A supervised professional level work experience to 
expose the student to management practices in the 
aviation industry."
AVIA 4621,Multiengine Flight Instructor Ground Ins,1,"Principles and methodology of teaching multiengine flight. 
Including the ground instruction required to prepare for 
the FAA Flight Instructor-Airplane Multiengine rating. 
Covers teaching methods for the transition to multiengine 
aircraft, 
multiengine 
aircraft 
systems, 
operational 
considerations, and emergency procedures. Instructor 
consent required."
AVIA 4631,Multiengine Flight Instructor Flying,1,"A flight course intended to prepare the certified flight 
instructor for the additionally responsibilities of teaching in 
a multiengine aircraft. In addition to the effective 
performance and analysis of multiengine procedures, this 
course prepares students to anticipate and avert common 
training mishaps associated with the idiosyncrasies of 
multiengine flight training. Instructor consent required."
AVIA 4643,Physiology,3,"A study of the physical and mental effects of flight as 
related to aircrew personnel performance and passenger 
comfort/behavior."
AVIA 4651,Advanced Crew Coordination,1,"Flight instruction emphasizing crew coordination, crew 
resource management, command-response checklist 
procedure, and functioning as a flight crew in the 
corporate flight environment."
AVIA 4663,#Contemporary Topics in Aviation,3,"A detailed analysis of current issues facing  management 
in various segments of the aviation industry. The social 
and economic impact that the aviation industry has on the 
U.S. and world economy is investigated in detail. 
Application of previously learned concepts are applied to 
real-world and time-sensitive case studies to develop a 
deeper understanding of current and forecast problems in 
aviation."
AVIA 4674,Crew Resource Management,4,"This course is designed to be a senior capstone  
achievement, which will require the pilot student to utilize 
all previous training and education to demonstrate good 
Crew Resource Management (CRM) skills in a 
commercial two-pilot cockpit environment. Line Oriented 
Flight Training (LOFT) will allow the student to 
demonstrate the CRM skills of a captain and copilot. 
Students will research and analyze human performance 
related to various major accidents. Instructor consent 
required."
AVIA 4703,Airline Transport Pilot Ground Instructn,3,"Seventy-five (75) hours of classroom instruction. 
Preparation for FAA Airline Transport Pilot written 
examination. Petition required."
AVIA 4801,Airline Transport Pilot Flying,1,"A minimum of 25 hours dual instruction. Preparation for 
FAA Airline Transport Pilot flight test."
AVIA 4970,Special Studies,0,"Individualized project selected in consultation  with 
professor."
AVIA 4980,Seminar,0,Small group study of topic announced by department.
AVIA 5103,Aerospace Safety Program Development,3,"This course is designed to provide the essential elements 
critical 
to 
the 
development, 
identification, 
and 
implementation of an aerospace safety program. Critical 
measures are discussed and emphasized as integral 
elements of a comprehensive safety program with focus 
on identification and prevention of unique safety problems 
in aerospace. Interaction between national and state 
government, corporate, and local regulations will be 
examined in detail supplemented with pertinent case 
studies."
