code,title,credit,description
APOL 3304,Scripture and Apologetics,N/A,"A course designed to introduce students to biblical apologetics, including an analysis of contemporary methods of biblical criticism, views of the inspiration of scripture, defense of the trustworthiness of the scriptural narratives, and the historicity of the resurrection."
APOL 3381,Special Topics/Independent Study,N/A,"Topics are selected on basis of student need and academic qualifications of staff. If regular lectures are not given, a minimum of 30 hours of work for each hour credit must be included."
APOL 4301,Apologetics Communication,N/A,"A practical course designed to help students develop the ability to communicate effectively through public speaking, social media, interpersonal communication, popular writing, and debate."
APOL 4302,Science and Faith,N/A,"This course will examine the relationship between science and faith, including an examination of the reasons for a perceived tension between the two in modern history, and various models for how the two can be mutually enriching."
APOL 4381,Special Topics/Independent Study,N/A,"Topics are selected on basis of student need and academic qualifications of staff. If regular lectures are not given, a minimum of 30 hours of work for each hour credit must be included."
APOL 5111,Mentored Ministry,N/A,An internship in a ministry program. HCU faculty will provide oversight and mentorship in partnership with a ministry. Can be taken multiple times for credit.
APOL 5181,Special Topics/Independent Study,N/A,"Topics are selected on basis of student need and academic qualifications of staff. If regular lectures are not given, a minimum of 30 hours of work for each hour credit must be included."
APOL 5211,Mentored Ministry,N/A,An internship in a ministry program. HCU faculty will provide oversight and mentorship in partnership with a ministry. Can be taken multiple times for credit.
APOL 5281,Special Topics/Independent Study,N/A,"Topics are selected on basis of student need and academic qualifications of staff. If regular lectures are not given, a minimum of 30 hours of work for each hour credit must be included."
APOL 5310,Apologetics Research and Writing,N/A,"A practical course designed to develop graduate-level writing and reading skills and introduce students to writing in the discipline of apologetics. The course will focus on developing a robust drafting, writing, and revision process; using primary and secondary source materials; writing with clarity and correctness; and writing for both academic and popular audiences. Readings will introduce students to both philosophical and cultural apologetics."
APOL 5311,Mentored Ministry,N/A,An internship in a ministry program. HCU faculty will provide oversight and mentorship in partnership with a ministry. Can be taken multiple times for credit.
APOL 5315,Evangelism for Everyone,N/A,"An introductory study of personal evangelism designed to equip students to understand their cultural context, to share the gospel naturally and effectively, and to respond appropriately to issues raised as they communicate their faith in Christ."
APOL 5320,Philosophy of Religion: Faith & Reason,N/A,"This course will deal with basic issues in philosophy of religion, such as: theistic arguments, the problem of evil, the relationship between faith and reason, miracles, and life after death. (Offered as PHIL 5320.)"
APOL 5325,Introduction to Missions,N/A,"This course of study is designed to introduce the student to the biblical, theological, historical, and practical basis for Christian missions. Special attention will be given to current practices and contemporary issues related to global missions."
APOL 5330,Ancient Philosophy and Culture,N/A,"Christianity was shaped by Jewish, Roman, and Greek cultural forces. This class will examine the Classical heritage"
APOL 5340,Medieval Philosophy & Culture,N/A,"A survey of the ideas, cultural developments, and literature of Medieval Europe, from the Fall of Rome to the beginning of the Renaissance. The course will cover topics such as the medieval Christian contribution to science, philosophy, art, and education; the rise of Islam and the Christian response; and the integration of faith and reason as expressed in medieval literature, art, and philosophy."
APOL 5350,Modern and Postmodern Culture,N/A,"An exploration of ideas and cultural developments from the 16th Century to the present, focusing especially on the relationship between reason and faith, the cultural consequences of modernity, and the apologetics challenges and opportunities of the present day. Students will read philosophical, cultural, and literary texts by a range of authors, including some non-Christians. Apologetics topics include issues such as doubt and suffering; pro-life issues; sexuality and marriage; and the integration of reason and imagination into apologetics."
APOL 5360,"Film, the Visual Arts, and Apologetics",N/A,"An exploration of the potential of film and visual art for use in apologetics, focusing on the principles of interpreting artworks, especially with regard to discerning the worldviews embodied in particular artworks and using artworks to foster dialogue on apologetics issues."
APOL 5370,C. S. Lewis and Imaginative Apologetics,N/A,"C. S. Lewis is the most influential public apologist of the 20th century, and his influence continues to grow. This course will explore Lewis's thought as expressed in his fiction, poetry, apologetics, and/or academic works, and assess his contribution to the work of imaginative apologetics."
APOL 5380,'Mere Christian' Theology and Apologetics Implications,N/A,"An examination of the rational coherence of core Christian doctrines, including the Trinity, the Incarnation, and the Resurrection. Other topics may include Christian Exclusivism, Substitutionary Atonement, Heaven and Hell, etc."
APOL 5381,Special Topics/Independent Study,N/A,"Topics are selected on basis of student need and academic qualifications of staff. If regular lectures are not given, a minimum of 30 hours of work for each hour credit must be included."
APOL 6310,Apologetics Communication,N/A,"A practical course designed to develop techniques used in interpersonal, group, public, social media and other mass communication settings. The focus will be on developing individual ability to communicate Christian thought for effective engagement with culture."
APOL 6320,Science and Faith,N/A,"This course will explore the history of the relationship between science and religion, including the alleged hostility between the two. It will examine various accounts of the compatibility between the two and ways they can be understood as mutually enriching. Other topics in the philosophy of science and how they interact with theism may"
APOL 6321,Philosophy of History and the Resurrection,N/A,"Philosophical assumptions affecting the study of history will be examined and dealing explicitly with miraculous occurrences, and most especially, evidences for the resurrection of Christ."
APOL 6322,Philosophical Theology,N/A,"A rigorous examination of the coherence of theism that addresses the Biblical justification and the proper conceptual formulation (or qualification) of divine attributes such as incorporeality, necessary existence, aseity, eternality, simplicity, omnipotence, omniscience, divine goodness and moral perfection, and the philosophical formulation of historically orthodox doctrines of the Trinity, the Incarnation, justification and the Atonement, divine creation and providence, the nature of the Eucharist, the nature of the indwelling of the Holy Spirit, and questions of individual and universal eschatology."
APOL 6323,Philosophical Apologetics: Frameworks and Issues,N/A,"An introduction to different apologetic methodologies and kinds of argument used in the defense of the Christian faith. The relative merits of classical apologetics/natural theology, evidentialism, presuppositionalism, reformed epistemology, and cumulative case methodologies will be discussed while addressing theistic arguments relying on reason, natural and historical evidences, revelation, and subjective religious experience."
APOL 6324,Theistic Arguments,N/A,"An examination of the nature of theistic proofs that focuses on rigorous consideration of various theistic arguments from the standpoint of modern analytic philosophy of religion. Cosmological arguments, teleological arguments, ontological arguments, arguments from providence, moral arguments, arguments from consciousness, arguments from religious experience, arguments from miracles and historical evidences, prudential arguments (e.g., Pascal's wager), and more may be considered."
APOL 6325,Theistic Ethics and Moral Apologetics,N/A,"Various arguments grounding objective morality in the existence of God will be considered, as will various forms of the moral argument for God's existence. The nature of divine moral perfection and the dialectic among divine love, mercy and justice may be considered, along with the philosophical problem of evil and moral tensions in the Bible (animal sacrifices, capital punishment for non-capital offenses, the Canaanite conquest, etc.)."
APOL 6330,World Religions,N/A,A course exploring world religions and the Christian response to them. Particular emphasis will be on the way in which one can engage participants in non-Christian religions and communicate Christian thought in various cultures.
APOL 6331,Leadership and Evangelism in the Local Church,N/A,This course will study strategies for increasing the effectiveness of evangelism training and outreach in the context of the local church.
APOL 6332,Evangelism Through Small Groups,N/A,"This class will train students to facilitate small groups designed to help non-Christians work through their spiritual questions, make biblical discoveries, and move toward faith in Christ. It will also examine strategies for churches and ministries to leverage evangelistic small groups to impact their communities."
APOL 6333,Apologetics and Evangelism in Practice,N/A,This advanced course in apologetics and evangelism will train students to incorporate apologetics in evangelism. It
APOL 6336,Missional Church Planting,N/A,"This advanced course in church planting addresses the biblical basis, missiological principles, and methods necessary for planting domestic and cross-cultural churches, with an emphasis on the cultural context."
APOL 6340,Eastern Philosophy and Culture,N/A,A course exploring Eastern philosophy and culture and the Christian response to them. Particular emphasis will be on the way in which one can engage participants in non-Christian religions and communicate Christian thought in various cultures.
APOL 6350,The Problem of Evil,N/A,"This course will examine the problem of evil as a challenge to theistic and Christian belief, and explore different responses to the challenge, both classic and contemporary."
APOL 6360,Moral Realism,N/A,"This course explores the question of whether moral realism is true. Standing at odds with moral realism are error theory, expressivism, constructivism, and sensibility theory. This course will examine each of these theories in some detail and subject them to critical scrutiny, as well as offering several reasons to think that moral realism is indeed true."
APOL 6361,Theistic Ethics,N/A,"Designed to explore whether the facts and phenomena of morality, realistically construed, evidentially point to God, this course will answer the question in two ways. It first explores a variety of objections to such a notion, most deriving from the Euthyphro Dilemma, then investigates ways in which morality arguably suggests God as its best, only, only possible, possible, or plausible explanation."
APOL 6362,Secular Ethics,N/A,"This course examines and subjects to critical scrutiny a range of ethical accounts. Secular and naturalistic theories will be discussed, both those among the Cornell realists and among the nonnaturalists. It will also look at the ethical frameworks of such worldviews as pantheism and panentheism, along with various religious accounts, asking how well such views account for binding moral obligations, the value of human persons, moral knowledge, moral evil, moral transformation, and moral rationality."
APOL 6363,History of the Moral Argument,N/A,"This course draws the various threads together while examining the history of the moral argument. Among the luminaries of this history include Immanuel Kant, John Henry Newman, William Sorley, A. E. Taylor, Hastings Rashdall, and C. S. Lewis. The course will also canvass an array of more contemporary theorists, ranging from A. C. Ewing to Austin Farrer, George Mavrodes to Clement Dore, Linda Zagzebski to J. P Moreland, John Hare to Robert Adams, William Lane Craig to C. Stephen Layman."
APOL 6370,Literature and Apologetics,N/A,"An exploration of the use of literature in apologetics, focusing on the theory and practice of imagination as a mode of knowing and communicating truth. Theoretical perspectives will include those of C.S. Lewis, George MacDonald, and J.R.R. Tolkien. Other materials will include a range of classic and contemporary texts that explore theological themes in both fictional and non- fictional modes, by Christian and even occasionally by non-Christian authors."
APOL 6375,Creative Writing and Apologetics,N/A,"This course is an exploration of the practice of creative writing as a mode of cultural apologetics. Students will read and analyze classic and contemporary texts with regard to genre, form, style, and technique, and will write and workshop their own creative pieces, including poetry, fiction, and literary nonfiction, culminating in a critical reflection and portfolio. The course will also include theoretical perspectives on creative writing as a mode of imaginative apologetics. Other topics that may be covered include publication options, multi-media creative writing, and writing for children and young adults."
APOL 6380,Scripture and Apologetics Implications,N/A,"A survey and evaluation of contemporary methods of biblical criticism and their implications for the authority of scripture, the historical reliability of scriptural narratives, and the doctrine of inspiration."
APOL 6381,Special Topics/Independent Study,N/A,"Topics are selected on basis of student need and academic qualifications of staff. If regular lectures are not given, a minimum of 30 hours of work for each hour credit must be included."
APOL 6390,Thesis,N/A,"This course, which should be taken in the final semester of the program as a culminating project, focuses on independent research and writing to produce a thesis. The course is designed for students who intend to go on to a doctoral program or do academic research and publication in the field of apologetics."
ARAM 4310,Biblical Aramaic,N/A,"An introduction to the vocabulary, grammar, and syntax of biblical Aramaic designed to give the students the skills necessary for translation and interpretation of the Aramaic portions of the Bible."
ARAM 5310,Biblical Aramaic,N/A,"An introduction to the vocabulary, grammar, and syntax of biblical Aramaic designed to give the students the skills necessary for translation and interpretation of the Aramaic portions of the Bible."
ARAM 5381,Special Topics/Independent Study,N/A,"Topics are selected on basis of student need and academic qualifications of staff. If regular lectures are not given, a minimum of 30 hours of work for each hour credit must be included."
ARHS 5319,Structures of Poetry,N/A,"Structures of Poetry teaches students to read poetry thoughtfully, accurately, and wisely. Students who are experienced with reading poetry will emerge from this course as capable readers. Students who have read much poetry will emerge from this course with a much fuller understanding for the way a poem functions."
ARHS 5328,The Holocaust: After 50 Years,N/A,"Students read poetry, fiction, personal narratives, and essays that reflect the Holocaust experience. Through their reading and research papers, a visit to the Holocaust Museum, and viewing films, students come to understand the"
ARHS 5340,Expressionism and the Arts,N/A,"This course will examine the expressive aspects of the Hellenistic, Baroque, and Romantic eras, but will emphasize the artistic movement of the late nineteenth and early twentieth centuries known as Expressionism. Emphasis will be on the European and American experience."
ARHS 5382,The Greek World,N/A,"This course introduces students to the world of Ancient Greece. The goals of the course are to read the foundational texts of the Archaic, Classical, and Hellenistic periods, to place them in their historical, philosophical, and archaeological contexts, and to consider their impact on western civilization. Authors read in this class may include: Homer, Aeschylus, Sophocles, Euripides, Aristophanes, Plato, Aristotle, and Thucydides."
ARHS 5383,The Roman World,N/A,"This course introduces students to the world of Ancient Rome. The goals of the course are: to read the foundational texts of the Republican and Imperial periods, to place them in their historical, philosophical, and archaeological contexts, to understand the interrelationship between the Greek and Roman worlds, to discuss the emergence of Christianity in its classical context, and to consider the impact of Ancient Rome on western civilization. Authors read in this class may include: Vergil, Cicero, Lucretius, Horace, Plautus, Terrence, Suetonius, Tacitus, and Pliny."
ARHS 5384,The Medieval World,N/A,"This course introduces students to the Medieval World. The goals of the course are to read the foundational texts of the Medieval period, to place them in their historical, philosophical, and architectural contexts, to understand the relationship between the Classical Antiquity and the emergence of Christian Europe, and to consider the impact of the Medieval period on western civilization. Authors read in this class may include: Boethius, Augustine, Aquinas, Dante, Bede, and Chaucer."
ARHS 5385,The Renaissance and Reformation,N/A,"This course introduces students to the period of the Renaissance and Reformation. The goals of the course are: to read the foundational texts of the Reformation period, to place them in their historical, philosophical, and religious contexts, to understand the relationship between the Classical Antiquity, the middle ages, and the emergence of early modern Europe, and to consider the impact of the Renaissance and Reformation on western civilization. Authors read in this class may include: Luther, Calvin, Machiavelli, Erasmus, Petrarch, Shakespeare, Milton, and Donne."
ARHS 5386,The Enlightenment,N/A,"This course introduces students to the period of the Enlightenment. The goals of the course are: to read the foundational texts of the Enlightenment period, to place them in their historical, philosophical, scientific and religious contexts, to understand the relationship between the Classical Antiquity, the scientific revolution, and the emergence of representative democracy, and to consider the impact of the Enlightenment on western civilization. Authors read in this class may include: Locke, Hobbes, Pope, Swift, Austen, Voltaire, Rousseau, and Kant."
ARHS 5387,The Modern World,N/A,"This course introduces students to the period of Romanticism and Modernity. The goals of the course are to read the foundational texts of Romanticism and Modernism, to place them in their historical, philosophical, scientific, and religious contexts, to understand the relationship between Romanticism and Modernism, and to consider the impact of these movements on the post-modern world. Authors read in this class may include Goethe, Wordsworth, Nietzsche, Eliot, Einstein, and Beckett."
ARHS 5388,The Last Fifty Years,N/A,"This course introduces students to recent developments in western civilization. Special attention will be given to Postmodernism and how has it influenced American culture. The goals of the course are: to examine the critical, moral, political, economic, and social questions of the 20th century, and to understand the connection between this period and those that have preceded it. Special attention will be given to primary source readings."
ARHS 5390,Western Culture and Human Experience,N/A,"These courses are a core component of the MLA program and offer a broad overview of history, politics, art, and philosophy. MLA 5390 will cover the years from the time of classical Greece through the medieval period; MLA 5391 will cover the Renaissance, Reformation, and Early Modern period; MLA 5392 will cover from the French revolution through Modern times."
ARHS 5391,Western Culture and Human Experience II,N/A,"This course offers a broad overview of history, politics, art, and philosophy. ARHS 5391 will cover the Renaissance, Reformation, and Early Modern periods."
ARHS 5392,Western Culture and Human Experience II,N/A,"ARHS 5392 offers a broad overview of history, politics, art, and philosophy. The course will cover the period from the French revolution through Modern times."
ARHS 5393,Turning Points of the 19th Century,N/A,"This course explores turning points and upheavals in Europe in the context of the Post-Industrial Revolution. The course covers Genre painting and Realism, leading to rebellious movements in the art world, including Impressionism, Post-Impressionism, Symbolism, and the beginnings of Expressionism at the turn of the century. Attention is also given to the formation of fine arts academies and the acceleration of art production in the late 19th century."
